Title
"인구 분석을 통한 공유 퍼스널 모빌리티 주차공간 입지 분석 [2020 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"1인 가구 시대, 1인 가구의 주거안정을 위한 서울시 공공주택 입지 분석 [2020 빅캠 공모전]
									
										"
"우리동네키움센터 최적입지 선정을 통한 돌봄 공백 해소 [2020 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"코로나 이후 서울시 패션산업의 지속가능성장을 위한 아이디어 [2020 빅데이터캠퍼스 공모전 - 예심합격]
									
										"
"서울특별시 거주인구 기반 야외 헬스장 시설 리모델링 우선순위 [2020 빅데이터캠퍼스 공모전 - 예심합격]
									
										"
"서울시 보행약자 보호 및 안전확보를 위한 횡단보도 개선 [2020 빅데이터캠퍼스 공모전 - 예심합격]
									
										"
"COVID-19 방역정책 수립을 위한 사회적 거리두기 실천 현황 파악 [2020 빅데이터캠퍼스 공모전 - 예심합격]
									
										"
"1회용 컵 보증금제의 실효성 향상을 위한 모델 개발 [2020 빅데이터캠퍼스 공모전 - 예심합격]
									
										"
"서울시 ‘높바람 숲’ 최적 사업지 선정 프로젝트 [2019 빅데이터캠퍼스 공모전 - 최우수상] 
									
										"
"서울시 공공자전거 효율적인 운영을 위한 빅데이터 분석 [2019 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"서울시 시립 산후조리원 ‘최적입지’ 찾기 [2019 빅데이터캠퍼스 공모전 - 우수상] 
									
										"
"초등학교 상담교사 우선 배치 지역 및 학교 선정 [2019 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"도시공원 일몰제 우선 매입지 선정 [2019 빅데이터캠퍼스 공모전 - 장려상] 
									
										"
"원하는 장소에서 원하는 시간에 택배를 직접 수령할 수 있는 공공택배보관함 입지 선정 [2019 빅캠 공모전]
									
										"
"서울시 출퇴근 인구 분석을 통한 공유 우산 대여 시스템 구축 [2019 빅데이터캠퍼스 공모전 - 장려상] 
									
										"
"범죄예방환경설계(CPTED) 기반 서울시 범죄취약 유형 분석 [2019 빅데이터캠퍼스 공모전 - 장려상]
									
										"
"카페 최적 입지 선정을 위한 조건 [2019 빅데이터캠퍼스 공모전 - 장려상] 
									
										"
"따릉이 사회연결망 분석 [2019 빅데이터캠퍼스 공모전 - 장려상] 
									
										"
"서울시 취약계층 노인의 분포와 노인 복지서비스 제공 현황 [2018 빅데이터캠퍼스 공모전 - 최우수상]
									
										"
"전기차 급속 충전소 입지 추천 [2018 빅데이터캠퍼스 공모전 - 우수상] 
									
										"
"서울시 국공립 어린이집 최적 입지 찾기 [2018 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"빅데이터를 기반으로 한 빗물마을의 최적 입지 선정 [2018 빅데이터캠퍼스 공모전 - 우수상] 
									
										"
"Score-Model을 이용한 서울시 국공립어린이집 확충 방안 [2018 빅데이터캠퍼스 공모전 - 장려상]
									
										"
"국공립 보육기관 공급 부족 지역 분석 [2018 빅데이터캠퍼스 공모전 - 장려상]
									
										"
"수요대응형 버스 분석 및 신규 노선 제안 [2018 빅데이터캠퍼스 공모전 - 장려상] 
									
										"
"전기차 충전 인프라 확장 방안 [2018 빅데이터캠퍼스 공모전 - 장려상] 
									
										"
"DepthmapX 를 활용한 서울시 내 노인복지시설 입지 분석 및 제안 [2018 빅데이터캠퍼스 공모전 - 장려상]
									
										"
"구별 특성을 고려한 서울시 종합환경대책 [2018 빅데이터캠퍼스 공모전 - 장려상]
									
										"
"빅데이터를 활용한 화재 시 피해 취약지역 분석 [2017 빅캠 상시공모전 - 최우수상] 
									
										"
"서울 열섬 현상 취약성 분석 [2017 빅캠 상시공모전 - 우수상] 
									
										"
"클러스터링을 통한 서울시 열섬현상과 미세먼지 해결 [2017 빅캠 상시공모전 - 우수상] 
									
										"
"약국의 정보 제공 서비스 개선 및 효율적인 주말 운영 정책 제안 [2017 빅캠 상시공모전 - 우수상] 
									
										"
"카쉐어링 입지 추천 [2017 빅캠 상시공모전 - 우수상] 
									
										"
"장애인 특수학교의 적정 위치 선정 [2017 빅캠 상시공모전 - 우수상] 
									
										"
"서울시 소매업 매출액 변동패턴 분석 및 상권 유형화 [2017 빅캠 상시공모전 - 우수상] 
									
										"
"서울시 공공자전거와 자전거도로 분포에 따른 교통 사고 분석 [2017 빅캠 상시공모전 - 우수상]
									
										"
"거주 공간 분석을 통한 대학생 및 사회 초년생 거주 환경 개선 [2017 빅캠 상시공모전] 
									
										"
"신호등 시간 등 교통체제 개편 [2017 빅캠 상시공모전] 
									
										"
"서울시 주차장 빅데이터 분석 및 활용 방안 [2017 빅캠 상시공모전]
									
										"
"체인 기업의 상호작용 실증 분석 [2017 빅캠 상시공모전]
									
										"
"서울시 보육시설 현황 [2017 빅캠 상시공모전]
									
										"
"서울시 자전거사고 밀집구역 원인분석 및 개선방안 [2017 빅캠 상시공모전]
									
										"
"맵 기반 음식점 식품 위생 정보 제공 어플 [2017 빅캠 상시공모전]
									
										"
"20대의 주중 서울 거주를 위한 공유형 숙소 마련 제안 [2017 빅캠 상시공모전] 
									
										"
"서울시 거주인구 분석을 통한 대피소 현황 [2017 빅캠 상시공모전] 
									
										"
"서울시 지하철 안내 서비스 확대 [2017 빅캠 상시공모전] 
									
										"
"화재 취약지역 선정[2017 빅캠 상시공모전]
									
										"
"서울시 음주운전 사고 예방방안 및 단속 장소 제시 [2017 빅캠 상시공모전]
									
										"
"노인복지시설 현황 분석 [2017 빅캠 상시공모전] 
									
										"
"직업 직종별 종사자 수 분석 보고서 [2017 빅캠 상시공모전]
									
										"
"시계열 분석을 통한 서울시 미세먼지 예측 [2017 빅캠 상시공모전]
									
										"
"지하철 2호선 24시 심야 운행 추진을 위한 분석 [2017 빅캠 상시공모전] 
									
										"
"의료관광 활성화 빅데이터 분석 보고서 [2017 빅캠 상시공모전]
									
										"
"따릉이 신경망을 통한 대여량 예측 [2017 빅캠 상시공모전]
									
										"
"지하철 사업 수익성 개선을 위한 승객 수 예측 [2017 빅캠 상시공모전]
									
										"
"서울시 축제의 현재와 미래 예측 및 발전 제안 [2017 빅캠 상시공모전]
									
										"
"서울시 권역 간 문화 불균형 해소를 위한 문화 시설 확충 최적 위치 분석 [2017 빅캠 상시공모전]
									
										"
"청소년 전용 콘돔자판기의 최적 입지 선정 [2017 빅캠 상시공모전]
									
										"
"데이터를 통해 바라보는 대중교통 버스의 접근성 [2017 빅캠 상시공모전] 
									
										"
"혼자 사는 사람들을 위한 시설 유치 장소 추천 [2017 빅캠 상시공모전] 
									
										"
"서울시 심야버스 이용 행태 분석 [2017 빅캠 상시공모전] 
									
										"
"지하철 역 추가 설치 제안 - 소득수준의 관점에서 [2017 빅캠 상시공모전] 
									
										"
"서울시 자전거 이동경로 데이터 분석 [2017 빅캠 상시공모전] 
									
										"
"빅데이터 분석을 통한 서울시 숙박업소 실태와 관광활성화 방안 [2017 빅캠 상시공모전] 
									
										"
"서울시 미세먼지 데이터를 활용한 분석 기획:유소년 보행 환경 개선에 대한 시나리오 [2017빅캠상시공모전]
									
										"
"미세먼지에 의한 대기질 악화가 서울시 상권 매출액에 미치는 영향 분석[2017 빅캠 상시공모전] 
									
										"
