Title
"지하철 9호선 신설역 수요인원 예측모델 개발 및 정책 제안 [2022 빅데이터캠퍼스 공모전 - 서울창조경제혁신센터장상 수상]
									
										"
"도시데이터 센서 환경정보 기반의 금천구 폭염 취약지역 탐색 [2022 빅데이터캠퍼스 공모전 - 최우수상]
									
										"
"탄소중립 선도를 위한 서울시 종합에너지스테이션 우선 입지 선정 [2022 빅데이터캠퍼스 공모전 - 최우수상]
									
										"
"서울시 차 없는 거리 효과 분석과 우선 입지 선정 [2022 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"환경형평성을 고려한 서울시 내 그린 인프라 조성 [2022 빅데이터캠퍼스 공모전 - 우수상] 
									
										"
"서울시 제로마켓(리필스테이션) 신규 개설 입지 선정 [2022 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"서울시 공공심야약국 최적입지 선정 [2022 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"지하철 공실 문제 해결을 위한 공유오피스 도입 및 활성화 방안 [2022 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"전동보장구 충전소 설치 최적 입지 분석 [2022 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"서울시 복지 사각지대 해소를 위한 간이 이동노동자 쉼터 입지선정 [2021 빅데이터캠퍼스 공모전 - 우수상] 
									
										"
"서울시 야생 조류 인공구조물충돌 사고 우선 조치 지역 제안 [2021 빅데이터캠퍼스 공모전 - 우수상] 
									
										"
"MZ세대 소비 트렌드 분석을 통한 서울시 제로페이 활성화 방안 [2021 빅데이터캠퍼스 공모전 - 우수상] 
									
										"
"서울시 스마트폴 구축을 위한 기능 맞춤형 우선 입지 선정 [2021 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"이륜차 사고 데이터 분석을 통한 사고발생구역 및 취약지 예측 [2021 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"지하철 공실 문제 해결을 위한 공유 창고 ‘또타스토리지’ 입지 선정 [2021 빅데이터캠퍼스 공모전 - 최우수상] 
									
										"
"서울시 열선도로 우선 입지 선정 [2021 빅데이터캠퍼스 공모전 - 최우수상]
									
										"
"일회용품 쓰레기 감소를 위한 다회용기 렌탈 사업 비즈니스 모델 개발 [2021 빅데이터캠퍼스 공모전 - 최우수상] 
									
										"
"서울시 수소차 충전소 우선 입지 선정 [2021 빅데이터캠퍼스 공모전 - CJ올리브네트웍스상] 
									
										"
"장애인 포용성 지수 개발을 통한 서울시 내 살기 좋은 지원 주택 추천 [2021 빅데이터캠퍼스 공모전 - 서울창조경제혁신센터장상]
									
										"
"서울특별시 소규모 도심형 물류센터 입지분석 [2021 빅데이터캠퍼스 공모전 - 대상]
									
										"
"서울시 공공 와이파이 우선 입지 선정 [2020 빅데이터캠퍼스 공모전 - 서울특별시장상]
									
										"
"서울시 초등돌봄교실 공급 확대 우선 지역 선정 [2020 빅데이터캠퍼스 공모전 - 서울창조경제혁신센터장상]
									
										"
"서울시 어린이 교통사고 감소를 위한 빅데이터 및 AI 기반 新 어린이 보호구역 제안[2020 빅캠 공모전] 
									
										"
"서울시 도시재생 지역 옥상녹화 입지 선정 [2020 빅데이터캠퍼스 공모전 - 최우수상] 
									
										"
" 2020 어린이 키움센터 입지선정 [2020 빅데이터캠퍼스 공모전 - 최우수상]
									
										"
"응급의료 전용헬기를 위한 서울시 인계점 입지 분석 [2020 빅데이터캠퍼스 공모전 - 최우수상] 
									
										"
"서울 시민을 위한 스마트워크센터 입지 선정 [2020 빅데이터캠퍼스 공모전 - 최우수상]
									
										"
"장애인 배려마트 선정 [2020 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"호흡기 전담클리닉 최적 입지 선정 [2020 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"서울시 Personal Mobility Station 입지 분석 [2020 빅데이터캠퍼스 공모전 - 우수상]
									
										"
"서울시 월경권 복지허브 선정 프로젝트 [2020 빅데이터캠퍼스 공모전 - 우수상] 
									
										"
"서울시 중장년 1인 가구 여가생활 증진을 위한 문화사각지대 탐색과 프로그램 방향 제시 [2020 빅캠공모전]
									
										"
