매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,점포수,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
125163.1502,2020,골목상권,2110949,한남IC,6,1,0,0,0,0,1,0,0,16.011856542441837,7.772745894389242,43.60510446752364,0.12954576490648737,0.0,0.12954576490648737,0.440455600682057,0.20727322385037977,0.25909152981297473,0.1813640708690823,1.6840949437843353,10273.65279506196,2065.7626763518288,1492.6781215585097,1539.1850511599387,1527.2927499415232,1546.776432983459,1561.57055933578,1369.9982821920664,1236.1515978906837,0.05181830596259494,0.0,0.0,0.0,0.0,62126,1099.09217861962,2204.8689187084146,2378.1234246943513,1814.340255821318,1217.3415528262617,1559.9123735449768,1.4768217199339557,0.12954576490648737,6.710470622156045,4.223191935951488,1.6581857908030382,1.3472759550274684,1.0881844252144937,46.68829367229803,0.0,0.0,0.0,0.0
94688.22344,2020,골목상권,2110951,신사은행나무공원,3,1,0,0,0,0,1,0,0,123.5434007134364,68.9655172413793,32.461355529131986,1.9024970273483948,0.5945303210463733,9.036860879904875,4.875148632580261,1.070154577883472,0.5945303210463733,0.356718192627824,2.615933412604043,69204.39952437574,15416.052318668255,10119.73840665874,10623.662306777645,10509.274673008324,10672.889417360286,10595.957193816885,8808.917954815695,7874.316290130797,0.23781212841854935,0.0,0.0,0.0,0.11890606420927467,29000,4561.117717003567,16547.08680142687,18204.161712247325,13191.319857312725,7029.726516052319,9671.105826397146,12.841854934601663,1.3079667063020215,51.843043995243754,36.74197384066587,14.149821640903687,9.631391200951247,8.085612366230679,12.960760998810938,0.0,0.0,0.0,0.0
177736.4615,2020,골목상권,2110952,논현목련공원,3,1,0,0,0,0,1,0,0,187.89533330431468,124.62227453517117,25.009959040506047,5.771529009347549,0.21376033367953887,28.002603712019592,19.024669697478956,4.916487674629395,1.710082669436311,0.42752066735907773,0.6412810010386166,50426.490235670564,15110.076706805565,7288.799857804916,7294.571386814263,7294.357626480583,7271.912791444232,7185.12609597034,6996.375721331306,7095.988036825972,0.42752066735907773,0.0,0.0,0.0,0.0,21629,4190.771341787359,12814.932004088356,12819.420971095626,8112.845944139538,4667.243125559051,7820.849328333288,36.98053772656023,5.130248008308933,166.7330602700403,206.06496166707547,26.50628137626282,32.27781038561037,17.528347361722187,29.498926047776365,0.0,0.0,0.0,0.0
34587.75458,2020,골목상권,2110954,국기원,3,1,0,0,0,0,1,0,0,31.378623867708676,21.150581480246288,40.15453678040788,0.1894081923604145,0.0,1.767809795363869,0.12627212824027637,0.1894081923604145,0.0,0.0,0.06313606412013818,34122.95916681871,3256.3056430602464,4775.296209726651,4881.301661384363,4887.994084181098,5070.520445552416,5303.681930348088,5192.688729624885,4011.412969937099,0.1894081923604145,0.0,0.0,0.0,0.12627212824027637,39798,3393.6897185856674,14840.005599310238,7411.85824738362,4085.597845278261,2233.0594518651674,2158.8114404598846,3.283075334247185,0.378816384720829,17.99377827423938,14.268750491151227,4.230116296049257,3.0936671418867703,3.1568032060069084,4.293252360169396,0.0,0.0,0.0,0.0
221061.4832,2020,골목상권,2110955,논현초등학교,30,1,0,0,0,0,1,0,0,19.425258327752672,11.98714034377845,9.410824302851932,0.4801440970842822,0.11249090274546038,2.675088540898144,1.3581218746098265,0.3621658332292871,0.38411527766742576,0.1865702777241782,0.29357381936010396,7791.125411511697,2055.3103093400878,1138.7838200200622,1147.6129840453036,1129.0190609256456,1129.128808147836,1121.087080441813,1060.9373716396487,1064.5507989302773,0.027436805547673263,0.0,0.0,0.0,0.0054873611095346535,190912,542.9057897745848,1972.7831419332415,2106.298868769884,1291.0196792818824,730.0741898597023,1148.0409982118472,1.0919848607973959,0.20851972216231685,6.343389442622059,4.260935901553658,0.8916961802993811,0.7188443053490395,0.5597108331725347,0.7846926386634555,0.0,0.0,0.0,0.0
156661.2839,2020,골목상권,2110957,언북중학교,6,1,0,0,0,0,1,0,0,20.200482615225223,12.413952972792593,13.915640832404604,0.5673043025200916,0.011123613774903758,1.6129239973610452,1.8465198866340238,1.1679794463648947,0.48943900609576535,0.4449445509961503,0.3448320270220165,10871.68617012974,2073.1857645252376,1673.4475799102966,1780.5902277901691,1720.1111396960177,1760.7679480432905,1697.0185174993173,1177.534630597537,1062.2272502068847,0.08898891019923007,0.0,0.0,0.0,0.03337084132471128,94815,541.4085296521158,2436.7944515992917,3126.4362584157752,2119.971684062483,1099.5803452630114,1547.483777523286,1.0344960810660493,0.12235975152394134,2.914386809024785,6.295965396595528,1.423822563187681,0.5673043025200916,0.9343835570919158,2.1468574585564255,0.0,0.0,0.0,0.0
114302.1758,2020,골목상권,2110958,역삼역 4번,3,1,0,0,0,0,1,0,0,16.0482174911804,9.875826148418707,18.59199089304582,0.5424222695154214,0.11222529714112167,3.0113788066200984,1.1222529714112166,0.355380107613552,0.11222529714112167,0.5050138371350475,0.20574637809205637,8933.563849405658,1342.1958495916251,1418.9953612685324,1517.8284396174802,1463.0999030449932,1492.577747760728,1407.5857893925183,885.0835101196461,748.3743939855699,0.1683379457116825,0.0,0.0,0.0,0.037408432380373884,73119,387.308204650201,2315.039542075628,2542.37058565116,1650.4413324059055,960.3492760689585,1078.0362043376147,2.2632101590126203,0.4863096209448606,13.859824196928525,9.221178581762162,2.9365619418593503,1.6085625923560771,0.9352108095093472,0.67335178284673,0.0,0.0,0.0,0.0
36192.9011,2020,골목상권,2110959,신구중학교,3,1,0,0,0,0,1,0,0,28.227840381022453,12.837867132191032,20.958204776046806,0.15467309797820522,0.0,0.0,0.0,0.0,0.0,2.0107502737166683,4.330846743389746,9393.45191331438,1565.6784342843823,1376.0492161631028,1456.1698809158127,1417.1149236763165,1462.4341413839304,1431.0355024943547,1146.4370022144572,1104.0565733684289,0.6186923919128209,0.0,0.0,0.0,0.0,35959,1380.3027263575032,1443.0226675876656,1887.32114153006,1710.4524539919823,1110.0114876405896,1862.186763108602,4.408183292378848,0.6960289409019235,6.960289409019234,4.562856390357054,4.485519841367951,3.634817802487823,9.435058976670518,30.547936850695528,0.0,0.0,0.0,0.0
83584.97436,2020,골목상권,2110960,은광여고,3,1,0,0,0,0,1,0,0,110.20088534716902,63.913448108163394,233.2764221118098,2.452314555708907,3.3719325140997474,19.158707466475835,4.291550472490587,0.6130786389272268,3.5252021738315538,0.4598089791954201,5.211168430881428,18383.62279721209,4662.463049041559,2711.646819975124,2795.638593508154,2746.1324934147806,2767.590245777234,2657.082821110601,2339.814625465761,2365.8704676201683,0.6130786389272268,0.0,0.0,0.0,0.1532696597318067,25543,2313.912052971086,2945.0765117466653,3942.7087269409963,3412.0891649494806,2148.227550801003,3621.4555201431294,13.640999716130796,7.510213326858528,84.14504319276188,58.85554933701377,14.407348014789832,27.4352690919934,7.663482986590335,107.28876181226468,0.0,0.0,0.0,0.0
119836.2601,2020,골목상권,2110961,언주역 3번,6,1,0,0,0,0,1,0,0,54.59478465748044,32.67129114126768,24.21400776417528,1.308865284550015,0.0,5.461995514372178,4.228641688546202,2.139491330514448,1.031989935895204,0.47823923858558237,2.063979871790408,19703.733505074648,3875.978005818697,2959.445090312549,3059.3719206906944,3051.342535579705,3059.4474321494185,2978.5998303422134,2379.416405366962,2216.1606316055886,0.07551145872403932,0.025170486241346445,0.0,0.0,0.025170486241346445,63031,1805.051079825677,3969.561873664023,5214.770998509673,3764.724456631946,2184.168943592837,2765.481323336733,4.581028495925053,0.5789211835509681,21.8983230299714,20.94184455280024,4.958585789545248,3.9265958536500447,2.8694354315134944,23.55957512190027,0.0,0.0,0.0,0.0
