index,감귤_소매가_상품_10개,감귤_ 소매가_중품_10개,감귤_중도매가_상품_1kg,감귤_중도매가_중품_1kg,단감_소매가_상품_10개,단감_소매가_중품_10개,단감_중도매가_상품_1kg,단감_중도매가_중품_1kg,망고_소매가격_수입_상품_1개,망고_소매가_중품_1개,망고_중도매가_수입_상품_1kg,망고_중도매가_수입_중품_1kg,바나나 _소매가격_수입_상품_1kg,바나나_소매가격_수입_중품_1kg,바나나_중도매가_수입_상품_1kg,바나나_중도매가_수입_중품_1kg,배_소매가_신고_상품_10개,배_소매가_신고_중품_10개,배_중도매가_신고_상품_1kg,배_중도매가_신고_중품_1kg,복숭아_소매가격_백도_상품_10개,복숭아_소매가격_백도_중품_10개,복숭아_중도매가_백도_상품_1kg,복숭아_중도매가_백도_중품_1kg,사과_소매가격_후지_10개,사과_중도매가_후지_상품_1kg,사과_소매가_후지_중품_10개,사과_중도매가_후지_중품_1kg,오렌지_소매가격_수입_상품_10개,오렌지_소매가격_수입_중품_10개,오렌지_중도매가_ 수입_상품_1kg,오렌지_중도매가_수입_중품_1kg,자몽_소매가_수입_상품_10개,자몽_소매가_수입_중품_10개,파인애플_소매가_수입_상품_1개,파인애플_소매가_수입_중품_1개,파인애플_중도매가_수입_상품_1kg,파인애플_중도매가_수입_중품_1kg,포도_소매가_캠벨얼리_L과_1kg,포도_소매가_캠벨얼리_M과_1kg,포도_중도매가_캠벨얼리_L과_1kg,포도_중도매가_캠벨얼리_M과_1kg,포도_소매가_샤인머스켓_L과_1kg,포도_소매가_샤인머스켓_M과_1kg,포도_중도매가_샤인머스켓_L과_1kg,포도_중도매가_샤인머스켓_M과_1kg,아보카도_소매가격_수입_상품1개,생산자물가지수_총지수(2020=100),생산자물가지수_사과(2020=100),생산자물가지수_배(2020=100),생산자물가지수_복숭아(2020=100),생산자물가지수_포도(2020=100),생산자물가지수_감귤(2020=100),생산자물가지수_감(2020=100),소비자물가지수_총지수(2020=100),소비자물가지수_사과(2020=100),소비자물가지수_배(2020=100),소비자물가지수_복숭아(2020=100),소비자물가지수_포도(2020=100),소비자물가지수_감(2020=100),소비자물가지수_귤(2020=100),소비자물가지수_오렌지(2020=100),소비자물가지수_바나나(2020=100),소비자물가지수_망고(2020=100),소비자물가지수_아보카도(2020=100),소비자물가지수_파인애플(2020=100),수입물가지수_과일(2020=100),월달러환율(KRW),한국기준금리(%),세계식량물가지수_중간값(2015=100),세계식량물가상승률_중간값(%),세계식량물가상승률_가중평균(%),무역수지_망고,무역수지_사과,무역수지_아보카도,무역수지_오렌지,무역수지_자몽,무역수지_파인애플,무역수지_포도,수출액_망고,수출액_사과,수출액_아보카도,수출액_오렌지,수출액_자몽,수출액_파인애플,수출액_포도,수출량_망고,수출량_사과,수출량_아보카도,수출량_오렌지,수출량_자몽,수출량_파인애플,수출량_포도,수입액_망고,수입액_사과,수입액_아보카도,수입액_오렌지,수입액_자몽,수입액_파인애플,수입액_포도,수입량_망고,수입량_사과,수입량_아보카도,수입량_오렌지,수입량_자몽,수입량_파인애플,수입량_포도,무역수지_단감,무역수지_바나나,무역수지_배,무역수지_복숭아,수출액_단감,수출액_바나나,수출액_배,수출액_복숭아,수출량_단감,수출량_바나나,수출량_배,수출량_복숭아,수입액_단감,수입액_바나나,수입액_배,수입액_복숭아,수입량_단감,수입량_바나나,수입량_배,수입량_복숭아,무역수지_감귤,수출액_감귤,수출량_감귤,수입액_감귤,수입량_감귤
2022-11,,,,,11229.0,7385.0,3283.0,2783.0,5930.0,,10905.0,9905.0,3080,2710,2354,1969,29971,20791,2604,2264,,,,,25379.0,3824.0,15129.0,3324.0,,,,,,,6327.0,,2256.0,1840.0,,7269.0,4280.0,3280.0,11730.0,11536.0,9000.0,6500.0,"1,595",116.75,69.67,69.92,108.84,109.35,93.62,83.58,109.07,92.98,96.58,121.95,120.37,97.5,113.41,110.17,115.37,131.27,87.56,129.96,129.12,1301.65,3.25,135.0,13.25078,23.498088,-5611137.0,1659501.0,-2679358.0,-800207.0,-1111364.0,-4185820.0,1085367.0,763.0,1659501.0,114.0,39.0,38.0,300.0,5249386.0,62.0,586072.0,36.0,34.0,7.0,38.0,357731.0,5611900.0,0.0,2679472.0,800246.0,1111402.0,4186120.0,4164019.0,997564.0,0.0,1061291.0,797175.0,671965.0,4951693.0,1089985.0,3721075.0,-18249037.0,13254943.0,,3721075.0,50158.0,13254952.0,,2315387.0,61895.0,5087263.0,,0.0,18299195.0,9.0,,0.0,22423414.0,0.0,,1405979.0,1405979.0,1382242.0,0.0,0.0
2022-12,,,,,12859.0,7715.0,3812.0,3278.0,5133.0,,8974.0,7974.0,2970,2740,2147,1762,29763,22089,2636,2302,,,,,23994.0,4001.0,15676.0,3501.0,,,,,,,6015.0,,2354.0,1937.0,,,,,14995.0,12073.0,8891.0,6391.0,"1,953",116.27,72.01,70.95,108.84,109.35,108.89,96.11,109.26,93.47,94.31,121.53,119.7,101.65,106.21,109.86,110.72,123.51,88.11,122.59,123.6,1260.92,3.25,136.5,13.505909,23.337201,-6924821.0,1340674.0,-2416029.0,-695457.0,-1410750.0,-4778055.0,2467726.0,441.0,1340674.0,121.0,23.0,0.0,40.0,6291790.0,55.0,447386.0,27.0,17.0,0.0,24.0,452630.0,6925262.0,0.0,2416150.0,695480.0,1410750.0,4778095.0,3824064.0,1165651.0,0.0,904173.0,480821.0,863027.0,5202706.0,980778.0,1955940.0,-20289403.0,13523065.0,,1955940.0,20070.0,13523074.0,,1182136.0,25799.0,5438659.0,,0.0,20309473.0,9.0,,0.0,21941610.0,0.0,,1373567.0,1396022.0,1537517.0,22455.0,17600.0
2023-01,,,,,12371.0,8311.0,3775.0,3116.0,6340.0,,10801.0,9801.0,3030,2750,2168,1784,30477,24468,2965,2565,,,,,23908.0,4386.0,16848.0,3886.0,,,,,,,6215.0,,2363.0,1947.0,,,,,13687.0,11352.0,8900.0,6400.0,"1,986",116.69,79.84,79.41,108.84,109.35,124.35,95.78,110.07,95.81,95.83,124.51,120.84,104.45,113.37,125.59,113.61,122.97,94.5,125.78,118.5,1233.3,3.5,136.5,11.909195,24.194072,-14276772.0,289898.0,-1573979.0,-2562753.0,-2009448.0,-3993027.0,-1979956.0,1349.0,289898.0,99.0,47.0,0.0,1288.0,3587394.0,50.0,110697.0,27.0,34.0,0.0,52.0,239812.0,14278121.0,0.0,1574078.0,2562800.0,2009448.0,3994315.0,5567350.0,2670756.0,0.0,632005.0,1200997.0,1268771.0,4298581.0,1452072.0,316637.0,-19305052.0,4228866.0,,316637.0,1175.0,4228866.0,,178581.0,121.0,1449675.0,,0.0,19306227.0,0.0,,0.0,21314625.0,0.0,,268627.0,268627.0,81509.0,0.0,0.0
2023-02,,,,,12209.0,8480.0,3591.0,3031.0,6140.0,,9226.0,8226.0,3170,2940,2409,2025,34340,22642,2953,2619,,,,,24690.0,4336.0,17183.0,3836.0,,,,,,,6240.0,,2341.0,1924.0,,,,,12470.0,11094.0,8253.0,5753.0,"1,731",116.91,77.36,80.05,108.84,109.35,118.35,91.79,110.33,95.76,95.95,123.82,118.6,103.39,126.59,134.69,116.6,122.92,101.74,124.44,118.77,1323.02,3.5,138.8,12.725995,27.419584,-10373645.0,306043.0,-2360716.0,-6225045.0,-1856145.0,-4889557.0,-6867286.0,172.0,306043.0,171.0,49357.0,0.0,28.0,2520517.0,25.0,121935.0,28.0,5944.0,0.0,12.0,182093.0,10373817.0,0.0,2360887.0,6274402.0,1856145.0,4889585.0,9387803.0,2432210.0,0.0,852297.0,3137982.0,1175682.0,5293796.0,2422407.0,74390.0,-20874480.0,5411442.0,,74390.0,115.0,5411448.0,,30661.0,52.0,2206012.0,,0.0,20874595.0,6.0,,0.0,22525597.0,1.0,,-64431.0,33985.0,6895.0,98416.0,27765.0
2023-03,,,,,11596.0,8930.0,,,5514.0,3763.0,8727.0,7757.0,3210,3000,2778,2393,30648,22873,2759,2427,,,,,24385.0,4124.0,16235.0,3624.0,,,,,,,6715.0,6591.0,2481.0,2064.0,,,,,,12081.0,,,"1,786",117.05,74.85,75.89,108.84,109.35,118.35,91.79,110.52,93.78,92.72,124.66,112.59,107.93,146.96,124.66,121.69,116.83,110.79,125.83,124.39,1306.11,3.5,138.5,11.304902,30.520232,-11753399.0,288787.0,-3194104.0,-77327222.0,-2674855.0,-5586596.0,-24310310.0,472.0,288787.0,1167.0,32.0,0.0,39.0,1559854.0,35.0,105660.0,120.0,17.0,0.0,25.0,115801.0,11753871.0,0.0,3195271.0,77327254.0,2674855.0,5586635.0,25870164.0,2926987.0,0.0,1093544.0,37376601.0,1653533.0,6002017.0,7217616.0,48750.0,-28774699.0,5317140.0,,48750.0,269.0,5317140.0,,19145.0,91.0,2211607.0,,0.0,28774968.0,0.0,,0.0,30082967.0,0.0,,-41625.0,153870.0,29796.0,195495.0,56252.0
2023-04,,,,,,,,,5529.0,3595.0,8700.0,8004.0,3330,3290,2806,2422,29387,23653,2575,2275,,,,,24446.0,4566.0,17713.0,4059.0,,,,,,,7324.0,6626.0,2724.0,2378.0,,,,,,9935.0,,,"1,835",116.96,82.29,72.4,108.84,109.35,118.35,91.79,110.77,98.07,92.81,123.05,107.7,107.59,144.92,115.18,125.71,113.63,107.12,129.8,126.33,1337.78,3.5,138.8,9.802045,30.940942,-12266455.0,103532.0,-2745550.0,-41567513.0,-1901591.0,-5199978.0,-51087369.0,524.0,103532.0,663.0,9192.0,730.0,448.0,137020.0,55.0,45272.0,77.0,5114.0,192.0,116.0,9689.0,12266979.0,0.0,2746213.0,41576705.0,1902321.0,5200426.0,51224389.0,3347467.0,0.0,781545.0,20047937.0,1272527.0,5400724.0,14725237.0,1681.0,-29210105.0,1794392.0,-5.0,1681.0,482.0,1794392.0,0.0,32.0,156.0,662356.0,0.0,0.0,29210587.0,0.0,5.0,0.0,29958935.0,0.0,1.0,-143644.0,2977.0,610.0,146621.0,42189.0
2023-05,,,,,,,,,4916.0,3559.0,8039.0,7504.0,3440,3340,2657,2345,29628,22933,2865,2575,,,,,24369.0,5212.0,18574.0,4541.0,,,,,,,7451.0,6767.0,2962.0,2760.0,,,,,,,,,"2,006",116.53,94.27,79.77,108.84,109.35,118.35,91.79,111.13,105.18,93.98,121.23,109.1,107.47,142.62,116.43,126.76,105.79,99.42,135.77,129.64,1320.56,3.5,139.9,10.040978,30.121884,-14729361.0,78059.0,-3848212.0,-17989193.0,-985337.0,-7138391.0,-2804577.0,1456.0,78059.0,685.0,21775.0,159.0,267.0,35678.0,187.0,25743.0,103.0,7124.0,48.0,26.0,1747.0,14730817.0,0.0,3848897.0,18010968.0,985496.0,7138658.0,2840255.0,4728427.0,0.0,1235536.0,8436000.0,631441.0,7246226.0,896650.0,327.0,-33262804.0,908387.0,112.0,350.0,30490.0,908387.0,112.0,22.0,31448.0,397160.0,37.0,23.0,33293294.0,0.0,0.0,3.0,33993443.0,0.0,0.0,-45164.0,6068.0,656.0,51232.0,14903.0
2023-06,,,,,,,,,5100.0,3609.0,8036.0,7630.0,3280,3230,2414,2232,27524,21852,3623,3147,,,,,24547.0,6515.0,19324.0,5450.0,,,,,,,7286.0,6248.0,2945.0,2775.0,,,,,,,,,"2,263",116.27,115.19,93.17,108.84,109.35,118.35,91.79,111.16,118.88,99.42,124.27,116.21,106.81,146.31,119.11,122.77,105.36,97.35,135.57,121.42,1315.11,3.5,140.8,8.800933,28.920568,-11930696.0,47107.0,-3595944.0,-2571381.0,-1469206.0,-6243982.0,-147562.0,719.0,47107.0,993.0,0.0,0.0,34.0,314268.0,40.0,13955.0,153.0,0.0,0.0,24.0,15318.0,11931415.0,0.0,3596937.0,2571381.0,1469206.0,6244016.0,461830.0,3558338.0,0.0,1516860.0,1304713.0,1171962.0,6537235.0,100614.0,240.0,-30599805.0,501902.0,156101.0,240.0,48912.0,501902.0,156101.0,10.0,50867.0,193216.0,19932.0,0.0,30648717.0,0.0,0.0,0.0,32378910.0,0.0,0.0,44326.0,44326.0,4757.0,0.0,0.0
2023-07,,,,,,,,,5291.0,3575.0,9130.0,8583.0,3220,3040,2282,2088,27737,19916,3990,3480,22813.0,,6569.0,5128.0,27518.0,8171.0,19995.0,6201.0,,,,,,,6952.0,5187.0,2824.0,2657.0,16123.0,15183.0,10467.0,9413.0,24687.0,,15800.0,13667.0,"2,156",116.53,139.02,103.92,120.5,235.21,118.35,91.79,111.29,139.26,105.87,141.28,158.09,108.07,150.15,122.29,118.9,107.96,87.5,135.27,122.94,1277.86,3.5,142.2,8.695768,28.903836,-4219432.0,20911.0,-3495428.0,-3850534.0,-1309082.0,-6269915.0,-783226.0,781.0,20911.0,50.0,72.0,0.0,17.0,1620669.0,99.0,5806.0,16.0,87.0,0.0,12.0,80183.0,4220213.0,0.0,3495478.0,3850606.0,1309082.0,6269932.0,2403895.0,1135701.0,0.0,1771410.0,2251088.0,1211300.0,6687040.0,419615.0,4877.0,-22283958.0,198613.0,659230.0,4877.0,19001.0,198613.0,659230.0,46.0,19821.0,76771.0,93154.0,0.0,22302959.0,0.0,0.0,0.0,24844925.0,0.0,0.0,34648.0,34648.0,4254.0,0.0,0.0
2023-08,,,,,,,,,7006.0,4030.0,12690.0,11620.0,3260,2970,2372,2177,31745,19768,4221,3613,26070.0,,9055.0,7405.0,23361.0,8920.0,20717.0,6480.0,,,,,,,6782.0,5205.0,2811.0,2627.0,12612.0,12312.0,10473.0,9335.0,18349.0,17555.0,15150.0,12264.0,"2,150",117.5,150.72,105.03,171.26,216.26,118.35,91.79,112.28,156.22,110.4,159.87,166.9,107.43,165.33,134.69,119.54,120.67,79.57,133.55,130.27,1325.14,3.5,142.1,8.179331,30.95271,-4056575.0,68980.0,-2130381.0,-6078767.0,-782199.0,-5431746.0,-2575004.0,656.0,68980.0,114.0,33.0,0.0,38.0,3659141.0,47.0,19383.0,28.0,17.0,0.0,24.0,221360.0,4057231.0,0.0,2130495.0,6078800.0,782199.0,5431784.0,6234145.0,827684.0,0.0,1213256.0,3675445.0,723425.0,6088602.0,1351049.0,4020.0,-23829729.0,9461664.0,417332.0,4020.0,110.0,9461664.0,417332.0,35.0,65.0,2792004.0,58797.0,0.0,23829839.0,0.0,0.0,0.0,28348244.0,0.0,0.0,51792.0,51792.0,7394.0,0.0,0.0
2023-09,,,,,,,,,7759.0,4885.0,,,3480,3160,2508,2277,29947,22853,4192,3882,32215.0,,10050.0,7550.0,,,,,,,,,,,7079.0,6006.0,3190.0,2905.0,10994.0,8924.0,8644.0,7652.0,13827.0,,9160.0,7815.0,"2,057",118.03,140.2,114.3,171.26,160.13,118.35,91.79,112.85,165.87,120.7,194.38,147.46,109.26,174.18,141.9,124.7,137.37,89.69,144.21,134.29,1352.31,3.5,141.7,6.890624,31.784582,-11397206.0,57912.0,-2215124.0,-8760744.0,-848508.0,-3665102.0,-1176658.0,791.0,57912.0,123.0,0.0,0.0,41.0,5577333.0,30.0,17559.0,24.0,0.0,0.0,20.0,408021.0,11397997.0,0.0,2215247.0,8760744.0,848508.0,3665143.0,6753991.0,1967401.0,0.0,993223.0,5568385.0,772173.0,3600851.0,1603217.0,1407.0,-22907777.0,9929918.0,247432.0,1407.0,293.0,9929918.0,247432.0,52.0,41.0,2987669.0,31887.0,0.0,22908070.0,0.0,0.0,0.0,26459183.0,0.0,0.0,86801.0,86801.0,12884.0,0.0,0.0
2023-10,,,,,18735.0,13022.0,4614.0,4038.0,7055.0,4823.0,,,3540,3100,2794,2486,32311,23663,3947,3566,,,,,30442.0,7296.0,24754.0,6801.0,,,,,,,7157.0,6619.0,3343.0,3029.0,10655.0,11213.0,8960.0,7760.0,10889.0,,7116.0,6127.0,"1,819",117.86,135.21,104.15,171.26,136.74,122.01,122.42,113.27,166.27,122.14,192.02,145.62,130.6,166.67,140.19,126.16,136.88,90.28,150.83,139.25,1352.15,3.5,141.0,5.81513,31.72901,-5289496.0,103948.0,-2716810.0,-6199155.0,-1143928.0,-4988002.0,653892.0,81.0,103948.0,89.0,22587.0,0.0,47.0,6598674.0,15.0,21065.0,24.0,7527.0,0.0,24.0,520322.0,5289577.0,0.0,2716899.0,6221742.0,1143928.0,4988049.0,5944782.0,1102588.0,0.0,1062145.0,4031282.0,563028.0,4707590.0,1281462.0,183702.0,-24559844.0,11264204.0,,183702.0,8126.0,11264204.0,,90243.0,1526.0,3581366.0,,0.0,24567970.0,0.0,,0.0,27126753.0,0.0,,143194.0,143194.0,131527.0,0.0,0.0
2023-11,,,,,15578.0,11029.0,4569.0,3992.0,6327.0,4852.0,11615.0,10621.0,3520,3020,2614,2292,27250,20983,4361,3961,,,,,26603.0,7577.0,19355.0,7020.0,,,,,,,8543.0,7289.0,3260.0,2952.0,,,,,9876.0,,7709.0,6700.0,"1,550",117.41,136.31,116.44,171.26,139.34,145.86,119.32,112.68,145.82,116.43,174.02,143.26,121.5,131.49,127.13,122.36,130.77,97.24,147.57,135.54,1299.35,3.5,142.0,5.18821,34.388436,-5169294.0,323675.0,-2963968.0,-426865.0,-2813199.0,-5717770.0,4564036.0,169.0,323675.0,114.0,13564.0,0.0,22.0,8781962.0,26.0,77857.0,28.0,4199.0,0.0,12.0,714083.0,5169463.0,0.0,2964082.0,440429.0,2813199.0,5717792.0,4217926.0,1081235.0,0.0,979870.0,274534.0,1540229.0,5275536.0,989814.0,1689082.0,-23562184.0,15084190.0,,1689082.0,4960.0,15084190.0,,858007.0,11207.0,4762358.0,,0.0,23567144.0,0.0,,0.0,26357677.0,0.0,,2219924.0,2219924.0,2200508.0,0.0,0.0
2023-12,,,,,15998.0,13095.0,5485.0,4903.0,5665.0,4014.0,8474.0,7597.0,3300,3010,2238,2007,33703,27236,4779,4321,,,,,26479.0,9161.0,19982.0,8264.0,,,,,,,7945.0,5594.0,2893.0,2590.0,,,,,10929.0,,8179.0,7179.0,"1,641",117.56,160.06,126.3,171.26,142.49,153.71,148.43,112.73,144.35,125.6,175.5,141.04,134.17,128.45,128.1,117.19,117.09,96.93,143.34,137.83,1294.4,3.5,141.6,3.739678,40.778091,-6736616.0,307300.0,-1422580.0,-366303.0,-2010890.0,-6744725.0,7144844.0,110.0,307300.0,39.0,47303.0,0.0,1053.0,10289790.0,8.0,72782.0,8.0,14938.0,0.0,18.0,867733.0,6736726.0,0.0,1422619.0,413606.0,2010890.0,6745778.0,3144946.0,1183897.0,0.0,539480.0,202979.0,1262475.0,5909520.0,801446.0,615144.0,-25446072.0,10407195.0,,615144.0,15517.0,10407195.0,,206332.0,5155.0,3109532.0,,0.0,25461589.0,0.0,,0.0,25636220.0,0.0,,1508217.0,1508217.0,1439091.0,0.0,0.0
2024-01,,,,,17406.0,15549.0,5686.0,5128.0,6077.0,4430.0,10556.0,9696.0,3330,3160,2502,2106,31339,24556,5100,4643,,,,,26232.0,9756.0,21259.0,8777.0,,,,,,,8271.0,6862.0,2755.0,2447.0,,,,,12284.0,,10100.0,8573.0,"1,974",118.19,172.02,138.49,171.26,156.94,228.66,157.59,113.17,150.21,135.3,184.35,141.2,145.88,158.45,129.44,116.85,123.35,99.84,132.77,137.89,1333.59,3.5,,,,-13804988.0,222043.0,-3148432.0,-5517678.0,-3372606.0,-6094353.0,-801914.0,32832.0,222043.0,170.0,34655.0,0.0,19.0,7438600.0,3318.0,54393.0,28.0,20551.0,0.0,12.0,588090.0,13837820.0,0.0,3148602.0,5552333.0,3372606.0,6094372.0,8240514.0,2322717.0,0.0,1010420.0,2532851.0,2197142.0,5796146.0,1922213.0,19038.0,-30436990.0,3858947.0,,19038.0,946.0,3858947.0,,1190.0,39.0,1078215.0,,0.0,30437936.0,0.0,,0.0,31056231.0,0.0,,101755.0,102849.0,25815.0,1094.0,180.0
2024-02,,,,,22351.0,20438.0,6677.0,5679.0,4524.0,,7909.0,6992.0,3350,3100,2660,2212,36293,28954,5987,5013,,,,,26519.0,10347.0,21458.0,8674.0,,,,,,,8213.0,7639.0,2895.0,2474.0,,,,,13552.0,,13569.0,10258.0,"2,053",118.55,171.7,153.71,171.26,171.96,301.72,179.44,113.78,163.71,154.6,202.04,139.02,161.18,225.43,145.52,121.91,110.07,104.58,136.03,137.87,1334.78,3.5,,,,-15573194.0,50697.0,-1986972.0,-15468720.0,-1144220.0,-6958082.0,-6389743.0,83.0,50697.0,513.0,12867.0,0.0,43.0,1428023.0,11.0,3496.0,64.0,3739.0,0.0,24.0,109538.0,15573277.0,0.0,1987485.0,15481587.0,1144220.0,6958125.0,7817766.0,3499213.0,0.0,678698.0,7431390.0,738816.0,6813706.0,1781322.0,14237.0,-31070575.0,1037578.0,,14237.0,855.0,1037578.0,,567.0,73.0,293406.0,,0.0,31071430.0,0.0,,0.0,31446224.0,0.0,,55921.0,204508.0,34212.0,148587.0,42224.0
2024-03,,,,,20626.0,17957.0,,5860.0,3448.0,3193.0,6767.0,6185.0,3320,3000,2643,2393,39940,31211,6987,5747,,,,,25130.0,10045.0,18838.0,8945.0,,,,,,,7318.0,5104.0,2668.0,2448.0,,,,,15357.0,,15200.0,11800.0,"2,042",118.82,176.48,183.7,171.26,178,301.72,183.55,113.95,176.5,174.15,205.27,142.03,166.19,247.46,135.51,122.23,91.87,107.25,131.68,135.23,1345.09,3.5,,,,-24741881.0,80987.0,-2745854.0,-83886942.0,-2114116.0,-8677989.0,-29871964.0,179.0,80987.0,424.0,40.0,0.0,41.0,679591.0,27.0,29478.0,64.0,17.0,0.0,24.0,45603.0,24742060.0,0.0,2746278.0,83886982.0,2114116.0,8678030.0,30551555.0,6263976.0,0.0,806980.0,38027808.0,1427183.0,8686313.0,7541786.0,3985.0,-38130914.0,340057.0,,3985.0,3566.0,365321.0,,129.0,104.0,98829.0,,0.0,38134480.0,25264.0,,0.0,38403552.0,5400.0,,-75175.0,293500.0,46072.0,368675.0,112504.0
2024-04,,,,,18112.0,,,,3474.0,2868.0,7248.0,6871.0,2960,2790,2491,2272,40945,31830,9032,7933,,,,,22603.0,11257.0,17562.0,10248.0,,,,,,,6809.0,5784.0,2386.0,2140.0,,,,,17080.0,,,,"2,084",119.16,194.49,231.09,171.26,178,301.72,183.55,114.01,177.33,188.34,198.38,141.3,167.86,238.65,123.69,114.13,85.63,108.2,125.83,138.4,1385.38,3.5,,,,-22807629.0,28760.0,-3824217.0,-54339189.0,-1578749.0,-9059761.0,-42302987.0,294.0,28801.0,1006.0,117.0,0.0,17.0,74114.0,39.0,4538.0,152.0,39.0,0.0,12.0,4820.0,22807923.0,41.0,3825223.0,54339306.0,1578749.0,9059778.0,42377101.0,5975528.0,2.0,1232674.0,24826105.0,1033116.0,9324343.0,11488975.0,,-46295224.0,-8601.0,,,1103.0,15529.0,,,147.0,2777.0,,,46296327.0,24130.0,,,46915970.0,5040.0,,-240699.0,6483.0,1344.0,247182.0,70315.0
2024-05,,,,,,,,,3700.0,2780.0,7589.0,6951.0,2570,2570,2380,2112,47681,39379,9840,9173,,,,,29427.0,11640.0,23919.0,10775.0,,,,,,,6728.0,5416.0,2549.0,2305.0,,,,,,,,,"2,057",119.25,199.55,256.36,171.26,178,301.72,183.55,114.1,189.73,212.71,198.24,149.56,167.51,238.71,121.41,110.18,85.93,106.4,123.09,137.94,1381.68,3.5,,,,-22101508.0,8028.0,-3244380.0,-13001259.0,-1298151.0,-7740295.0,-4332925.0,4935.0,8028.0,464.0,0.0,0.0,54.0,74642.0,368.0,1306.0,64.0,0.0,0.0,36.0,2457.0,22106443.0,0.0,3244844.0,13001259.0,1298151.0,7740349.0,4407567.0,5626603.0,0.0,893628.0,6040545.0,860300.0,7963242.0,1361465.0,,-44552929.0,11642.0,30204.0,,1449.0,11642.0,30204.0,,97.0,1395.0,1248.0,,44554378.0,0.0,0.0,,46130112.0,0.0,0.0,1408.0,1408.0,222.0,0.0,0.0
2024-06,,,,,,,,,4293.0,3182.0,8061.0,7029.0,2710,2430,2122,1824,64572,41167,10877,10218,,,,,34542.0,11232.0,24991.0,10379.0,,,,,,,7209.0,6990.0,2853.0,2621.0,,,,,,,,,"2,133",119.19,196.95,279.26,171.26,178,301.72,183.55,113.84,193.84,238.18,191.04,156.58,166.96,230.46,129.11,108.02,87.72,102.82,127.81,139.43,1381.29,,,,,-14444550.0,24682.0,-3386831.0,-2832922.0,-2561689.0,-7498085.0,-1782219.0,802.0,24682.0,318.0,0.0,0.0,40.0,397206.0,70.0,4502.0,52.0,0.0,0.0,24.0,18003.0,14445352.0,0.0,3387149.0,2832922.0,2561689.0,7498125.0,2179425.0,3331552.0,0.0,1022852.0,1614623.0,1916427.0,7389787.0,553980.0,,-30994775.0,2249.0,164318.0,,3085.0,2249.0,164318.0,,153.0,485.0,18465.0,,30997860.0,0.0,0.0,,33481317.0,0.0,0.0,18797.0,18810.0,2347.0,13.0,1.0
2024-07,,,,,,,,,4826.0,3230.0,9815.0,7639.0,2780,2340,1877,1581,88002,56259,11520,10180,18776.0,14005.0,5508.0,4142.0,31409.0,10100.0,22822.0,9100.0,,,,,,,7203.0,5096.0,2493.0,2198.0,13133.0,13781.0,5340.0,4580.0,19906.0,,11100.0,8650.0,"2,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
