,MODEL_NM,SERIAL_NO,SENSING_TIME,REGION,AUTONOMOUS_DISTRICT,ADMINISTRATIVE_DISTRICT,VISITOR_COUNT,REG_DTTM
0,SDOT001,00000003021,2023-08-10_23:45:00,traditional_markets,Dongjak-gu,Sang-do1-dong,196,2023-08-10 23:58:05
1,SDOT001,00000004004,2023-08-10_23:46:00,main_street,Seocho-gu,Banpo3-dong,16,2023-08-10 23:58:05
2,SDOT001,00000003020,2023-08-10_23:45:00,traditional_markets,Gangnam-gu,Nonhyeon1-dong,232,2023-08-10 23:58:05
3,SDOT001,00000003011,2023-08-10_23:44:00,traditional_markets,Gangnam-gu,Gaepo2-dong,225,2023-08-10 23:58:05
4,SDOT001,00000003005,2023-08-10_23:44:00,traditional_markets,Gangnam-gu,Yeoksam2-dong,117,2023-08-10 23:58:05
5,SDOT001,00000004001,2023-08-10_23:40:00,main_street,Seocho-gu,Seocho3-dong,8,2023-08-10 23:58:05
6,SDOT001,00000003039,2023-08-10_23:45:00,traditional_markets,Dongjak-gu,Sadang2-dong,147,2023-08-10 23:58:05
7,SDOT001,00000004005,2023-08-10_23:42:00,main_street,Seocho-gu,Yangjae1-dong,22,2023-08-10 23:58:05
8,SDOT001,00000003033,2023-08-10_23:45:00,traditional_markets,Dongjak-gu,Sadang2-dong,128,2023-08-10 23:58:05
9,SDOT001,00000002994,2023-08-10_23:44:00,traditional_markets,Dongjak-gu,Sang-do1-dong,130,2023-08-10 23:58:05
10,SDOT001,00000004046,2023-08-10_23:40:00,main_street,Gangnam-gu,Sinsa-dong,24,2023-08-10 23:58:05
11,SDOT001,00000004010,2023-08-10_23:45:00,main_street,Gangnam-gu,Yeoksam1-dong,55,2023-08-10 23:58:05
12,SDOT001,00000004009,2023-08-10_23:46:00,main_street,Gangnam-gu,Daechi4-dong,62,2023-08-10 23:58:05
13,SDOT001,00000004043,2023-08-10_23:40:00,parks,Seongdong-gu,Seongsu1ga1-dong,0,2023-08-10 23:58:04
14,SDOT001,00000004042,2023-08-10_23:47:00,main_street,Seongdong-gu,Seongsu1ga2-dong,0,2023-08-10 23:58:04
15,SDOT001,00000004031,2023-08-10_23:40:00,traditional_markets,Seodaemun-gu,Hongje3-dong,3,2023-08-10 23:58:04
16,SDOT001,00000003026,2023-08-10_23:45:00,traditional_markets,Guro-gu,Gu-ro4-dong,115,2023-08-10 23:58:04
17,SDOT001,00000003017,2023-08-10_23:45:00,traditional_markets,Guro-gu,Gu-ro4-dong,133,2023-08-10 23:58:04
18,SDOT001,00000002995,2023-08-10_23:44:00,traditional_markets,Gwangjin-gu,Junggok1-dong,167,2023-08-10 23:58:04
19,SDOT001,00000004033,2023-08-10_23:40:00,main_street,Gangdong-gu,Cheonho1-dong,12,2023-08-10 23:58:04
20,SDOT001,00000003041,2023-08-10_23:45:00,traditional_markets,Guro-gu,Gu-ro4-dong,162,2023-08-10 23:58:04
21,SDOT001,00000004045,2023-08-10_23:42:00,parks,Seoul_Grand_Park,valet_parking1,0,2023-08-10 23:58:04
22,SDOT001,00000004002,2023-08-10_23:46:00,main_street,Seocho-gu,Seocho4-dong,26,2023-08-10 23:58:04
23,SDOT001,00000004050,2023-08-10_23:46:00,public_facilities,Seodaemun-gu,Cheonyeon-dong,0,2023-08-10 23:58:04
24,SDOT001,00000002992,2023-08-10_23:44:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,196,2023-08-10 23:58:04
25,SDOT001,00000003038,2023-08-10_23:45:00,traditional_markets,Mapo-gu,Seogyo-dong,188,2023-08-10 23:58:04
26,SDOT001,00000004049,2023-08-10_23:42:00,traditional_markets,Seodaemun-gu,Hongje3-dong,5,2023-08-10 23:58:04
27,SDOT001,00000004034,2023-08-10_23:45:00,parks,Songpa-gu,Jamsil6-dong,0,2023-08-10 23:58:04
28,SDOT001,00000003003,2023-08-10_23:44:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,199,2023-08-10 23:58:04
29,SDOT001,00000004032,2023-08-10_23:44:00,main_street,Mapo-gu,Mangwon-dong1,16,2023-08-10 23:58:04
30,SDOT001,00000003016,2023-08-10_23:45:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,190,2023-08-10 23:58:04
31,SDOT001,00000003008,2023-08-10_23:44:00,traditional_markets,Yangcheon-gu,Mok3-dong,138,2023-08-10 23:58:04
32,SDOT001,00000003002,2023-08-10_23:44:00,traditional_markets,Mapo-gu,Mangwon-dong1,128,2023-08-10 23:58:04
33,SDOT001,00000003000,2023-08-10_23:44:00,traditional_markets,Guro-gu,Gocheok2-dong,123,2023-08-10 23:58:03
34,SDOT001,00000002993,2023-08-10_23:44:00,traditional_markets,Dobong-gu,Chang2-dong,125,2023-08-10 23:58:03
35,SDOT001,00000004006,2023-08-10_23:40:00,parks,Gangdong-gu,Amsa3-dong,0,2023-08-10 23:58:03
36,SDOT001,00000003013,2023-08-10_23:44:00,traditional_markets,Dobong-gu,Chang2-dong,123,2023-08-10 23:58:03
37,SDOT001,00000003010,2023-08-10_23:44:00,traditional_markets,Dobong-gu,Chang2-dong,152,2023-08-10 23:58:03
38,SDOT001,00000003015,2023-08-10_23:44:00,traditional_markets,Dobong-gu,Chang3-dong,122,2023-08-10 23:58:03
39,SDOT001,00000004013,2023-08-10_23:46:00,main_street,Gangnam-gu,Apgujeong-dong,16,2023-08-10 23:58:03
40,SDOT001,00000003034,2023-08-10_23:45:00,traditional_markets,Gwanak-gu,Sinwon-dong,241,2023-08-10 23:58:03
41,SDOT001,00000003022,2023-08-10_23:45:00,traditional_markets,Gwanak-gu,Sinwon-dong,164,2023-08-10 23:58:03
42,SDOT001,00000004007,2023-08-10_23:47:00,main_street,Gangdong-gu,Seongnae1-dong,2,2023-08-10 23:58:03
43,SDOT001,00000003001,2023-08-10_23:44:00,traditional_markets,Nowon-gu,Gongneung1-dong,146,2023-08-10 23:58:03
44,SDOT001,00000004027,2023-08-10_23:40:00,main_street,Gangseo-gu,Deungchon-dong1,17,2023-08-10 23:58:03
45,SDOT001,00000003007,2023-08-10_23:44:00,traditional_markets,Nowon-gu,Gongneung1-dong,177,2023-08-10 23:58:03
46,SDOT001,00000003028,2023-08-10_23:45:00,traditional_markets,Nowon-gu,Sanggye2-dong,133,2023-08-10 23:58:03
47,SDOT001,00000004026,2023-08-10_23:42:00,main_street,Gangseo-gu,Gayang-dong1,18,2023-08-10 23:58:03
48,SDOT001,00000003032,2023-08-10_23:45:00,traditional_markets,Gangseo-gu,Hwagok-dong1,181,2023-08-10 23:58:03
49,SDOT001,00000004041,2023-08-10_23:40:00,main_street,Jongno-gu,Ihwa-dong,2,2023-08-10 23:58:03
50,SDOT001,00000004023,2023-08-10_23:40:00,main_street,Gangseo-gu,Banghwa3-dong,0,2023-08-10 23:58:03
51,SDOT001,00000003030,2023-08-10_23:45:00,public_facilities,Geumcheon-gu,Gasan-dong,165,2023-08-10 23:58:03
52,SDOT001,00000004047,2023-08-10_23:46:00,traditional_markets,Gwangjin-gu,Hwayang-dong,45,2023-08-10 23:58:03
53,SDOT001,00000003025,2023-08-10_23:45:00,traditional_markets,Gangdong-gu,Amsa1-dong,167,2023-08-10 23:58:03
54,SDOT001,00000004048,2023-08-10_23:44:00,main_street,Gwangjin-gu,Guui1-dong,18,2023-08-10 23:58:03
55,SDOT001,00000004021,2023-08-10_23:46:00,parks,Eunpyeong-gu,Nokbeon-dong,3,2023-08-10 23:58:03
56,SDOT001,00000004051,2023-08-10_23:41:00,commercial_area,Gangdong-gu,Buam-dong,6,2023-08-10 23:58:03
57,SDOT001,00000003029,2023-08-10_23:45:00,public_facilities,Geumcheon-gu,Siheung2-dong,108,2023-08-10 23:58:03
58,SDOT001,00000002996,2023-08-10_23:44:00,traditional_markets,Gangdong-gu,Amsa1-dong,175,2023-08-10 23:58:03
59,SDOT001,00000004038,2023-08-10_23:40:00,main_street,Jongno-gu,Gahoe-dong,4,2023-08-10 23:58:03
60,SDOT001,00000002999,2023-08-10_23:44:00,public_facilities,Geumcheon-gu,Doksan4-dong,151,2023-08-10 23:58:03
61,SDOT001,00000003019,2023-08-10_23:45:00,traditional_markets,Dobong-gu,Chang3-dong,141,2023-08-10 23:58:03
62,SDOT001,00000004028,2023-08-10_23:46:00,main_street,Dobong-gu,Chang1-dong,0,2023-08-10 23:58:03
63,SDOT001,00000004040,2023-08-10_23:47:00,main_street,Jongno-gu,Ihwa-dong,4,2023-08-10 23:58:03
64,SDOT001,00000004037,2023-08-10_23:45:00,main_street,Jongno-gu,Gahoe-dong,1,2023-08-10 23:58:03
65,SDOT001,00000003009,2023-08-10_23:44:00,traditional_markets,Guro-gu,Gocheok2-dong,119,2023-08-10 23:58:03
66,SDOT001,00000004024,2023-08-10_23:45:00,traditional_markets,Gangseo-gu,Banghwa1-dong,9,2023-08-10 23:58:03
67,SDOT001,00000003012,2023-08-10_23:44:00,public_facilities,Jongno-gu,Sajik-dong,111,2023-08-10 23:58:03
68,SDOT001,00000004022,2023-08-10_23:43:00,main_street,Eunpyeong-gu,Daejo-dong,22,2023-08-10 23:58:03
69,SDOT001,00000004020,2023-08-10_23:46:00,main_street,Yongsan-gu,Itaewon2-dong,2,2023-08-10 23:58:03
70,SDOT001,00000003037,2023-08-10_23:45:00,public_facilities,Geumcheon-gu,Doksan4-dong,86,2023-08-10 23:58:03
71,SDOT001,00000004035,2023-08-10_23:45:00,main_street,Gwanak-gu,Nakseongdae-dong,36,2023-08-10 23:58:03
72,SDOT001,00000004039,2023-08-10_23:41:00,main_street,Jongno-gu,Samcheong-dong,1,2023-08-10 23:58:03
73,SDOT001,00000004065,2023-08-10_23:41:00,parks,Seoul_Grand_Park,trail,0,2023-08-10 23:58:03
74,SDOT001,00000004060,2023-08-10_23:41:00,parks,Seoul_Grand_Park,women_parking1,0,2023-08-10 23:58:03
75,SDOT001,00000004063,2023-08-10_23:47:00,parks,Seoul_Grand_Park,valet_parking2,0,2023-08-10 23:58:03
76,SDOT001,00000003023,2023-08-10_23:45:00,traditional_markets,Jungnang-gu,Junghwa2-dong,163,2023-08-10 23:58:02
77,SDOT001,00000004061,2023-08-10_23:45:00,parks,Seoul_Grand_Park,women_parking2,0,2023-08-10 23:58:02
78,SDOT001,00000004064,2023-08-10_23:47:00,parks,Seoul_Grand_Park,skylift,0,2023-08-10 23:58:02
79,SDOT001,00000004062,2023-08-10_23:45:00,parks,Seoul_Grand_Park,meeting_bridge1,0,2023-08-10 23:58:02
80,SDOT001,00000004029,2023-08-10_23:46:00,traditional_markets,Gangbuk-gu,Suyu3-dong,9,2023-08-10 23:58:02
81,SDOT001,00000004018,2023-08-10_23:45:00,main_street,Jung-gu,Myeong-dong,33,2023-08-10 23:58:02
82,SDOT001,00000004015,2023-08-10_23:40:00,main_street,Jung-gu,Gwanghui-dong,59,2023-08-10 23:58:02
83,SDOT001,00000004016,2023-08-10_23:45:00,main_street,Jung-gu,Myeong-dong,69,2023-08-10 23:58:02
84,SDOT001,00000003027,2023-08-10_23:45:00,traditional_markets,Gangbuk-gu,Mia-dong,121,2023-08-10 23:58:02
85,SDOT001,00000004030,2023-08-10_23:47:00,parks,Gangbuk-gu,Beon3-dong,3,2023-08-10 23:58:02
86,SDOT001,00000004017,2023-08-10_23:40:00,main_street,Jung-gu,Buam-dong,0,2023-08-10 23:58:02
87,SDOT001,00000004019,2023-08-10_23:40:00,main_street,Jung-gu,Hoehyeon-dong,4,2023-08-10 23:58:02
88,SDOT001,00000003040,2023-08-10_23:45:00,traditional_markets,Gangbuk-gu,Suyu1-dong,150,2023-08-10 23:58:02
89,SDOT001,00000004014,2023-08-10_23:46:00,main_street,Jung-gu,Sindang-dong,22,2023-08-10 23:58:02
90,SDOT001,00000004053,2023-08-10_23:40:00,residential_area,Gwangjin-gu,Gwangjang-dong,2,2023-08-10 23:58:02
91,SDOT001,00000004036,2023-08-10_23:40:00,main_street,Yangcheon-gu,Sinjeong4-dong,13,2023-08-10 23:58:02
92,SDOT001,00000003018,2023-08-10_23:45:00,traditional_markets,Jungnang-gu,Muk2-dong,111,2023-08-10 23:58:02
93,SDOT001,00000004005,2023-08-10_23:32:00,main_street,Seocho-gu,Yangjae1-dong,19,2023-08-10 23:48:09
94,SDOT001,00000003021,2023-08-10_23:34:00,traditional_markets,Dongjak-gu,Sang-do1-dong,189,2023-08-10 23:48:09
95,SDOT001,00000003033,2023-08-10_23:34:00,traditional_markets,Dongjak-gu,Sadang2-dong,153,2023-08-10 23:48:09
96,SDOT001,00000004002,2023-08-10_23:36:00,main_street,Seocho-gu,Seocho4-dong,20,2023-08-10 23:48:09
97,SDOT001,00000002994,2023-08-10_23:34:00,traditional_markets,Dongjak-gu,Sang-do1-dong,212,2023-08-10 23:48:09
98,SDOT001,00000004009,2023-08-10_23:36:00,main_street,Gangnam-gu,Daechi4-dong,59,2023-08-10 23:48:09
99,SDOT001,00000004046,2023-08-10_23:30:00,main_street,Gangnam-gu,Sinsa-dong,11,2023-08-10 23:48:09
100,SDOT001,00000003039,2023-08-10_23:34:00,traditional_markets,Dongjak-gu,Sadang2-dong,126,2023-08-10 23:48:09
101,SDOT001,00000003005,2023-08-10_23:34:00,traditional_markets,Gangnam-gu,Yeoksam2-dong,137,2023-08-10 23:48:09
102,SDOT001,00000004001,2023-08-10_23:30:00,main_street,Seocho-gu,Seocho3-dong,10,2023-08-10 23:48:09
103,SDOT001,00000003011,2023-08-10_23:34:00,traditional_markets,Gangnam-gu,Gaepo2-dong,233,2023-08-10 23:48:09
104,SDOT001,00000004010,2023-08-10_23:35:00,main_street,Gangnam-gu,Yeoksam1-dong,43,2023-08-10 23:48:09
105,SDOT001,00000004004,2023-08-10_23:36:00,main_street,Seocho-gu,Banpo3-dong,7,2023-08-10 23:48:09
106,SDOT001,00000004034,2023-08-10_23:35:00,parks,Songpa-gu,Jamsil6-dong,0,2023-08-10 23:48:03
107,SDOT001,00000003003,2023-08-10_23:34:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,178,2023-08-10 23:48:03
108,SDOT001,00000004031,2023-08-10_23:30:00,traditional_markets,Seodaemun-gu,Hongje3-dong,8,2023-08-10 23:48:03
109,SDOT001,00000003002,2023-08-10_23:34:00,traditional_markets,Mapo-gu,Mangwon-dong1,117,2023-08-10 23:48:03
110,SDOT001,00000003038,2023-08-10_23:34:00,traditional_markets,Mapo-gu,Seogyo-dong,192,2023-08-10 23:48:03
111,SDOT001,00000003008,2023-08-10_23:34:00,traditional_markets,Yangcheon-gu,Mok3-dong,167,2023-08-10 23:48:03
112,SDOT001,00000003016,2023-08-10_23:34:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,164,2023-08-10 23:48:03
113,SDOT001,00000004050,2023-08-10_23:36:00,public_facilities,Seodaemun-gu,Cheonyeon-dong,0,2023-08-10 23:48:03
114,SDOT001,00000004045,2023-08-10_23:32:00,parks,Seoul_Grand_Park,valet_parking1,0,2023-08-10 23:48:03
115,SDOT001,00000003035,2023-08-10_23:34:00,traditional_markets,Songpa-gu,Jamsilbon-dong,161,2023-08-10 23:48:03
116,SDOT001,00000004032,2023-08-10_23:34:00,main_street,Mapo-gu,Mangwon-dong1,10,2023-08-10 23:48:03
117,SDOT001,00000004043,2023-08-10_23:30:00,parks,Seongdong-gu,Seongsu1ga1-dong,0,2023-08-10 23:48:03
118,SDOT001,00000004049,2023-08-10_23:32:00,traditional_markets,Seodaemun-gu,Hongje3-dong,6,2023-08-10 23:48:03
119,SDOT001,00000004042,2023-08-10_23:37:00,main_street,Seongdong-gu,Seongsu1ga2-dong,1,2023-08-10 23:48:03
120,SDOT001,00000002992,2023-08-10_23:34:00,traditional_markets,Yangcheon-gu,Sinwol1-dong,214,2023-08-10 23:48:03
121,SDOT001,00000003026,2023-08-10_23:34:00,traditional_markets,Guro-gu,Gu-ro4-dong,121,2023-08-10 23:48:03
122,SDOT001,00000003017,2023-08-10_23:34:00,traditional_markets,Guro-gu,Gu-ro4-dong,119,2023-08-10 23:48:03
123,SDOT001,00000003041,2023-08-10_23:34:00,traditional_markets,Guro-gu,Gu-ro4-dong,173,2023-08-10 23:48:03
124,SDOT001,00000002995,2023-08-10_23:34:00,traditional_markets,Gwangjin-gu,Junggok1-dong,169,2023-08-10 23:48:03
125,SDOT001,00000004033,2023-08-10_23:30:00,main_street,Gangdong-gu,Cheonho1-dong,9,2023-08-10 23:48:03
126,SDOT001,00000004065,2023-08-10_23:31:00,parks,Seoul_Grand_Park,trail,0,2023-08-10 23:48:02
127,SDOT001,00000003019,2023-08-10_23:34:00,traditional_markets,Dobong-gu,Chang3-dong,127,2023-08-10 23:48:02
128,SDOT001,00000003001,2023-08-10_23:34:00,traditional_markets,Nowon-gu,Gongneung1-dong,135,2023-08-10 23:48:02
129,SDOT001,00000004051,2023-08-10_23:31:00,commercial_area,Gangdong-gu,Buam-dong,6,2023-08-10 23:48:02
130,SDOT001,00000004006,2023-08-10_23:30:00,parks,Gangdong-gu,Amsa3-dong,0,2023-08-10 23:48:02
131,SDOT001,00000004027,2023-08-10_23:30:00,main_street,Gangseo-gu,Deungchon-dong1,7,2023-08-10 23:48:02
132,SDOT001,00000003022,2023-08-10_23:34:00,traditional_markets,Gwanak-gu,Sinwon-dong,168,2023-08-10 23:48:02
133,SDOT001,00000004007,2023-08-10_23:37:00,main_street,Gangdong-gu,Seongnae1-dong,2,2023-08-10 23:48:02
134,SDOT001,00000002993,2023-08-10_23:34:00,traditional_markets,Dobong-gu,Chang2-dong,263,2023-08-10 23:48:02
135,SDOT001,00000003010,2023-08-10_23:34:00,traditional_markets,Dobong-gu,Chang2-dong,136,2023-08-10 23:48:02
136,SDOT001,00000004024,2023-08-10_23:35:00,traditional_markets,Gangseo-gu,Banghwa1-dong,10,2023-08-10 23:48:02
137,SDOT001,00000003013,2023-08-10_23:34:00,traditional_markets,Dobong-gu,Chang2-dong,125,2023-08-10 23:48:02
138,SDOT001,00000003007,2023-08-10_23:34:00,traditional_markets,Nowon-gu,Gongneung1-dong,193,2023-08-10 23:48:02
139,SDOT001,00000004023,2023-08-10_23:30:00,main_street,Gangseo-gu,Banghwa3-dong,2,2023-08-10 23:48:02
140,SDOT001,00000004013,2023-08-10_23:36:00,main_street,Gangnam-gu,Apgujeong-dong,35,2023-08-10 23:48:02
141,SDOT001,00000003034,2023-08-10_23:34:00,traditional_markets,Gwanak-gu,Sinwon-dong,350,2023-08-10 23:48:02
142,SDOT001,00000003015,2023-08-10_23:34:00,traditional_markets,Dobong-gu,Chang3-dong,111,2023-08-10 23:48:02
143,SDOT001,00000003028,2023-08-10_23:34:00,traditional_markets,Nowon-gu,Sanggye2-dong,140,2023-08-10 23:48:02
144,SDOT001,00000004026,2023-08-10_23:32:00,main_street,Gangseo-gu,Gayang-dong1,8,2023-08-10 23:48:02
145,SDOT001,00000003032,2023-08-10_23:34:00,traditional_markets,Gangseo-gu,Hwagok-dong1,194,2023-08-10 23:48:02
146,SDOT001,00000004060,2023-08-10_23:31:00,parks,Seoul_Grand_Park,women_parking1,0,2023-08-10 23:48:02
147,SDOT001,00000003030,2023-08-10_23:34:00,public_facilities,Geumcheon-gu,Gasan-dong,176,2023-08-10 23:48:02
148,SDOT001,00000004022,2023-08-10_23:33:00,main_street,Eunpyeong-gu,Daejo-dong,9,2023-08-10 23:48:02
149,SDOT001,00000004039,2023-08-10_23:31:00,main_street,Jongno-gu,Samcheong-dong,0,2023-08-10 23:48:02
150,SDOT001,00000004040,2023-08-10_23:37:00,main_street,Jongno-gu,Ihwa-dong,3,2023-08-10 23:48:02
151,SDOT001,00000003037,2023-08-10_23:34:00,public_facilities,Geumcheon-gu,Doksan4-dong,92,2023-08-10 23:48:02
152,SDOT001,00000004021,2023-08-10_23:36:00,parks,Eunpyeong-gu,Nokbeon-dong,0,2023-08-10 23:48:02
153,SDOT001,00000003009,2023-08-10_23:34:00,traditional_markets,Guro-gu,Gocheok2-dong,119,2023-08-10 23:48:02
154,SDOT001,00000002996,2023-08-10_23:34:00,traditional_markets,Gangdong-gu,Amsa1-dong,170,2023-08-10 23:48:02
155,SDOT001,00000004020,2023-08-10_23:36:00,main_street,Yongsan-gu,Itaewon2-dong,2,2023-08-10 23:48:02
156,SDOT001,00000004041,2023-08-10_23:30:00,main_street,Jongno-gu,Ihwa-dong,0,2023-08-10 23:48:02
157,SDOT001,00000003000,2023-08-10_23:34:00,traditional_markets,Guro-gu,Gocheok2-dong,119,2023-08-10 23:48:02
158,SDOT001,00000003029,2023-08-10_23:34:00,public_facilities,Geumcheon-gu,Siheung2-dong,123,2023-08-10 23:48:02
159,SDOT001,00000004038,2023-08-10_23:30:00,main_street,Jongno-gu,Gahoe-dong,0,2023-08-10 23:48:02
160,SDOT001,00000004028,2023-08-10_23:36:00,main_street,Dobong-gu,Chang1-dong,0,2023-08-10 23:48:02
161,SDOT001,00000003012,2023-08-10_23:34:00,public_facilities,Jongno-gu,Sajik-dong,117,2023-08-10 23:48:02
162,SDOT001,00000004047,2023-08-10_23:36:00,traditional_markets,Gwangjin-gu,Hwayang-dong,72,2023-08-10 23:48:02
163,SDOT001,00000003025,2023-08-10_23:34:00,traditional_markets,Gangdong-gu,Amsa1-dong,163,2023-08-10 23:48:02
164,SDOT001,00000004035,2023-08-10_23:35:00,main_street,Gwanak-gu,Nakseongdae-dong,23,2023-08-10 23:48:02
165,SDOT001,00000004048,2023-08-10_23:34:00,main_street,Gwangjin-gu,Guui1-dong,46,2023-08-10 23:48:02
166,SDOT001,00000004037,2023-08-10_23:35:00,main_street,Jongno-gu,Gahoe-dong,0,2023-08-10 23:48:02
167,SDOT001,00000002999,2023-08-10_23:34:00,public_facilities,Geumcheon-gu,Doksan4-dong,146,2023-08-10 23:48:02
168,SDOT001,00000004061,2023-08-10_23:35:00,parks,Seoul_Grand_Park,women_parking2,0,2023-08-10 23:48:02
169,SDOT001,00000004064,2023-08-10_23:37:00,parks,Seoul_Grand_Park,skylift,0,2023-08-10 23:48:02
170,SDOT001,00000004036,2023-08-10_23:30:00,main_street,Yangcheon-gu,Sinjeong4-dong,9,2023-08-10 23:48:01
171,SDOT001,00000004063,2023-08-10_23:37:00,parks,Seoul_Grand_Park,valet_parking2,0,2023-08-10 23:48:01
172,SDOT001,00000004062,2023-08-10_23:35:00,parks,Seoul_Grand_Park,meeting_bridge1,0,2023-08-10 23:48:01
173,SDOT001,00000004017,2023-08-10_23:30:00,main_street,Jung-gu,Buam-dong,16,2023-08-10 23:48:01
174,SDOT001,00000004029,2023-08-10_23:36:00,traditional_markets,Gangbuk-gu,Suyu3-dong,6,2023-08-10 23:48:01
175,SDOT001,00000003040,2023-08-10_23:34:00,traditional_markets,Gangbuk-gu,Suyu1-dong,131,2023-08-10 23:48:01
176,SDOT001,00000003018,2023-08-10_23:34:00,traditional_markets,Jungnang-gu,Muk2-dong,108,2023-08-10 23:48:01
177,SDOT001,00000004018,2023-08-10_23:35:00,main_street,Jung-gu,Myeong-dong,48,2023-08-10 23:48:01
178,SDOT001,00000003027,2023-08-10_23:34:00,traditional_markets,Gangbuk-gu,Mia-dong,134,2023-08-10 23:48:01
179,SDOT001,00000004016,2023-08-10_23:35:00,main_street,Jung-gu,Myeong-dong,45,2023-08-10 23:48:01
180,SDOT001,00000004014,2023-08-10_23:36:00,main_street,Jung-gu,Sindang-dong,29,2023-08-10 23:48:01
181,SDOT001,00000004019,2023-08-10_23:30:00,main_street,Jung-gu,Hoehyeon-dong,7,2023-08-10 23:48:01
182,SDOT001,00000004015,2023-08-10_23:30:00,main_street,Jung-gu,Gwanghui-dong,136,2023-08-10 23:48:01
183,SDOT001,00000004053,2023-08-10_23:30:00,residential_area,Gwangjin-gu,Gwangjang-dong,4,2023-08-10 23:48:01
184,SDOT001,00000003023,2023-08-10_23:34:00,traditional_markets,Jungnang-gu,Junghwa2-dong,161,2023-08-10 23:48:01
185,SDOT001,00000004030,2023-08-10_23:37:00,parks,Gangbuk-gu,Beon3-dong,3,2023-08-10 23:48:01
186,SDOT001,00000003021,2023-08-10_23:23:00,traditional_markets,Dongjak-gu,Sang-do1-dong,176,2023-08-10 23:38:07
187,SDOT001,00000004009,2023-08-10_23:26:00,main_street,Gangnam-gu,Daechi4-dong,51,2023-08-10 23:38:07
188,SDOT001,00000003039,2023-08-10_23:23:00,traditional_markets,Dongjak-gu,Sadang2-dong,155,2023-08-10 23:38:07
189,SDOT001,00000003033,2023-08-10_23:23:00,traditional_markets,Dongjak-gu,Sadang2-dong,163,2023-08-10 23:38:07
190,SDOT001,00000003011,2023-08-10_23:23:00,traditional_markets,Gangnam-gu,Gaepo2-dong,270,2023-08-10 23:38:07
191,SDOT001,00000004010,2023-08-10_23:25:00,main_street,Gangnam-gu,Yeoksam1-dong,74,2023-08-10 23:38:07
192,SDOT001,00000003005,2023-08-10_23:23:00,traditional_markets,Gangnam-gu,Yeoksam2-dong,169,2023-08-10 23:38:07
193,SDOT001,00000002994,2023-08-10_23:23:00,traditional_markets,Dongjak-gu,Sang-do1-dong,195,2023-08-10 23:38:07
194,SDOT001,00000004046,2023-08-10_23:20:00,main_street,Gangnam-gu,Sinsa-dong,14,2023-08-10 23:38:07
195,SDOT001,00000004001,2023-08-10_23:20:00,main_street,Seocho-gu,Seocho3-dong,38,2023-08-10 23:38:07
196,SDOT001,00000004005,2023-08-10_23:22:00,main_street,Seocho-gu,Yangjae1-dong,11,2023-08-10 23:38:07
197,SDOT001,00000004004,2023-08-10_23:26:00,main_street,Seocho-gu,Banpo3-dong,11,2023-08-10 23:38:07
198,SDOT001,00000004045,2023-08-10_23:22:00,parks,Seoul_Grand_Park,valet_parking1,0,2023-08-10 23:38:07
199,SDOT001,00000003026,2023-08-10_23:23:00,traditional_markets,Guro-gu,Gu-ro4-dong,158,2023-08-10 23:38:06
200,SDOT001,00000004033,2023-08-10_23:20:00,main_street,Gangdong-gu,Cheonho1-dong,6,2023-08-10 23:38:06
201,SDOT001,00000003041,2023-08-10_23:23:00,traditional_markets,Guro-gu,Gu-ro4-dong,180,2023-08-10 23:38:06
202,SDOT001,00000004034,2023-08-10_23:25:00,parks,Songpa-gu,Jamsil6-dong,0,2023-08-10 23:38:06
203,SDOT001,00000002995,2023-08-10_23:23:00,traditional_markets,Gwangjin-gu,Junggok1-dong,174,2023-08-10 23:38:06
204,SDOT001,00000003008,2023-08-10_23:23:00,traditional_markets,Yangcheon-gu,Mok3-dong,209,2023-08-10 23:38:06
205,SDOT001,00000003017,2023-08-10_23:23:00,traditional_markets,Guro-gu,Gu-ro4-dong,127,2023-08-10 23:38:06
206,SDOT001,00000002993,2023-08-10_23:23:00,traditional_markets,Dobong-gu,Chang2-dong,142,2023-08-10 23:38:06
207,SDOT001,00000003010,2023-08-10_23:23:00,traditional_markets,Dobong-gu,Chang2-dong,149,2023-08-10 23:38:06
208,SDOT001,00000003034,2023-08-10_23:23:00,traditional_markets,Gwanak-gu,Sinwon-dong,296,2023-08-10 23:38:06
209,SDOT001,00000004026,2023-08-10_23:22:00,main_street,Gangseo-gu,Gayang-dong1,17,2023-08-10 23:38:06
210,SDOT001,00000004023,2023-08-10_23:20:00,main_street,Gangseo-gu,Banghwa3-dong,4,2023-08-10 23:38:06
211,SDOT001,00000003013,2023-08-10_23:23:00,traditional_markets,Dobong-gu,Chang2-dong,140,2023-08-10 23:38:06
212,SDOT001,00000003007,2023-08-10_23:23:00,traditional_markets,Nowon-gu,Gongneung1-dong,198,2023-08-10 23:38:06
213,SDOT001,00000003001,2023-08-10_23:23:00,traditional_markets,Nowon-gu,Gongneung1-dong,143,2023-08-10 23:38:06
214,SDOT001,00000003015,2023-08-10_23:23:00,traditional_markets,Dobong-gu,Chang3-dong,107,2023-08-10 23:38:06
