기준_년_코드,기준_분기_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대6_생활인구_비율,주간_생활인구_수,야간_생활인구_수,주중_생활인구_수,주말_생활인구_수
2022,3,발달상권,2120222,삼성역,0.06254637308224088,697677,257373,862414,174016
2022,3,발달상권,2120188,압구정역,0.08474830229647519,1127430,588706,1476552,452230
2022,3,발달상권,2120218,코엑스,0.05719606789033101,34712,14316,38801,13281
2022,2,발달상권,2120204,르네상스호텔사거리,0.09215370424100422,846978,386086,1184208,277146
2022,3,골목상권,2110972,강남세브란스병원미래의학연구센터,0.10847100968222755,154828,75071,236271,83077
2022,3,골목상권,2110981,국악고교사거리,0.12734008397135096,203283,133736,325781,119611
2022,4,골목상권,2110999,윗방죽마을공원,0.1365925247738044,32338,22100,53875,20397
2022,4,골목상권,2110975,매봉역 1번,0.10573116475822332,176542,99767,253647,89127
2022,4,골목상권,2110982,강남구보훈회관,0.12375706889280688,87586,53739,140581,56230
2022,4,골목상권,2110959,신구중학교,0.08676018099547511,63726,30862,82780,27720
2022,4,발달상권,2120190,강남을지병원,0.09402220643762384,834170,421399,1167817,330127
2022,4,발달상권,2120194,언주역(차병원),0.09522341337932042,969471,468473,1357627,380829
2022,4,발달상권,2120187,신논현역,0.11228363165697401,1606291,1034318,2349886,796138
2022,4,발달상권,2120199,경복아파트교차로,0.09547485896167805,296611,146387,408468,120287
2022,4,발달상권,2120206,개나리아파트,0.09644142725171576,627855,299260,869214,260900
2022,4,발달상권,2120222,삼성역,0.06082966295533166,714995,260485,878727,179296
2022,4,발달상권,2120213,삼성중앙역,0.10345452278272245,908156,481446,1307656,392493
2022,4,발달상권,2120201,도곡1동,0.1036403618960774,512511,270364,731135,236105
2022,4,골목상권,2111002,한국교통안전공단 강남자동차검사소,0.03804347826086957,1428,228,1254,402
2022,4,발달상권,2120185,논현역,0.1080213999587773,1339588,781789,1980055,586492
2022,4,발달상권,2120207,선정릉역,0.10314145750524106,895430,466998,1305681,391493
2022,4,발달상권,2120224,수서역,0.10044177925437536,105942,52605,152639,41803
2022,4,발달상권,2120202,압구정로데오역(압구정로데오),0.1067179592914528,1205533,741199,1627003,584621
2022,4,골목상권,2110972,강남세브란스병원미래의학연구센터,0.11072605404015239,152580,74690,229288,81776
2022,4,골목상권,2110951,신사은행나무공원,0.12235579992493509,251958,158501,390801,126085
2022,4,골목상권,2110989,대치동아우편취급국,0.10278157414502738,329394,183884,487815,145099
2022,4,골목상권,2110980,개포지구대옆,0.12841048798026738,287204,178300,473550,173094
2022,4,골목상권,2110952,논현목련공원,0.12274814652434672,79254,47932,128882,49027
2022,4,발달상권,2120197,역삼역,0.08077288137423935,2261163,978864,3096307,606978
2022,4,발달상권,2120193,도산공원교차로,0.08670571037341328,383719,183708,514417,134088
2022,4,발달상권,2120219,은마아파트,0.1175068106803764,488606,391395,705666,335347
2022,4,발달상권,2120217,대치사거리,0.1043727811757331,578985,351528,822381,300680
2022,4,발달상권,2120195,성수대교남단,0.10335459652951935,614664,366285,832976,292288
2022,4,발달상권,2120205,매봉역,0.0966396489434575,323210,165269,450571,124606
2022,4,전통시장,2130310,강남개포시장,0.08746855219745207,121457,64992,153033,58823
2022,4,골목상권,2110974,언주중학교,0.11454222523367151,284947,159534,445838,150408
2022,4,골목상권,2110984,포이초등학교(개포목련어린이공원),0.11730754299468148,430763,231076,740205,290155
2022,4,골목상권,2110977,논현로18길,0.11987500634393557,67419,38761,103065,34862
2022,4,골목상권,2110985,청담근린공원,0.10517206743621837,107057,56470,144729,49411
2022,4,골목상권,2110967,역삼역 8번,0.09897144617103647,303110,147473,432372,126081
2022,4,골목상권,2110996,대치2동주민센터,0.12445296499339738,364165,273197,581890,242783
2022,4,골목상권,2110995,봉은사역 4번,0.128299901880456,229160,135937,356916,137379
2022,4,발달상권,2120215,포스코사거리,0.0840749651395943,1874045,806692,2562210,581757
2022,4,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",0.09939336835662045,328884,177805,459822,143013
2022,4,발달상권,2120208,청담사거리(청담동명품거리),0.10501257765176093,809007,436417,1130256,395466
2022,4,발달상권,2120196,서울세관,0.09787678595152115,458465,225567,653620,174371
2022,4,발달상권,2120214,영동대교남단교차로,0.09215996525192355,150088,72311,198517,59342
2022,4,골목상권,2110981,국악고교사거리,0.12836621054619313,195279,129194,316906,117336
2022,4,골목상권,2110957,언북중학교,0.08997258686816169,545763,249727,770019,189740
2022,4,골목상권,2110965,언주역 6번,0.10354321188980672,467912,233541,671886,217277
2022,4,골목상권,2110949,한남IC,0.10444847634056867,191396,114608,278241,99306
2022,4,골목상권,2110963,역삼월드메르디앙아파트,0.12135409300710989,178751,104216,288390,100505
2022,4,골목상권,2110960,은광여고,0.10122350115932428,51387,25806,72934,23673
2022,4,발달상권,2120192,뱅뱅사거리,0.09755226792851218,951010,461605,1355920,341487
2022,4,발달상권,2120191,학동역,0.09501944559771111,1032996,506201,1450182,411679
2022,4,발달상권,2120216,경기고교사거리(경기고교앞사거리),0.0822079193782003,122659,52887,151873,44203
2022,4,발달상권,2120221,봉은사역,0.07849392210236966,233022,97583,295655,78322
2022,4,발달상권,2120218,코엑스,0.05603927735798397,34700,14275,39424,12718
2022,4,발달상권,2120204,르네상스호텔사거리,0.0888171082242901,839505,373808,1170849,268413
2022,4,발달상권,2120212,한티역,0.11083565796986655,535246,366697,731986,308320
2022,4,발달상권,2120211,도성초등학교,0.10149553279264692,550881,330942,750173,281233
2022,4,관광특구,1001496,강남 마이스 관광특구,0.05648955245078024,75319,30411,86997,25660
2022,4,골목상권,2110997,대청초등학교,0.13322342554083808,802557,543612,1314040,517191
2022,4,골목상권,2110992,도곡초등학교,0.13259336519095724,730937,568362,1197005,553702
2022,4,골목상권,2110983,국립국악고등학교,0.12382185785136006,200319,124809,319052,120305
2022,4,발달상권,2120200,학동사거리,0.09294318089880689,734826,399342,952151,308588
2022,4,발달상권,2120203,강남구청역,0.09584233293934276,920576,481458,1307462,349091
2022,4,발달상권,2120223,휘문고교사거리,0.06433962672203118,154718,56937,189513,41680
2022,4,발달상권,2120220,대치역,0.10987647300157201,250857,179941,344864,147498
2022,4,골목상권,2110955,논현초등학교,0.11751978446036906,1315739,759946,2034338,747516
2022,4,골목상권,2110958,역삼역 4번,0.08289190580454467,249112,112715,337395,84156
2022,4,골목상권,2110976,언북초등학교,0.11671855378994896,355613,204922,540471,205701
2022,4,골목상권,2110961,언주역 3번,0.10430954395640159,523820,262928,777931,236051
2022,4,골목상권,2110971,선정릉역 4번,0.10785358355739541,330856,170623,497775,163871
2022,4,골목상권,2110994,개포고등학교,0.11505094890642942,217390,113409,323928,118475
2022,4,발달상권,2120210,선릉역,0.09642146243195063,2815576,1440485,3974673,1029048
2022,4,발달상권,2120188,압구정역,0.08615876002005303,1120683,605067,1463587,471283
2022,4,발달상권,2120186,가로수길,0.10161321825080705,1205405,754119,1691703,586662
2022,4,발달상권,2120198,구역삼세무서,0.10731109503989009,995077,522280,1494327,438737
