매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,area,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
164537.6196,2020,골목상권,2110985,청담근린공원,0,1,0,0,0,0,0,0,43265,0.6934011326,220.9638275743,110.9441812088,309.2569051196,6.240610193,0.0,3.2358719519,10.1698832775,8.5519473015,8.5519473015,1.1556685543,23.5756385069,65125.8523055588,13824.5695134635,9494.972841789,9684.2713509765,9800.3004738241,9554.143071767,9207.9047729111,8979.7758003005,8404.9462614122,0.2311337109,0.0,0.0,0.0,0.0,5332.4858430602,10434.7625101121,14680.9199121692,12100.0808967988,8791.1706922455,13786.6635848839,20.339766555,0.0,5.0849416387,21.4954351092,21.9577025309,13.6368889403,11.0944181209,412.8048075812,0.0,0.0,0.0,0.0
94303.4058,2020,골목상권,2110988,청담역 3번,0,1,0,0,0,0,0,0,79185,0.3788596325,162.7833554335,58.4706699501,201.3007514049,2.6520174275,0.0,0.0,0.2525730883,0.2525730883,0.5051461767,1.6417250742,40.9168403107,26426.7222327461,5990.5285091873,3800.7198333018,3838.7320830965,3824.4617036055,3771.0424954221,3632.2535833807,3776.7253899097,3782.6608574856,0.2525730883,0.0,0.0,0.0,0.0,3604.4705436636,3463.9136200038,4586.095851487,4665.6563743133,3724.6953337122,6382.1430826545,7.9560522826,0.2525730883,4.7988886784,12.3760813285,4.2937425017,1.51543853,5.3040348551,253.0782345141,0.0,143335.4802045842,0.0,0.1262865442
82645.4058,2020,골목상권,2110989,대치동아우편취급국,0,1,0,0,0,0,0,0,40587,2.2174587922,391.2582846724,222.7314164634,109.3946337497,14.7830586148,0.4927686205,69.2339911794,60.3641560105,26.1167368862,10.1017567201,1.971074482,0.985537241,165297.0162860029,33603.3705373642,25489.1960479957,25558.4300391751,25648.3603124153,24506.3690344199,23907.6551605194,20293.6900978146,19893.5619779732,0.2463843102,0.2463843102,0.0,0.0,0.0,26739.3500381896,26915.0220513958,34709.3897060635,34743.6371251879,21293.2712444872,20896.346120679,68.4948382487,5.1740705152,314.6327641856,346.6627245177,140.6854411511,113.0903984034,26.1167368862,151.2799664917,0.0,0.0,0.0,0.0
93236.5151,2020,골목상권,2110992,도곡초등학교,0,1,0,0,0,0,0,0,138866,1.296213616,568.4616824853,265.0756844728,156.913859404,14.7624328489,0.5040830729,50.6243428917,42.2709662552,23.1158094854,11.8819581467,5.2568663316,7.3452104907,132731.6981838607,25860.2537698213,18297.1353679086,18276.7560093904,18283.9571961459,18270.1309175752,18658.2748837008,20410.0355738626,20535.4082352772,0.2160356027,0.2160356027,0.0,0.0,0.0,41187.9077672,16564.0977633114,16030.6338484582,24607.2472743508,17192.8333789408,17148.8341278643,33.4135065459,1.8723085565,96.8559618625,83.3897426296,47.5278325868,27.2204859361,13.8262785707,195.3681966788,0.0,0.0,0.0,0.0
67414.67029,2020,골목상권,2110994,개포고등학교,0,1,0,0,0,0,0,0,61589,0.9741999383,288.5255483934,129.4062251376,80.2091282534,9.2548994139,0.3247333128,15.1000990437,18.8345321405,9.741999383,5.0333663479,0.4870999692,9.2548994139,96474.857523259,20770.1050512267,13908.0030524931,14158.5348032928,14214.0641997759,14001.0391466009,13593.0117391093,13345.0778548117,13255.1267271753,2.9225998149,0.1623666564,0.0,0.0,0.0,18069.94755557,10750.4586858043,12994.5282436799,15518.8426504733,14858.4974589618,24282.7452954261,11.5280326032,0.3247333128,15.1000990437,18.8345321405,9.741999383,5.0333663479,0.4870999692,218.7078861485,0.0,0.0,0.0,0.0
78064.82971,2020,골목상권,2110995,봉은사역 4번,0,1,0,0,0,0,0,0,122756,0.2443872397,228.2576819056,89.3642673271,414.2363713383,5.702368927,0.0814624132,3.5843461827,3.4214213562,2.2809475708,3.3399589429,1.3033986119,58.7343999479,43744.1754374532,9787.70895109,6237.414057154,6261.93424354,6292.8084981589,6205.3178663365,6273.664831047,6225.1946951676,6247.9227084623,0.4073120662,0.0,0.0,0.0,0.0,8408.1429828277,5286.0959953078,7472.3027794975,8160.0899345042,6192.0394929779,8225.4227899247,11.9749747467,0.0814624132,5.376519274,9.2052526964,5.2135944475,7.4130796051,6.1096809932,268.4186516341,690.1495649907,0.0,0.0814624132,0.0
114085.7572,2020,골목상권,2110996,대치2동주민센터,0,1,0,0,0,0,0,0,112840,0.2658631691,126.7281105991,60.4395604396,173.6086494151,5.7603686636,0.0,0.5317263382,1.5951790145,3.5448422545,7.089684509,3.9879475363,29.776674938,63564.7819922014,12364.6756469337,9174.4948599787,9223.3250620347,9244.0623892237,8949.3973768167,9000.7975895073,9169.8865650479,8802.8181495923,0.7089684509,0.1772421127,0.0,0.0,0.0,22296.1715703651,6766.9266217653,6205.3349875931,13069.0358029068,8319.3016660759,6908.1885856079,18.787663949,0.4431052818,18.787663949,30.3084012761,16.1290322581,14.3566111308,9.7483161999,324.2644452322,1938.7628500532,0.0,0.0886210564,0.0
210711.4767,2020,골목상권,2110997,대청초등학교,0,1,0,0,0,0,0,0,236963,0.8862143035,303.2962952022,145.2125437305,72.7539742491,5.6126905888,0.0,5.8658946755,18.2306942434,6.9209117035,1.5614252014,1.1816190713,1.5192245203,114946.7216400873,24270.5401265176,16602.465363791,16706.2790393437,16760.5913159438,16498.8626916438,16306.5541877846,15965.6992863865,16106.311955875,1.8990306504,0.0422006811,0.0,0.0,0.0,16537.3497128244,15119.4068272262,16710.4147060934,17815.0597350641,18055.2238113123,30709.2246468858,8.5667382672,0.0422006811,8.3557348616,43.255698147,26.586429105,18.779303098,8.524537586,73.3869844659,7087.2245878048,0.0,0.5486088545,0.0
214014.1504,2020,골목상권,2110999,윗방죽마을공원,0,1,0,0,0,0,0,0,239796,0.2502126808,132.4876144723,100.1267744249,11.1761664081,0.0834042269,0.0,0.0417021135,0.2085105673,0.4170211346,0.0,0.0417021135,0.0,3430.2907471351,735.7920899431,484.2866436471,482.7853675624,482.8687717894,475.9879230679,475.5709019333,509.4747201788,519.2747168426,0.4170211346,0.0,0.0417021135,0.0,0.0,563.8125740213,470.7751588851,790.9639860548,625.5734040601,392.2083771206,586.9572469933,1.2510634039,0.0,0.0417021135,1.08425495,2.794041602,10.71744316,12.6357403793,68.0578491718,1015.9051860748,0.0,0.1668084539,0.0
4108.695652,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),0,1,0,0,0,0,0,0,52892,0.5671935264,83.9446419118,38.0019662709,7.3735158436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10175.2627996672,1818.0443167209,1484.7235876881,1466.7624593511,1519.5114573092,1515.5411026242,1513.8395220449,1408.9087196551,1265.7868864857,0.5671935264,0.0,0.0,0.0,0.0,2849.2021477728,803.9022914618,1036.2625727898,1538.9851017167,1158.3982454814,2788.8905694623,2.2687741057,0.0,0.0,3.5922256674,11.7219995462,42.5395144823,55.7740300991,70.5210617863,625.4253951448,0.0,0.1890645088,0.0
107783.2681,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,0,1,0,0,0,0,0,0,59240,0.5064145847,53.5111411209,0.0,53.5111411209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9237002026,6.0769750169,10.1282916948,4.5577312627,7.0898041864,8.6090479406,7.0898041864,19.2437542201,16.2052667117,0.8440243079,0.0,0.0,0.0,0.0,12.6603646185,0.0,0.0,2.025658339,0.0,58.2376772451,,,,,,,,,999.4935854153,0.0,0.1688048616,0.0
225212.9944,2021,골목상권,2110949,한남IC,0,1,0,0,0,1,0,0,62126,0.9657792229,90.7832469497,45.2306602711,270.9010720149,0.8048160191,0.0,0.8048160191,1.6096320381,2.4144480572,0.9657792229,0.6438528152,11.5893506744,50011.7503138782,9616.5856485207,7329.137559154,7623.5392589254,7653.4784148344,7495.5735118952,7371.3099185526,6558.6067025078,5980.2659112127,0.4828896114,0.0,0.0,0.0,0.0,5428.1621221389,10597.8173389563,11754.981811158,9484.9177478029,6318.2886392171,6427.743617809,12.5551298973,0.4828896114,40.7236905643,23.3396645527,14.3257251392,4.3460065029,9.4968290249,294.5626629752,0.0,0.0,0.0,0.0
56735.34815,2021,골목상권,2110951,신사은행나무공원,0,1,0,0,0,1,0,0,29000,1.0344827586,337.5862068966,197.9310344828,94.1379310345,5.5172413793,1.0344827586,26.5517241379,12.7586206897,2.4137931034,3.7931034483,1.0344827586,7.9310344828,203130.6896551724,39758.9655172414,30234.4827586207,31361.0344827586,31312.4137931034,30443.7931034483,29610.3448275862,26192.7586206897,23975.5172413793,0.3448275862,0.0,0.0,0.0,0.0,15251.3793103448,45366.5517241379,54765.8620689655,38991.0344827586,21829.6551724138,26925.8620689655,36.8965517241,1.3793103448,129.6551724138,114.8275862069,42.4137931034,29.6551724138,21.3793103448,47.5862068966,0.0,0.0,0.0,0.0
81963.86296,2021,골목상권,2110952,논현목련공원,0,1,0,0,0,1,0,0,21629,1.3870266771,401.313051921,263.9974108835,54.0940404087,12.4832400943,0.0,55.4810670859,42.9978269915,12.0208978686,6.0104489343,0.9246844514,1.3870266771,84452.35563364,18271.7647602756,12216.0062878543,12255.3053770401,12142.4938739655,12042.1656109853,11742.1055064959,11856.3040362476,12199.3619677285,0.9246844514,0.0,0.0,0.0,0.0,7253.2248370244,20271.394886495,21556.706273984,14755.1897914837,8765.5462573397,11849.3689028619,81.3722317259,1.3870266771,355.5411715752,476.2124924869,57.7927782144,61.0291737944,43.4601692173,77.6734939202,0.0,0.0,0.0,0.0
68712.98148,2021,골목상권,2110954,국기원,0,1,0,0,0,1,0,0,39798,0.753806724,112.5684707774,76.1344791196,159.8070254787,0.753806724,0.0,7.0355294236,0.502537816,0.753806724,0.0,0.0,0.251268908,98130.8105934972,14500.7286798332,13876.0741745816,14360.0180913614,14656.0128649681,14036.1324689683,14567.3149404493,14964.0685461581,11671.1895070104,0.753806724,0.0,0.0,0.0,0.502537816,9326.8505955073,35745.5148499925,23936.1274435901,14046.4344941957,7604.9047690839,7470.4759033117,12.8147143073,0.502537816,64.5761093522,56.7867732047,13.0659832152,9.7994874114,13.3172521232,26.1319664305,0.0,0.0,0.0,0.0
139394.7674,2021,골목상권,2110955,논현초등학교,0,1,0,0,0,1,0,0,190912,1.519024472,371.3229131747,236.4963962454,179.6639289306,9.5331880657,1.0476030841,49.1325846463,32.0042742206,7.9094032853,5.4475360375,4.7665940329,7.3856017432,150448.7931612471,33007.5113141133,22030.0976366074,22292.4698290312,22100.4441837077,21797.1107106939,21329.146413007,20420.2459772042,20479.2784109956,0.6285618505,0.0,0.0,0.0,0.0,10228.9012738854,35342.8804894402,42333.7977707006,26961.7939155213,15345.1852162253,20236.3392557828,21.6853838418,1.7285450888,116.9648843446,93.8652363393,18.3330539725,13.6188400939,7.4903620516,22.4187060007,0.0,0.0,0.0,0.0
161735.9296,2021,골목상권,2110957,언북중학교,0,1,0,0,0,1,0,0,94815,0.632811264,185.7301059959,114.7497758793,131.9411485524,5.2734272003,0.105468544,12.6562252808,17.7187153931,12.2343511048,2.5312450562,5.6953013764,4.8515530243,97708.4849443653,20726.9946738385,15307.9154142277,16049.2538100512,15938.089964668,15496.0712967358,14612.6667721352,10511.7333755208,9792.5433739387,0.738279808,0.0,0.0,0.0,0.0,6793.6507936508,20600.3269524864,27586.1414333175,20395.2961029373,9858.3557453989,12474.6084480304,9.5976375046,0.8437483521,21.9374571534,60.1170700838,15.714813057,3.5859304962,6.4335811844,25.3124505616,0.0,0.0,0.0,0.0
218275.6519,2021,골목상권,2110958,역삼역 4번,0,1,0,0,0,1,0,0,73119,0.4102900751,117.7532515488,74.3992669484,135.9427782109,3.9661373925,0.5470534334,20.6512671125,8.34256486,3.2823206007,1.0941068669,2.1882137338,3.5558473174,54286.8474678264,11561.5640257662,8735.2124618772,9167.3846742981,9028.9801556367,8678.5924315157,8178.3120666311,5723.9568374841,4774.5456037418,0.5470534334,0.0,0.0,0.0,0.0,2506.4620686826,12823.0692432883,15747.0698450471,10649.4891888565,6286.6012937814,6274.2925915289,16.68512972,2.0514503754,94.0931905524,71.8007631395,20.5145037542,11.6248854607,11.2145953856,9.1631450102,0.0,0.0,0.0,0.0
117094.6593,2021,골목상권,2110959,신구중학교,0,1,0,0,0,1,0,0,35959,0.8342834895,100.3921132401,47.2760644067,75.3636085542,0.556188993,0.0,0.0,0.0,0.0,0.0,0.8342834895,21.9694652243,30722.4895019328,6018.2429989711,4575.2106565811,4809.9224116355,4785.1720014461,4679.4960927723,4591.3401373787,3884.702021747,3397.4804638616,0.8342834895,0.0,0.0,0.0,0.0,4166.4117467115,4812.1471676076,6298.562251453,5811.0625990712,3943.9361495036,5690.6476820824,16.4075752941,1.6685669791,21.4132762313,18.6323312662,13.9047248255,7.2304569093,19.1885202592,135.4320198003,0.0,0.0,0.0,0.0
186374.0889,2021,골목상권,2110960,은광여고,0,1,0,0,0,1,0,0,25543,1.1744900756,284.6180949771,165.2116039619,595.8579650002,6.2639470696,8.2214305289,41.4986493364,16.4428610578,3.1319735348,8.2214305289,2.740476843,13.310887523,40429.8633676545,9101.5150921975,5969.9330540657,6043.1429354422,5948.7922327056,5808.6364170223,5699.4088399953,5395.6074071174,5565.1254746897,1.1744900756,0.0,0.0,0.0,0.0,6171.55385037,6369.6511764476,8982.1086011823,7012.880241162,4872.9593234937,7020.710174999,37.192185726,16.8343577497,231.3745448851,154.6411932819,40.3241592609,67.3374309987,19.9663312845,288.1415652038,0.0,0.0,0.0,0.0
121979.8825,2021,골목상권,2110961,언주역 3번,0,1,0,0,0,1,0,0,63031,1.1105646428,343.1644746236,211.8005425902,152.6233123384,8.8845171424,0.0,36.6486332122,30.7785058146,13.3267757135,8.4085608669,1.9038251019,14.9132966318,183462.4232520506,38125.0495787787,26811.4102584443,27685.1073281401,28161.0636036236,27840.7450302232,26858.8472339008,23598.7053989307,22507.0203550634,0.1586520918,0.1586520918,0.0,0.0,0.0,29380.4635814123,28785.8355412416,38405.0705208548,35894.8771239549,22413.415620885,28582.4435595183,30.4612016309,1.9038251019,134.8542780537,144.5320556552,31.7304183656,25.5429867843,9.5191255097,163.7289587663,0.0,0.0,0.0,0.0
125005.8815,2021,골목상권,2110963,역삼월드메르디앙아파트,0,1,0,0,0,1,0,0,40391,0.7427397192,416.9245624025,212.9187195167,193.1123270035,11.1410957887,0.7427397192,42.8313238098,36.394246243,24.7579906415,6.6846574732,3.2185387834,32.9281275532,91282.2163353222,19680.8695006313,13665.420514471,13601.544898616,13529.4991458493,13352.7270926692,13112.5745834468,11965.2892971206,12055.4083830556,0.2475799064,0.0,0.0,0.0,0.2475799064,12238.865093709,16512.8370181476,21105.4442821421,17824.5153623332,10359.9811839271,13241.0685548761,47.5353420316,9.1604565373,188.6558886881,219.3557970835,80.4634695848,54.4675794113,38.1273055879,296.1055680721,0.0,0.0,0.0,0.0
134364.9889,2021,골목상권,2110965,언주역 6번,0,1,0,0,0,1,0,0,65107,0.9215598937,344.8169935644,230.3899734284,174.9427864899,9.9835655152,2.1503064187,49.6106409449,32.8689695424,13.9769917213,6.2973259404,2.6110863655,0.9215598937,124623.7731733915,26973.7509023607,18947.5786013793,19483.0048996268,19318.5064585989,18916.8599382555,18144.7463406393,15079.1773542015,14734.0531740059,0.3071866312,0.0,0.0,0.0,0.3071866312,6898.4901777075,27454.037200301,37216.5819343542,25502.0197521004,13682.5533352788,13870.5515535964,34.251309383,5.222172731,184.0047921114,132.0902514323,44.8492481607,19.0455711367,9.8299721996,67.5810588723,0.0,0.0,0.0,0.0
52464.0537,2021,골목상권,2110966,논현2동주민센터,0,1,0,0,0,1,0,0,93544,0.6414093902,306.1660822714,168.5837680664,174.9978619687,6.4140939023,1.2828187805,14.8593175404,23.0907380484,7.3762079877,14.1110065851,12.4005815445,16.8904472761,189247.8405883862,37821.346104507,28894.5309159326,30566.7920978363,30546.9084067391,29588.2151714701,28351.5778671,21908.8343453348,19391.3024886684,0.5345078252,0.0,0.0,0.0,0.0,15565.0816727957,38231.7412126914,47848.926708287,37836.2054220474,22610.2155135551,27155.6700590097,11.6522705892,1.7104250406,22.5562302232,30.4669460361,16.0352347558,17.4249551013,13.4695971949,166.2319336355,0.0,0.0,0.0,0.0
145160.7901,2021,골목상권,2110967,역삼역 8번,0,1,0,0,0,1,0,0,68671,1.3105969041,186.2503822574,125.8173027916,54.8994480931,4.8055219816,0.4368656347,30.7262163067,12.0866158932,8.8829345721,1.3105969041,0.5824875129,3.2036813211,85438.6859081708,18707.8970744565,13054.4188958949,13535.1167159354,13450.6560265614,13183.5855018858,12573.8666977327,9925.587220224,9715.4548499367,0.4368656347,0.0,0.0,0.0,0.0,5402.5716823696,18552.8097741405,24933.9604782222,17032.6629872872,9944.6636862722,9571.8716780009,29.4156194027,4.8055219816,167.7564037221,109.6532743079,46.016513521,17.4746253877,9.1741783286,8.1548251809,0.0,0.0,0.0,0.0
233905.2963,2021,골목상권,2110971,선정릉역 4번,0,1,0,0,0,1,0,0,133221,0.675569167,290.49474182,191.3362007491,115.7475172833,9.8332845422,2.5521501865,54.4208495658,47.7402211363,9.3829050975,5.1043003731,2.0267075011,3.6030355575,63865.0813310214,14037.5766583346,9581.2972429272,9667.2446536207,9639.9216339766,9552.7732114306,9237.5826633939,8139.7827669812,8046.554221932,0.0750632408,0.0,0.0750632408,0.0,0.0,3417.4792262481,13822.2202205358,18931.5498307324,11956.52337094,7567.425556031,8170.0332530157,25.3713753838,5.1793636138,117.9994145067,107.8658770014,29.8751698306,21.0927706593,8.2569564858,50.7427507675,0.0,0.0,0.0,0.0
69816.55556,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,0,1,0,0,0,1,0,0,46603,0.6437353818,412.2052228397,215.222195996,563.9121944939,11.8018153338,0.0,47.8509967169,26.1785721949,36.2637598438,19.3120614553,3.4332553698,0.8583138425,58424.7795206317,13415.445357595,8691.0713902538,8692.5734394781,8747.0763684741,8605.4545844688,8333.1545179495,7617.9645087226,7737.2701328241,0.4291569212,0.0,0.0,0.0,0.0,7961.7192026264,9703.4525674313,12134.4119477287,11188.9792502629,7996.0517563247,9439.7356393365,46.5635259533,7.5102461215,169.3024054245,142.909254769,97.2040426582,54.7175074566,33.6888183164,262.4294573311,0.0,0.0,0.0,0.0
113803.3259,2021,골목상권,2110974,언주중학교,0,1,0,0,0,1,0,0,35150,1.706970128,430.4409672831,226.4580369844,83.0725462304,16.5007112376,1.1379800853,52.9160739687,45.8036984353,17.0697012802,6.5433854908,5.6899004267,25.0355618777,214480.2275960171,46561.3086770982,31156.1877667141,32012.8022759602,31788.0512091038,31123.186344239,30133.4281650071,29169.8435277383,29096.159317212,0.5689900427,0.0,0.0,0.0,0.0,32771.2660028449,36231.0099573257,49264.2958748222,41306.4011379801,23613.0867709815,31294.4523470839,65.1493598862,2.8449502134,212.2332859175,175.8179231863,70.8392603129,34.4238975818,15.0782361309,493.0298719772,0.0,0.0,0.0,0.0
278251.6796,2021,골목상권,2110975,매봉역 1번,0,1,0,0,0,1,0,0,52363,1.1458472586,169.9673433531,67.414013712,2069.5911235032,4.7743635773,0.1909745431,3.8194908619,9.3577526116,1.9097454309,1.7187708878,3.6285163188,27.1183851193,55853.560720356,11992.6283826366,8183.4501460955,8214.7699711628,8228.9020873518,7971.0864541757,7866.6233791036,7575.0052517999,7813.5324561236,2.2916945171,0.0,0.0,0.0,0.0,5644.4435956687,9085.6138876688,9561.5224490575,8830.471898096,9838.6265110861,12893.073353322,14.8960143613,5.7292362928,11.4584725856,10.6945744132,8.5938544392,6.8750835514,8.7848289823,331.9137558963,11570.192693314,109038.6341500678,0.3819490862,0.1909745431
98682.39815,2021,골목상권,2110976,언북초등학교,0,1,0,0,0,1,0,0,55724,1.0767353385,362.8598090589,193.8123609217,103.7255042711,10.0495298256,0.0,11.3057210538,32.1226042639,19.7401478717,12.561912282,9.8700739358,9.1522503769,136953.1979039552,28376.1036537219,19675.7232072357,20655.3729093389,20709.9274998205,20396.7769722202,19971.6459694207,18526.6671452157,17016.9047448137,0.3589117795,0.1794558897,0.0,0.0,0.0,14016.7611801019,24605.7354102362,31633.7664202139,26507.6089297251,17407.400760893,22781.7457468954,24.5854568947,3.5891177948,57.2464288278,47.1968990022,68.5521498816,29.7896776972,19.5606919819,296.4611298543,0.0,0.0,0.0,0.0
59501.19012,2021,골목상권,2110977,논현로18길,0,1,0,0,0,1,0,0,17287,5.2062243304,399.7223347024,196.6795858159,85.6134667669,9.2555099207,1.1569387401,17.3540811014,32.3942847226,14.4617342512,3.4708162203,0.0,0.0,72627.9863481229,15084.7457627119,11129.1722103315,11056.8635390756,11069.5898652166,10862.4978307399,10661.1904899636,8984.7862555678,8864.464626598,0.0,0.0,0.0,0.0,0.0,9226.5864522474,10628.7962052409,14845.8379128825,13393.3013246949,12214.3807485394,12319.0837045178,118.5862208596,34.1296928328,330.8844796668,434.4304969052,314.6873373055,33.5512234627,17.9325504715,32.9727540927,0.0,0.0,0.0,0.0
81139.8037,2021,골목상권,2110980,개포지구대옆,0,1,0,0,0,1,0,0,85827,0.3495403544,306.3138639356,131.0776329127,77.2484183299,8.9715357638,1.0486210633,17.8265580761,26.9146072914,25.6329593252,2.5632959325,1.3981614177,6.2917263798,61892.8775327112,12690.1790811749,9189.7654584222,9153.2967481096,9109.9537441598,9041.7933750451,8917.2404954152,8254.62849686,8226.1992146993,0.1165134515,0.0,0.0,0.0,0.0,8700.7585025691,8583.4294569308,10036.1191699582,11101.0521164668,10421.1961270929,13049.9726193389,25.5164458737,5.359618768,63.2668041525,86.4529809967,54.5282952917,11.0687778904,2.679809384,57.2081046757,0.0,0.0,0.0,0.0
163723.2617,2021,골목상권,2110981,국악고교사거리,0,1,0,0,0,1,0,0,67409,1.3351332908,314.2013677699,134.5517660846,53.5536797757,8.1591478883,2.0768740079,18.8402142147,32.4882434096,29.0762361109,1.7801777211,1.7801777211,0.0,66883.5022029699,13053.004791645,9818.8669168805,9946.7430165111,9861.7395303298,9720.0670533608,9567.7135100654,9086.3237846578,8882.3450874512,0.2966962868,0.0,0.0,0.0,0.0,10013.2029847646,8698.2450414633,12345.235799374,12387.5150202495,11249.3880639084,12189.9152932101,46.4329688914,11.8678514738,141.672476969,180.8363868326,113.634677862,18.9885623581,7.714103458,1.1867851474,338.8271595781,0.0,0.1483481434,0.0
45187.88148,2021,골목상권,2110982,강남구보훈회관,0,1,0,0,0,1,0,0,19865,1.5101938082,416.3100931286,204.3795620438,83.5640573874,11.0747545935,2.0135917443,52.3533853511,30.7072741002,10.5713566574,3.0203876164,3.5237855525,1.5101938082,96382.079033476,20857.7900830607,13877.6743015354,13699.4714321671,13624.4651396929,13683.3626982129,13535.8671029449,13860.558771709,14100.1761892776,0.5033979361,0.0,0.0,0.0,0.0,21175.9375786559,11373.7729675308,17358.1676315127,22211.9305310848,9655.6758117292,14606.5945129625,67.4553234332,8.0543669771,202.8693682356,125.8494840171,63.4281399446,27.6868864838,21.1427133149,1647.6214447521,0.0,0.0,0.0,0.0
514233.1704,2021,골목상권,2110983,국립국악고등학교,0,1,0,0,0,1,0,0,56041,0.5353223533,482.3254403026,219.660605628,139.7191342053,11.7770917721,1.7844078443,29.7996109991,41.7551435556,23.3757427598,8.5651576524,1.9628486287,1.7844078443,83125.9256615692,17518.2455702075,11968.3802929998,11932.8705768991,11893.9704858943,11875.0557627451,11850.6093752788,11703.9310504809,11901.2865580557,0.5353223533,0.1784407844,0.0,0.0,0.0,15646.5801823665,10618.4757588194,11516.0329044806,14848.5929944148,14080.7622990311,16415.6599632412,43.182669831,8.2082760836,113.3098981103,145.9645616602,112.2392534038,16.2381113827,6.0669866705,18.5578415803,1324.9228243607,0.0,0.1784407844,0.0
145789.3333,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),0,1,0,0,0,1,0,0,137097,0.5835284507,311.2394873703,139.4632997075,113.4962836532,7.7317519712,1.969408521,26.6234855613,24.143489646,15.1717397171,5.5435202813,1.8235264083,2.5529369716,70429.6228217977,16390.7306505613,10124.1456778777,10176.663238437,10114.8821637235,10149.5291654814,10019.0376157028,9812.8332494511,10032.4587700679,0.7294105633,0.0,0.0,0.0,0.0,12811.9506626695,7990.7656622683,12749.1484131673,12378.0972596045,10868.144452468,13631.5163716201,18.3082051394,3.719993873,56.0916723196,64.4069527415,46.1716886584,10.7952763372,3.719993873,14.5152702101,280.8230668797,0.0,0.0729410563,0.0
164197.8259,2021,골목상권,2110985,청담근린공원,0,1,0,0,0,1,0,0,43265,0.6934011326,220.9638275743,110.9441812088,309.2569051196,6.240610193,0.0,3.2358719519,10.1698832775,8.5519473015,8.5519473015,1.1556685543,23.5756385069,58374.4366115798,12615.740205709,8495.5506760661,8746.0996186294,8639.3158442159,8701.9530798567,8374.8988790015,7923.0324742864,7493.5860395239,0.2311337109,0.0,0.0,0.0,0.0,5420.3166531839,8875.5344967063,12614.122269733,10841.3267075003,8067.4910435687,12555.1831734658,20.339766555,0.0,5.0849416387,21.4954351092,21.9577025309,13.6368889403,11.0944181209,412.8048075812,0.0,0.0,0.0,0.0
89755.52593,2021,골목상권,2110988,청담역 3번,0,1,0,0,0,1,0,0,79185,0.3788596325,162.7833554335,58.4706699501,201.3007514049,2.6520174275,0.0,0.0,0.2525730883,0.2525730883,0.5051461767,1.6417250742,40.9168403107,25031.7610658584,5528.0671844415,3530.0877691482,3631.2432910273,3635.6633200732,3570.7520363705,3535.0129443708,3615.8363326388,3513.2916587738,0.2525730883,0.0,0.0,0.0,0.0,3199.4695965145,3235.3349750584,4487.3397739471,4608.1959967165,3486.0137652333,6015.2806718444,7.9560522826,0.2525730883,4.7988886784,12.3760813285,4.2937425017,1.51543853,5.3040348551,253.0782345141,0.0,138363.3263875734,0.0,0.1262865442
63876.9679,2021,골목상권,2110989,대치동아우편취급국,0,1,0,0,0,1,0,0,40587,2.2174587922,391.2582846724,222.7314164634,109.3946337497,14.7830586148,0.4927686205,69.2339911794,60.3641560105,26.1167368862,10.1017567201,1.971074482,0.985537241,174636.7063345406,35766.8711656442,26540.2715155099,26700.914085791,26702.3923916525,26439.5003326188,25638.7513243157,21579.0770443738,21036.0460245892,0.2463843102,0.2463843102,0.0,0.0,0.0,29711.7303570109,26446.1527089955,36379.1361766083,37195.407396457,22593.9340182817,22310.3456771873,68.4948382487,5.1740705152,314.6327641856,346.6627245177,140.6854411511,113.0903984034,26.1167368862,151.2799664917,0.0,0.0,0.0,0.0
