매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,area,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
38957.30037,2020,골목상권,2110963,역삼월드메르디앙아파트,1,0,0,0,0,1,0,0,40391,0.7427397192,426.8277586591,209.7001807333,193.1123270035,10.6459359758,0.7427397192,45.5547027803,28.4716892377,21.5394518581,2.4757990641,7.4273971924,28.2241093313,105011.5124656483,30982.6446485603,15566.5866158303,15609.9130994528,15315.2930108192,15492.0650639994,15242.0093585205,13725.8300116363,14060.0628852962,0.2475799064,0.0,0.0,0.0,0.2475799064,14160.0851674878,18023.0744472779,22367.8542249511,19614.7656656186,12661.2364140526,18184.7441261667,43.574063529,13.8644747592,191.6268475651,194.1026466292,83.9295882746,47.2877621252,32.9281275532,284.2217325642,0.0,0.0,0.0,0.0
117776.2543,2020,골목상권,2110965,언주역 6번,1,0,0,0,0,1,0,0,65107,1.0751532093,354.646965764,232.2330932158,174.9427864899,9.8299721996,3.9934262061,56.2151535165,31.025849755,7.3724791497,6.7581058872,1.0751532093,0.1535933156,123649.0699924739,25889.3820940913,18500.7756462439,19221.4354831278,18921.6213310397,18967.3921390941,18404.3190440352,14916.5220329611,14717.1579092878,0.3071866312,0.0,0.0,0.0,0.3071866312,6898.3365843918,27878.8763113029,37618.3820480133,23078.9316048966,13052.974334557,15121.5691093124,33.3297494893,8.9084123059,201.3608367764,118.2668530266,35.0192759611,17.3560446649,9.676378884,61.1301396163,0.0,0.0,0.0,0.0
73069.81868,2020,골목상권,2110966,논현2동주민센터,1,0,0,0,0,1,0,0,93544,0.6414093902,308.6248182673,164.5215085949,174.9978619687,6.4140939023,2.9932438211,16.462841016,21.2734114427,7.4831095527,15.7145300607,20.5251004875,5.6657829471,233300.9065252716,39075.7290686736,35149.3414863594,37231.5701701873,36754.0408791585,37309.2876079706,35982.5322842726,27042.0336953733,23832.1004019499,0.9621140854,0.0,0.0,0.0,0.2138031301,17570.4481313606,47702.5784657487,58991.0630291628,45431.5616180621,27344.4582228684,36260.7970580689,10.5832549389,3.4208500812,25.7632771744,31.5359616865,12.5074831096,18.2801676217,25.0149662191,151.4795176601,0.0,0.0,0.0,0.0
282864.2442,2020,골목상권,2110967,역삼역 8번,1,0,0,0,0,1,0,0,68671,1.3105969041,190.3277948479,127.7103872086,54.8994480931,4.6599001034,1.0193531476,31.0174600632,12.3778596496,6.2617407639,1.1649750258,2.4755719299,0.8737312694,94718.7313421968,19660.2641580871,14221.5782499163,14890.273914753,14874.9836175387,14824.744069549,14438.5548484804,10833.3940091159,10634.9113890871,1.0193531476,0.0,0.0,0.0,0.4368656347,6322.6107090329,21305.3545164626,27669.904326426,17854.5528680229,10319.9312664735,11245.9407901443,28.6875100115,8.1548251809,182.9010790581,101.7896928835,32.3280569673,16.3096503619,7.8635814245,3.3493031993,0.0,0.0,0.0,0.0
380182.884,2020,골목상권,2110971,선정릉역 4번,1,0,0,0,0,1,0,0,133221,0.675569167,287.9425916335,182.0283588924,115.7475172833,9.7582213014,3.077592872,61.176541236,41.2847824292,9.6080948199,3.0025296312,2.0267075011,2.7022766681,62994.6479909324,15541.844003573,9511.4884290014,9759.2721868174,9548.4946067062,9631.2142980461,9360.5362517921,7636.7089272712,7546.9332912979,0.5254426855,0.0750632408,0.0750632408,0.0,0.3002529631,3147.176496198,13869.4349989866,18853.7843132839,11489.4798868046,6920.1552307819,8714.6921281179,24.9209959391,6.7556916702,136.8402879426,92.4779126414,29.8751698306,15.9884702862,10.2836639869,41.9603515962,0.0,0.0,0.0,0.0
12249.52747,2020,골목상권,2110972,강남세브란스병원미래의학연구센터,1,0,0,0,0,1,0,0,46603,0.6437353818,428.0840289252,217.3679806021,563.9121944939,12.0163937944,0.4291569212,53.6446151535,26.3931506555,38.6241229105,13.3038645581,2.3603630668,0.4291569212,48799.2189344034,14510.6538205695,7124.6486277707,7206.4030212647,7145.2481599897,7185.1597536639,6953.8441731219,6424.4791107869,6759.6506662661,0.4291569212,0.0,0.0,0.0,0.0,5955.625174345,8795.5711005729,10623.350428084,8536.7894770723,6176.6409887775,8711.027187091,43.1302705834,9.2268738064,184.5374761281,132.1803317383,92.6978949853,52.1425659292,22.5307383645,256.2066819733,0.0,0.0,0.0,0.0
123777.8022,2020,골목상권,2110974,언주중학교,1,0,0,0,0,1,0,0,35150,1.706970128,420.7681365576,219.0611664296,83.0725462304,16.2162162162,1.706970128,58.6059743954,47.226173542,12.2332859175,5.4054054054,2.8449502134,24.1820768137,206437.5533428165,52990.8961593172,30136.2731152205,30853.20056899,30234.4238975818,30913.7980085349,29944.2389758179,27291.6073968706,27064.0113798009,0.5689900427,0.0,0.0,0.0,0.0,31644.0967283073,34582.3613086771,46097.86628734,39626.7425320057,22435.5618776671,32050.9246088193,57.7524893314,9.1038406828,228.4495021337,173.2574679943,50.640113798,23.8975817923,11.9487908962,496.1593172119,0.0,0.0,0.0,0.0
84833.38828,2020,골목상권,2110975,매봉역 1번,1,0,0,0,0,1,0,0,52363,1.1458472586,180.2799686802,68.9418100567,2069.5911235032,4.7743635773,0.3819490862,4.2014399481,8.7848289823,3.2465672326,1.7187708878,4.5833890342,24.8266906021,54291.0070087657,10828.2565933961,7817.7338960717,8004.3160246739,7756.6220422818,7928.6901056089,7812.5775834081,7432.1562935661,7539.2930122415,2.100719974,0.0,0.0,0.0,0.0,5317.1132288066,9576.800412505,8885.66354105,8373.6607910166,9557.5119836526,12580.6390008212,11.4584725856,7.2570326375,10.6945744132,11.8404216718,8.4028798961,6.8750835514,9.5487271547,328.6671886638,1737.2954185207,2022.9933349884,0.5729236293,0.1909745431
45202.32967,2020,골목상권,2110976,언북초등학교,1,0,0,0,0,1,0,0,55724,1.0767353385,360.8857942718,187.7108606704,103.7255042711,9.3317062666,0.0,17.7661330845,23.8676333357,13.4591917307,16.5099418563,8.2549709281,5.563132582,136928.97135884,29917.2708348288,19238.2097480439,20496.5544469169,20166.8939774603,20498.7079175939,20482.1979757376,18936.3649414974,17110.2218074797,0.3589117795,0.0,0.0,0.0,0.0,13078.9247003087,26357.0454382313,31367.9922475056,25852.7743880554,17532.3020601536,22739.9325245855,22.0730744383,3.9480295743,64.6041203072,43.4283253176,61.9122819611,35.3528102792,22.252530328,279.4128203288,0.0,0.0,0.0,0.0
45050.42002,2020,골목상권,2110977,논현로18길,1,0,0,0,0,1,0,0,17287,5.2062243304,408.9778446231,193.7872389657,85.6134667669,8.0985711807,1.7354081101,20.2464279516,32.3942847226,8.0985711807,0.0,0.0,0.0,75914.8493087291,18569.4452478741,11321.224041187,11399.8958755134,11296.928327645,11328.1656736276,11127.4368022213,9802.163475444,9638.4566437207,0.0,0.0,0.0,0.0,0.0,9870.4228611095,10439.0582518656,14390.0040492856,14229.7680337826,11903.1642274542,15083.5888239718,111.066119049,36.443570313,334.3552958871,410.1347833632,263.2035633713,20.8248973217,28.9234685023,11.5693874009,0.0,0.0,0.0,0.0
60238.17216,2020,골목상권,2110980,개포지구대옆,1,0,0,0,0,1,0,0,85827,0.3495403544,315.4019131509,129.7959849465,77.2484183299,8.7385088608,1.6311883207,18.0595849791,27.7302014518,21.9045288779,2.3302690296,5.7091591224,1.7477017722,74386.0323674368,19120.3234413413,10929.4278024398,11000.6175212928,10971.7221853263,10961.3524881448,11011.2202453773,9833.1527374835,9678.4228739208,0.233026903,0.0,0.0,0.0,0.0,11788.2484532839,9003.2274226059,11278.3855896163,13464.4109662461,11854.7776340779,16997.2153285097,23.1861768441,6.1752129283,65.7135866336,80.1612546168,45.9062998823,8.3889685064,6.7577801857,51.8484859077,0.0,0.0,0.0,0.0
111115.7399,2020,골목상권,2110981,국악고교사거리,1,0,0,0,0,1,0,0,67409,1.3351332908,312.2728419054,129.9529736385,53.5536797757,7.714103458,2.0768740079,18.9885623581,34.4167692741,22.6972659437,1.7801777211,0.5933925737,0.0,77777.8931596671,21954.7834858847,11365.693008352,11264.2228782507,11318.9633431738,11199.3947395748,10927.9176371108,10735.0650506609,10966.6365025442,1.038437004,0.0,0.0,0.0,0.0,11343.8858312688,10040.9440875847,15001.8543517928,14548.799121779,12383.9546648074,14458.7517987212,44.6527911703,12.9062884778,156.6556394547,168.8201872154,97.4647302289,13.7963773383,4.3020961593,0.5933925737,73.4323309944,0.0,0.5933925737,0.0
107218.8132,2020,골목상권,2110983,국립국악고등학교,1,0,0,0,0,1,0,0,56041,0.5353223533,506.0580646313,224.3000660231,139.7191342053,11.5986509877,1.7844078443,33.9037490409,39.7922949269,21.5913349155,7.8513945147,1.6059670598,0.8922039221,94324.5124105566,25370.3538480755,13567.7450438072,13563.9977873343,13738.691315287,13673.2035474028,13706.7504148748,13069.3599329063,13004.4074873753,0.7137631377,0.1784407844,0.0,0.0,0.0,18837.2798486822,10859.727699363,12462.8397066434,16324.2982816152,15722.7743973162,20117.2355953677,41.3982619868,9.8142431434,117.770917721,146.8567655823,94.2167341768,12.1339733409,8.5651576524,13.2046180475,0.0,0.0,0.0,0.0
68735.03755,2020,골목상권,2110984,포이초등학교(개포목련어린이공원),1,0,0,0,0,1,0,0,137097,0.875292676,329.839456735,142.0891777355,113.4962836532,7.8046930276,2.18823169,29.1034814766,25.7481928853,14.8070344355,3.2094064786,1.1670569013,2.4799959153,70353.3994179304,23845.3066077303,10095.3339606264,10227.0655083627,10172.2138340007,10087.2375033735,10073.6704668957,9769.360379877,9928.3718826816,1.0211747887,0.0,0.0,0.0,0.0729410563,12546.955805014,7529.413480966,12477.2970962165,12155.9917430724,10714.6035288883,14929.1377637731,17.9434998578,4.0846991546,63.0210726712,64.4798937978,41.1387557715,8.5341035909,2.3341138026,14.4423291538,14.5152702101,0.0,0.0729410563,0.0
198378.8095,2020,골목상권,2110985,청담근린공원,1,0,0,0,0,1,0,0,43265,0.6934011326,226.5110366347,109.095111522,309.2569051196,6.240610193,0.0,4.8538079279,9.7076158558,10.4010169883,6.240610193,1.3868022651,22.6511036635,73570.0912978158,16161.7935975962,10632.1506991795,10934.9358603952,10831.6190916445,11060.4414653877,10899.8035363458,9868.7160522362,9342.8868600485,0.2311337109,0.0,0.0,0.0,0.0,5640.1248122039,10821.6803420779,16580.6078816595,13907.0842482376,10422.7435571478,16198.3127239108,16.4104934705,0.0,7.858546169,36.9813937363,23.8067722177,13.8680226511,17.103894603,397.0877152433,0.0,0.0,0.0,0.0
