매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,area,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
79702.32821,2020,발달상권,2120196,서울세관,1,0,0,0,0,1,0,0,185479,0.8087168898,74.6715261566,48.6847567649,522.2693674216,1.4017759423,0.0,1.2400325643,1.5096048609,0.5930590525,1.5635193202,0.3234867559,1.7252626982,40980.2726993352,6745.1840909213,6249.7102097812,6708.4683441252,6524.8896101445,6615.4119873409,6401.1020115485,4454.3587144636,4026.4935653093,2.7496374253,0.2156578373,0.3774012152,0.0,0.161743378,3064.5517821425,8320.6185066773,11093.7626362014,8117.6305673419,4594.4823942333,5789.2268127389,510.2464429935,0.0,0.3774012152,0.0
143504.5329,2020,발달상권,2120197,역삼역,1,0,0,0,0,1,0,0,562806,2.5763762291,96.5874564237,65.6887097863,1042.8815613195,1.7768111925,0.2132173431,14.0368084207,7.5869837919,3.3404050419,2.0077966475,0.3731303504,0.6574201412,67131.0895761595,8770.3222780141,10909.9760841213,11668.1769561803,11207.0766836174,11443.2859635469,10772.8062600612,6007.3808736936,5122.3867549386,4.5131004289,0.1421448954,0.4442027981,0.0,0.8173331485,2531.7782681777,16346.6985071232,20042.0215847024,12990.3732369591,7671.7021495862,7548.5158296109,1278.6821746748,1010.7390468474,0.1243767835,0.0177681119
115616.5691,2020,발달상권,2120198,구역삼세무서,1,0,0,0,0,1,0,0,291469,1.4409765704,256.5967564304,175.0100353725,395.6166865087,4.7003283368,1.7497572641,28.8195314081,20.8598513049,5.9354511114,5.7295973157,1.6468303662,1.6811393321,77650.3504660873,15870.4013119749,11940.4121879171,12296.5735635694,11970.7070048616,12125.7492220442,11644.8747551198,8859.6728983185,8812.3951432228,2.676099345,0.034308966,0.1029268979,0.0,1.1665048427,5313.8412661381,18778.5665027842,21167.7056565192,13771.9963358024,8437.8441618148,10180.3622340626,284.078238166,0.0,0.2401627617,0.0
168007.0659,2020,발달상권,2120199,경복아파트교차로,1,0,0,0,0,1,0,0,112742,1.3304713416,65.3704919196,43.0185733799,339.7136825673,1.5078675205,0.3547923578,12.3290344326,3.1044331305,0.7095847155,0.0886980894,0.1773961789,4.0801121144,46997.0374838126,8894.2009189122,7031.9845310532,7377.5522875237,7274.5738056802,7317.9471714179,7121.3035071225,5597.647726668,5275.7623600788,1.6852636994,0.0,0.1773961789,0.0,0.5321885367,2992.4961416331,9576.1118305512,13712.9020240904,9074.5241347501,5274.7866810949,6366.039275514,564.5633393057,0.0,0.3547923578,0.0
119253.2244,2020,발달상권,2120200,학동사거리,1,0,0,0,0,1,0,0,266597,1.3503527797,37.9974268278,21.3055660791,351.2042521109,0.5251371921,0.3750979944,1.8754899718,0.7126861893,0.4501175932,0.2250587966,0.0750195989,2.8882545565,44751.3662944444,5735.6984512204,6205.9588067383,6972.0589504008,6856.6037877395,7084.4383095084,7065.9084685874,5978.8369711587,4587.5234905119,5.1013327232,0.0,0.2250587966,0.0,0.1500391977,3064.213025653,10898.5097356684,12463.7186464964,7897.8383102586,4730.9984733512,5696.0881030169,866.4763669509,0.0,0.1500391977,0.0
112325.3795,2020,발달상권,2120201,도곡1동,1,0,0,0,0,1,0,0,169293,0.8860378161,110.6365886363,63.5584460078,682.780741082,2.5399750728,1.8311448199,10.1008311035,6.0250571494,5.1980885211,5.5525036475,1.8311448199,0.0,58615.4773085715,11050.6636423243,8745.9020751006,8874.0231433078,8803.6126715222,8821.7469121582,8666.3358792153,7403.377576155,7300.3018435494,2.717182636,0.0,0.3544151264,0.0,0.5906918774,8544.2989373453,9434.707873332,11718.9133632223,10811.4925011666,7665.9401156575,10440.1245178478,770.0259313734,0.0,0.3544151264,0.0
46952.35714,2020,발달상권,2120202,압구정로데오역(압구정로데오),1,0,0,0,0,1,0,0,265701,1.354906455,70.7562259833,29.6950331388,441.6618680396,0.4892717754,0.0,0.0752725808,0.6021806467,0.0,1.80654194,1.2419975838,17.1997847204,86635.4285456208,10836.8052811243,12365.0268534932,13430.3973263179,13078.1216480179,13475.1845119138,13617.374417108,11546.7009909635,9122.5475252257,5.4948984008,0.0376362904,0.1881814521,0.0752725808,0.1881814521,7863.8017922402,19684.5326137275,20961.4190386939,15193.1306242732,9661.27338625,13271.1958178554,1120.6958197372,371.7712767359,0.1129088713,0.0376362904
80379.65018,2020,발달상권,2120203,강남구청역,1,0,0,0,0,1,0,0,173251,2.0779100842,89.5810125194,52.2940704527,445.942591962,1.3852733895,0.2308788982,4.5598582404,4.8484568632,1.2698339404,0.1731591737,0.3463183474,6.8109274983,126055.4340234688,20126.4639165142,18959.7174042285,19990.4762454474,19678.6742933663,19907.8215998753,19289.0084328518,14738.2121892514,13491.6392978973,6.4068894263,0.1154394491,0.4040380719,0.0,0.5771972456,13072.8826962038,24326.2665150562,30354.0527904601,24361.8218653861,14627.3903180934,19313.0775579939,725.767816636,1606.974851516,0.3463183474,0.0577197246
118387.1181,2020,발달상권,2120204,르네상스호텔사거리,1,0,0,0,0,1,0,0,160960,1.4910536779,98.1610337972,68.0914512922,2576.4786282306,1.3046719682,0.1242544732,15.0347912525,22.3036779324,8.3871769384,8.0144135189,2.3608349901,18.0168986083,82241.9234592445,10962.1645129225,13244.0357852883,14067.1595427435,13525.2857852883,13832.0079522863,13095.0546719682,7922.4652087475,6555.9145129225,2.9199801193,0.4348906561,0.4970178926,0.0,0.1863817097,4865.0596421471,16531.8712723658,22495.8996023857,16848.9686878728,10635.3131212724,10864.7490059642,1801.9383697813,0.0,0.1863817097,0.0
48349.68264,2020,발달상권,2120205,매봉역,1,0,0,0,0,1,0,0,122443,2.0417663729,90.0010617185,46.7972852674,1139.3056360919,1.8784250631,3.0218142319,4.8185686401,2.2867783377,4.6552273303,3.1851555418,2.2051076828,0.4083532746,46045.5068889197,7157.1261729948,7056.0995728625,7342.9269129309,7149.4491314326,7288.5342567562,7039.2754179496,5213.2829153157,4956.183693637,2.6951316123,0.0,0.0816706549,0.0,0.4900239295,3876.8243182542,7768.3493543935,9322.6235881186,8637.8151466397,7261.2562580139,9178.7198941548,23.1944659964,0.0,0.4900239295,0.0
54611.38901,2020,발달상권,2120206,개나리아파트,1,0,0,0,0,1,0,0,148412,2.0213998868,272.9563647144,139.8134921704,355.7663800771,3.3689998113,0.6737999623,16.3733390831,9.0962994906,4.3123197585,2.8299598415,3.7058997925,19.0011589359,84709.5922162628,17172.8701183193,12890.1975581489,13171.7785623804,12999.28577204,13094.3589467159,12709.4170282726,10039.215157804,9805.2044309086,3.0320998302,0.1347599925,0.2695199849,0.0,0.3368999811,11396.0461418214,14045.4949734523,18515.6860631216,16944.8562110881,10538.6356898364,13268.8057569469,377.5301188583,0.0,0.5390399698,0.0
97307.28034,2020,발달상권,2120207,선정릉역,1,0,0,0,0,1,0,0,323475,1.3911430559,211.2991730427,119.2673313239,375.6395393771,5.5336579334,1.5148002164,24.0204034315,15.4880593554,7.6049153721,2.9677718525,1.6384573769,13.6022876575,54340.6445629492,11260.2828657547,8144.7097921014,8414.18965917,8285.6171265167,8380.2766828967,8152.9329932761,6624.4995749285,6338.4187340598,2.5658860808,0.1545714507,0.1545714507,0.0,0.0927428704,6514.4447020635,9760.1051085864,13032.0735760105,10888.4766983538,6007.2339438906,8138.2796197542,430.6051472293,563.4438519206,0.3400571914,0.0309142901
