매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,area,점포수,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
216594.7009,2022,발달상권,2120224,수서역,1,0,0,0,0,1,0,0,60183,2.1600784275,98.6989681472,72.6118671386,2063.3733778642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34315.1720585547,5885.7152351993,5274.4130402273,5207.1182892179,5213.5985245003,5365.9671335759,5366.133293455,4131.5653922204,3756.210225479,6.6463951614,0.0,0.4984796371,0.0,0.0,3580.5792333383,3652.3603010817,5462.6721831747,5757.1074888257,5076.1843045378,10786.2685475965,1241.8789359121,6138.1120914544,0.9969592742,0.166159879
44385.97296,2022,발달상권,2120222,삼성역,1,0,0,0,0,1,0,0,356336,0.8419020251,20.935297023,14.2562076243,1215.8187777828,0.2245072067,0.0,0.0561268017,0.0841902025,0.1122536033,0.2525706075,0.7857752234,1.4873602443,24998.0355619415,2124.0907458129,4104.8336401598,4024.2636163621,4026.1719276189,4376.2909164384,4186.9752144044,2340.5998832563,1938.9284271025,2.4695792735,0.0841902025,0.4209510125,0.0280634008,0.0,2312.4242288177,4942.1332674779,6755.0850882313,5354.2443087423,3077.7131695927,2556.4916258812,1784.7481029141,878.0196219299,0.33676081,0.0280634008
91409.34815,2022,발달상권,2120205,매봉역,1,0,0,0,0,1,0,0,122443,0.7350358943,91.1444508874,48.3490277109,1139.3056360919,1.960095718,1.5517424434,5.880287154,1.1433891688,3.2668261967,4.9819099499,2.4501196475,1.4700717885,45917.8556552845,7199.7582548614,7016.7343171925,7013.7125029606,6990.2730249994,7377.9636238903,7240.8385942847,5317.5763416447,4960.5939090026,1.8784250631,0.0816706549,0.0816706549,0.0,0.0,4377.3837622404,7363.1812353503,9024.6890389814,8836.2748380879,7210.9471345851,9105.706328659,219.5307204168,0.0,0.4083532746,0.0
216729.5463,2022,발달상권,2120214,영동대교남단교차로,1,0,0,0,0,1,0,0,89135,0.673136254,85.3761148819,36.0127895888,447.6356089078,0.8975150053,0.0,0.0,1.7950300107,0.0,0.0,0.0,23.7841476412,28298.7603073989,4031.6374039378,4254.4455040108,4260.3915409211,4271.834857239,4516.4076961912,4494.3063891849,3546.5305435575,2955.0681550457,1.2340831323,0.0,0.1121893757,0.0,0.0,2802.4906041398,4147.9777865036,6445.3918213945,5839.3448140461,4275.537106636,4788.0181746789,1713.6927133001,0.0,0.2243787513,0.0
81295.06667,2022,전통시장,2130303,영동전통시장,1,0,0,0,0,1,0,0,39097,0.7673223009,292.0940225593,186.203545029,61.8973322761,4.859707906,0.0,30.1813438371,19.6946057242,6.1385784076,2.8135151035,0.5115482006,0.5115482006,92695.091695015,15825.2551346651,13509.4764304167,13576.7450187994,13660.3831496023,14335.1152262322,14512.1109036499,12423.9711486815,10677.2898176331,1.2788705016,0.0,0.0,0.0,0.0,4797.0432514004,20587.768882523,23300.5089904596,17990.1271197279,12144.9216052383,13874.4660715656,0.0,0.0,0.0,0.0
114317.3807,2022,발달상권,2120203,강남구청역,1,0,0,0,0,1,0,0,173251,1.0966747667,87.8494207826,53.1021465966,445.942591962,1.442993114,0.0,3.8672215456,3.3477440246,3.6940623719,1.0389550421,0.2885986228,6.9263669474,90191.6872052686,14279.0517803649,13808.4628660152,13791.2046683713,13968.0001847031,14697.3466242619,14407.8244858616,10376.1017252426,9142.746650813,5.0793357614,0.1154394491,0.2885986228,0.0,0.0,9171.837391992,17637.1276356269,21960.508164455,18676.0826777335,11413.4983347859,11332.6330006753,470.3580354515,882.5923082695,0.3463183474,0.0577197246
114781.8806,2022,발달상권,2120217,대치사거리,1,0,0,0,0,1,0,0,159410,0.501850574,237.6889781068,126.4036133241,174.3303431403,6.3985948184,1.1291637915,16.6238002635,14.240010037,15.5573677937,6.2104008531,3.0738347657,4.5793864877,87937.2686782511,17047.1739539552,12784.9570290446,12733.4546138887,12857.2862430211,13244.2130355687,13187.3157267424,11842.2307258014,11287.8740355059,0.6900445392,0.0,0.1254626435,0.0,0.0,27880.6850260335,10840.9133680447,12600.2132864939,16162.7250486168,10923.8441753968,9529.0132363089,255.0028229095,0.0,0.3136566087,0.0
103799.225,2022,발달상권,2120193,도산공원교차로,1,0,0,0,0,1,0,0,185023,0.4323786772,63.9920442323,32.2122114548,345.0381844419,1.729514709,0.0,2.0537987169,3.9454554299,1.729514709,1.4592780357,1.2430886971,6.1613961507,33612.4698010518,4121.974024851,5115.9045091691,5159.4666609016,5172.2218318804,5550.1748431276,5547.0400977176,3889.1381071542,3178.6318457705,1.0268993585,0.0,0.2161893386,0.0,0.0,2331.1696383693,6655.9833101831,8898.6234143863,7336.2771114942,4132.6213497781,4257.6868821714,385.7898747723,0.0,0.162142004,0.0
135782.5772,2022,발달상권,2120207,선정릉역,1,0,0,0,0,1,0,0,323475,0.5873715125,209.0733441533,120.2875028982,375.6395393771,5.5645722235,0.2782286112,17.992116856,17.2501738929,7.0175438596,6.7702295386,2.5040575006,6.7702295386,52080.7790401113,10635.9996908571,7815.4416879202,7781.2813973259,7854.6100935157,8114.321044903,7996.9394852771,6430.1414328773,6088.0129840019,2.2258288894,0.1236571605,0.1236571605,0.0,0.0,6349.7951928279,9303.2537290362,12278.352268336,10894.7832135405,6344.4470206353,6910.054872865,265.7083236726,342.715820388,0.3091429013,0.0309142901
285333.3044,2022,발달상권,2120192,뱅뱅사거리,1,0,0,0,0,1,0,0,317599,0.7871561308,212.0598616494,151.0080321412,864.6752666098,1.479853526,0.2833762071,11.3350482842,17.8527010475,1.8576884688,2.7078170901,1.1649910736,9.8866810034,51799.3444563742,9230.4446802414,8074.4271864836,7980.062909518,8021.2154320385,8438.5656126121,8202.8910670374,5730.4651463008,5351.7485886291,2.7393033353,0.0629724905,0.409321188,0.0,0.0314862452,4508.0116750997,10101.8894895765,13749.2876237016,10718.830978687,6446.2419592001,6275.1142163546,209.7298795021,0.0,0.0944587357,0.0
56722.73472,2022,발달상권,2120188,압구정역,1,0,0,0,0,1,0,0,251745,0.6355637649,44.8469681622,23.7541957139,340.7813462035,0.7944547062,0.0397227353,2.1053049713,1.1916820592,0.5561182943,0.3177818825,0.6752865002,3.8928280601,75992.5718484975,8667.1830622257,11128.9995829113,11197.8788059346,11151.2443146835,11934.775268625,12356.7101630618,10062.4838626388,8160.3606824366,8.4609426205,0.0,0.5561182943,0.0397227353,0.0,11096.6255536356,12923.9111005184,15573.5367137381,14589.2470555522,10088.6611452065,11720.5505571114,1347.75268625,592.1468152297,0.2383364118,0.0397227353
220541.1385,2022,발달상권,2120204,르네상스호텔사거리,1,0,0,0,0,1,0,0,160960,0.8076540755,99.0929423459,70.0173956262,2576.4786282306,1.2425447316,0.1242544732,14.7241550696,21.7445328032,2.8578528827,12.1769383698,3.9761431412,0.6833996024,83369.222166998,13705.6411530815,13263.8543737575,13070.7007952286,13092.569582505,14007.2067594433,13605.8648111332,8716.3270377734,7612.6988071571,1.8638170974,0.0621272366,0.4348906561,0.0,0.0621272366,5915.4448310139,15983.9090457256,22305.6660039761,18089.152584493,10886.3071570577,10188.7425447316,1304.2992047714,0.0,0.1863817097,0.0
187577.6307,2022,발달상권,2120198,구역삼세무서,1,0,0,0,0,1,0,0,291469,0.7204882852,253.0629329363,174.0150753596,395.6166865087,4.8032552347,1.0635779448,25.5601796417,23.7761134117,5.8668331795,3.7396772899,3.602441426,4.4601655751,71867.8144159413,16613.1561160878,10904.8989772497,10801.2515910783,10863.4537463675,11235.2943194645,10939.002089416,8617.691761388,8506.2219309772,1.1321958767,0.0686179319,0.1029268979,0.0,0.0,5007.4622000968,15970.9952001757,19893.8480593133,14063.4853106162,8302.7354538562,8629.3568098151,199.0949294779,0.0,0.2401627617,0.0
321983.596,2022,발달상권,2120191,학동역,1,0,0,0,0,0,1,0,366286,0.5733224857,119.9609048667,80.8384704848,378.4474427087,2.2932899428,0.218408566,13.0226107468,17.6910938447,1.8291717401,0.7371289102,0.6279246272,4.3954723904,51521.1064577953,8945.6326477124,7878.8433082345,8251.4210207324,8084.1200591887,7997.3026542101,7968.7184331369,5934.0788345719,5406.5675455791,1.7745695986,0.109204283,0.1638064245,0.0,0.0,3295.1846371415,11140.7479401342,13589.8996958661,10562.1290467012,6234.4725160121,6698.6726219402,469.3600082995,407.6322873383,0.1638064245,0.0273010707
203833.7125,2022,발달상권,2120217,대치사거리,1,0,0,0,0,0,1,0,159410,0.3763879305,237.6889781068,126.4036133241,174.3303431403,6.3985948184,1.1291637915,16.6238002635,14.240010037,15.5573677937,6.2104008531,3.0738347657,4.5793864877,86889.9692616524,17545.4488426071,12760.0526943103,12863.9984944483,12749.3883696129,12611.8185810175,12710.9340693808,11892.1021265918,11301.6749262907,0.6900445392,0.0,0.1254626435,0.0,0.0,26178.7842669845,11368.9856345273,13130.2929552726,16176.0240888276,10703.9708926667,9331.9741546954,292.5788846371,0.0,0.3136566087,0.0
229902.8308,2022,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",1,0,0,0,0,0,1,0,134148,0.745445329,102.42418821,50.0193815786,669.7080836091,1.4908906581,0.8945343948,2.9072367833,5.8144735665,0.6709007961,0.6709007961,4.2490383755,18.7106777589,46274.8606017235,7849.9120374512,6863.2405999344,7188.0311297969,7099.3231356412,7027.8349285863,7021.0513760921,5856.7403166652,5218.7136595402,5.5908399678,0.2981781316,0.3727226645,0.0,0.0,8066.1657274056,5986.2241703193,8259.9069684229,9381.6530995617,6461.520112115,8119.2414348332,626.7704326565,0.0,0.2981781316,0.0
205253.0566,2022,발달상권,2120219,은마아파트,1,0,0,0,0,0,1,0,149660,0.868635574,69.4240277963,27.9299746091,1146.6657757584,0.935453695,0.0,0.1336362421,1.1359080583,1.4031805426,1.3363624215,0.3340906054,7.9513564079,70598.4899104637,11072.4308432447,9624.1480689563,9633.9703327542,9530.7363356942,9499.5322731525,9726.9811572899,11728.5847921956,10854.4033141788,3.8086329012,0.0,0.4009087264,0.0,0.0,30289.5229186155,6735.9347855138,5644.527595884,11606.1739943873,8532.7408793265,7789.5229186155,1259.5215822531,0.0,0.4009087264,0.0
681.2356532,2022,발달상권,2120218,코엑스,1,0,0,0,0,0,1,0,145396,0.6189991472,1.9257751245,1.1692206113,19.9455280751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3358.2079286913,201.8624996561,454.6892624281,493.0672095518,521.6099480041,548.0893559658,538.4604803433,436.0505103304,366.3787174338,1.5131090264,0.0,0.4126660981,0.0,0.0,226.6912432254,698.1622603098,928.3611653691,759.8558419764,427.9347437344,317.1338963933,887.6447770228,0.0,0.2063330491,0.0
292127.6743,2022,발달상권,2120210,선릉역,1,0,0,0,0,0,1,0,360433,1.0820318894,132.6182674727,92.638576379,1353.372194,2.5802298902,0.527143741,15.4258905261,23.388535456,3.1351180386,2.9409071866,1.5259424082,0.0832332223,138227.8259759789,21328.4577161359,21227.3016066786,22728.4127701958,21980.9506898647,21823.5844109724,21643.2457627354,15477.1067022165,13347.2517777229,4.1616611132,0.0277444074,0.3051884816,0.0,0.0,16118.8348458659,24755.4746651944,32863.1118682252,28346.766250593,18699.7306018039,17443.879999889,1590.5036442279,1455.6380797541,0.1664664445,0.0277444074
307509.159,2022,발달상권,2120208,청담사거리(청담동명품거리),1,0,0,0,0,0,1,0,331336,0.4527126542,98.5404544028,57.7359538354,319.2227829152,1.3581379627,0.0,0.7545210904,4.0442330444,2.0824782094,6.820870657,1.0563295265,7.2434024676,47551.0961682401,8908.871960789,6622.4316102084,7185.2138010962,7059.2389598474,7101.7034068136,7261.963686409,6645.7312214791,5674.7531206992,2.8068184562,0.1509042181,0.2112659053,0.0,0.0,4719.3483352247,8665.976531376,11040.0016901272,9353.1943404882,6386.4174131395,7386.0974961972,1360.280802569,0.0,0.2414467489,0.0
60124.75635,2022,발달상권,2120222,삼성역,1,0,0,0,0,0,1,0,356336,0.8138386242,20.935297023,14.2562076243,1215.8187777828,0.2245072067,0.0,0.0561268017,0.0841902025,0.1122536033,0.2525706075,0.7857752234,1.4873602443,29199.7159983836,2226.1292712496,4689.7871671681,5123.2263930672,4886.4835436218,4889.0092496969,4775.4647299178,2608.7456782363,2227.0553634772,2.4695792735,0.0841902025,0.4209510125,0.0280634008,0.0,3497.513582686,5558.601993624,7822.8413632078,6114.818598177,3385.9615643662,2819.9508329217,2691.701091105,1379.4845314535,0.33676081,0.0280634008
57802.26923,2022,발달상권,2120195,성수대교남단,1,0,0,0,0,0,1,0,126829,0.7884632064,35.0077663626,17.6615758226,442.4067050911,0.7096168857,0.2365389619,1.8923116953,1.734619054,1.5769264127,0.3942316032,1.734619054,2.0500043365,81016.9598435689,10478.9913978664,11003.3194300988,12009.4773277405,11944.6656521773,11996.5465311561,12764.1154625519,12000.0946155848,9298.8985169007,4.0211623525,0.0,0.6307705651,0.0,0.0,8541.500760867,19040.755663137,19076.6307390266,14599.3424216859,9005.7478967744,10753.0612083987,1697.3247443408,0.0,0.1576926413,0.0
101953.2685,2022,발달상권,2120188,압구정역,1,0,0,0,0,0,1,0,251745,0.6355637649,44.8469681622,23.7541957139,340.7813462035,0.7944547062,0.0397227353,2.1053049713,1.1916820592,0.5561182943,0.3177818825,0.6752865002,3.8928280601,80052.950406165,8751.7924884308,11569.5644402074,12469.0857812469,11961.2306103398,11942.4417565394,12621.9785894457,10765.6160003178,8722.9935053328,8.4609426205,0.0,0.5561182943,0.0397227353,0.0,12238.7733619337,13117.1224850543,16321.7144332559,15510.6556237462,10500.7050785517,12364.0191463584,1884.0096129019,876.4424318259,0.2383364118,0.0397227353
304893.7033,2022,발달상권,2120196,서울세관,1,0,0,0,0,0,1,0,185479,0.3774012152,72.5688622432,48.4690989276,522.2693674216,1.347861483,0.0,0.7008879711,1.0782891864,0.5391445932,1.4017759423,1.1322036457,2.2104928321,43169.9006356515,7755.5410585565,6575.0839717704,7034.3812507076,6837.8091320311,6806.9161468414,6781.0372063684,4859.3102184075,4275.3087950657,1.9409205355,0.2156578373,0.2695722966,0.0,0.0,3391.0577477774,7972.7624151521,11185.68678934,9503.8252308887,5438.5671693291,5677.9473687048,526.0972940333,0.0,0.3774012152,0.0
258816.8709,2022,발달상권,2120198,구역삼세무서,1,0,0,0,0,0,1,0,291469,0.6861793192,253.0629329363,174.0150753596,395.6166865087,4.8032552347,1.0635779448,25.5601796417,23.7761134117,5.8668331795,3.7396772899,3.602441426,4.4601655751,71183.0417643043,16178.4272083824,10876.2166817054,11274.5780854911,11037.5717486251,10916.8384974045,10698.8050187155,8260.7412795186,8118.2218349121,1.1321958767,0.0686179319,0.1029268979,0.0,0.0,4460.851754389,15813.1739567501,19780.0109102512,14195.6091385362,8331.6236031962,8601.7380922156,318.5244399919,0.0,0.2401627617,0.0
47156.51149,2022,관광특구,1001496,강남 마이스 관광특구,1,0,0,0,0,0,1,0,237891,0.4623966438,1.2190456974,0.7566490536,668.5414748771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4491.931178565,273.1503083345,631.0453106675,686.2806915772,711.039930052,739.540377736,724.9959014843,544.9134267375,454.1996124275,1.4292259901,0.0420360585,0.3362884682,0.0420360585,0.0,315.6907995679,936.0589513685,1256.625933726,1004.9560513008,559.3317948136,419.2676477883,1938.7450555086,0.0,0.2101802927,0.0
218645.9133,2022,발달상권,2120207,선정릉역,1,0,0,0,0,0,1,0,323475,0.5564572224,209.0733441533,120.2875028982,375.6395393771,5.5645722235,0.2782286112,17.992116856,17.2501738929,7.0175438596,6.7702295386,2.5040575006,6.7702295386,53294.9377849911,10743.7669062524,8067.2385810341,8361.0170801453,8204.034314862,8105.4177293454,8069.340752763,6419.0122884303,6068.9079527011,2.2258288894,0.1236571605,0.1236571605,0.0,0.0,6453.9454362779,9348.4195069171,12860.4065229152,11041.1005487287,6441.9506917072,7149.1459927351,431.7489759641,491.0734987248,0.3091429013,0.0309142901
212616.5829,2022,발달상권,2120194,언주역(차병원),1,0,0,0,0,0,1,0,242446,0.866172261,107.1991288782,72.7584699273,520.8582529718,2.5985167831,0.1237388944,16.2097951709,12.7451061267,3.8359057275,1.1961426462,1.4436204351,4.2071224108,71055.0390602444,12008.9421974378,10916.5752373724,11407.5299241893,11114.4749758709,11031.7349017926,10933.6099585062,8215.4376644696,7435.7588906396,2.7635019757,0.0412462981,0.1237388944,0.0,0.0,2935.705270452,15549.2769523935,21164.0530262409,14461.3233462297,8328.7412454732,8615.9392194551,524.6529124011,398.4392400782,0.288724087,0.0412462981
61129.07692,2022,발달상권,2120220,대치역,1,0,0,0,0,0,1,0,163253,0.6125461707,50.9025867825,15.619927352,341.6782539984,0.1837638512,0.0,0.0,0.0,0.0,0.0,0.0,12.9859788182,31053.8856866336,3159.7581667718,4394.5899922207,4373.9471862692,4238.3294640834,4321.451979443,4411.6800303823,4952.4970444647,4361.3287351534,4.4103324288,0.0612546171,0.4900369365,0.0,0.0,12553.6437308962,2408.470288448,2386.3573716869,5515.8557576277,3741.2482465866,4448.3715460053,902.3417640105,666.143960601,0.3062730853,0.0612546171
144278.1339,2022,발달상권,2120215,포스코사거리,1,0,0,0,0,0,1,0,318625,1.0043154178,110.2550019616,69.8940761083,1935.0647312672,0.9101608474,0.0,4.1428010985,18.8936837976,3.075715967,4.9588073754,3.577873676,9.0388387603,98874.7901137701,14196.5005884661,15728.4582189094,16825.8611220086,16221.5770890545,16121.3652412711,15618.5170655159,9654.8293448411,8704.1820321695,2.8874068262,0.0,0.5335425657,0.0,0.0,10113.2365633582,17124.0800313849,26446.2612789329,22671.3534719498,12633.7857983523,9886.0415849353,1207.46959592,0.0,0.2196939976,0.0
84527.06593,2022,발달상권,2120221,봉은사역,1,0,0,0,0,0,1,0,124925,0.880528317,55.4732839704,39.1434860917,1561.9771863118,0.5603362017,0.0,0.4002401441,3.3620172103,0.5603362017,0.4802881729,1.4408645187,7.9247548529,30459.3956373824,3672.2033219932,4667.2003201921,4946.0076045627,4812.8877326396,4843.0658395037,4783.9903942365,3378.5871522914,3027.5765459276,2.641584951,0.1600960576,0.4802881729,0.0,0.0,3954.0524314589,4869.4016409846,6997.3984390634,6406.6439863918,4088.3730238143,4143.4460676406,2138.4830898539,845.6273764259,0.4802881729,0.0800480288
83808.03956,2022,발달상권,2120212,한티역,1,0,0,0,0,0,1,0,112734,0.8870438377,131.3711923643,60.4963897316,63.2462256285,1.7740876754,0.0,2.306313978,6.2980112477,3.2820621995,2.1289052105,0.7096350702,10.0235953661,92592.2082069296,12239.6082814413,12780.8824312098,13138.4498021892,13037.592917842,13036.439760853,13175.9717565242,14449.4118899356,12973.6370571434,5.1448542587,0.0887043838,0.5322263026,0.0887043838,0.0,33686.554189508,8864.495183352,8910.6214629127,18564.4969574396,11543.8997995281,11022.3180229567,1184.3809321057,1126.634378271,0.3548175351,0.0887043838
140125.9976,2022,발달상권,2120205,매봉역,1,0,0,0,0,0,1,0,122443,0.7350358943,91.1444508874,48.3490277109,1139.3056360919,1.960095718,1.5517424434,5.880287154,1.1433891688,3.2668261967,4.9819099499,2.4501196475,1.4700717885,49788.3913331101,7468.2913682285,7574.9532435501,7897.8790130918,7720.9803745416,7713.3850036343,7711.5065785713,5812.5821810965,5357.1866092794,1.8784250631,0.0816706549,0.0816706549,0.0,0.0,5070.359269211,8062.5270534044,9914.2458123372,9614.351167482,7805.2644904159,9321.8885522243,434.2428721936,0.0,0.4083532746,0.0
341209.1337,2022,발달상권,2120197,역삼역,1,0,0,0,0,0,1,0,562806,1.0483186036,106.8218888924,76.5094899486,1042.8815613195,1.7235068567,0.0888405596,12.526518907,7.4093026727,2.9850428034,2.3809269979,1.5102895136,1.1193910513,66526.6361765866,8299.6805293476,10752.4084675714,11736.3887378599,11206.5436402597,11076.8719594318,10681.8512951177,6024.3316524699,5048.2404238761,3.0561152511,0.0355362238,0.4442027981,0.0,0.0,2364.1361321663,15299.9434974041,20195.8578977481,14292.687000494,7745.795176313,6628.2164724612,1582.0726857923,688.869699328,0.1243767835,0.0177681119
157769.5206,2022,발달상권,2120193,도산공원교차로,1,0,0,0,0,0,1,0,185023,0.4323786772,63.9920442323,32.2122114548,345.0381844419,1.729514709,0.0,2.0537987169,3.9454554299,1.729514709,1.4592780357,1.2430886971,6.1613961507,36746.0802170541,4430.9626370776,5489.5877809786,6031.3042162326,5850.083503132,5850.5699291439,5889.2678207574,4264.658988342,3370.5539311329,1.0268993585,0.0,0.2161893386,0.0,0.0,2752.1983753371,7361.4631694438,9817.914529545,8040.4598347232,4441.8261513433,4332.2722039963,559.9844343676,0.0,0.162142004,0.0
753186.8854,2022,발달상권,2120199,경복아파트교차로,1,0,0,0,0,0,1,0,112742,0.6208866261,88.3432970854,56.8554753331,339.7136825673,1.59656561,0.0,9.8454879282,5.1444891877,1.4191694311,0.1773961789,0.0,13.0386191481,48753.8805414131,8524.3298859343,7351.4750492274,7746.9798300545,7599.9183977577,7553.7066931578,7429.0858774902,5693.9738518032,5378.5634457434,0.8869808944,0.0,0.0886980894,0.0,0.0,3197.3887282468,9812.3148427383,13450.4443774281,10195.2244948644,6111.8305511699,5986.7662450551,643.5046389101,0.0,0.3547923578,0.0
70307.96232,2022,발달상권,2120216,경기고교사거리(경기고교앞사거리),1,0,0,0,0,0,1,0,71694,0.9763718024,30.4070075599,21.0617345942,688.2026389935,0.1394816861,0.0,0.0,0.0,0.0,0.0,0.0,1.6737802327,27386.5316483946,2886.8524562725,4078.3050185511,4332.0222054844,4267.163221469,4232.9902083856,4232.9902083856,3460.5406310151,2782.9386001618,4.3239322677,0.0,0.5579267442,0.0,0.0,3105.280776634,3866.5718191202,6101.4868747733,5508.131782297,4010.5169191285,4794.8224398137,2843.4736519095,0.0,0.6974084303,0.0
158155.8489,2022,전통시장,2130310,강남개포시장,1,0,0,0,0,0,1,0,25363,1.5771005007,44.1588140204,32.7248353901,117.4939873043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82472.8935851437,9380.5937783385,11639.3959705082,11992.2722075464,12057.3276032015,11855.8530142333,12107.0062689745,11644.1272720104,11176.9112486693,11.8282537555,0.0,1.1828253755,0.0,0.0,19933.3675038442,8092.891219493,8677.6012301384,14125.300634783,12800.9304892954,18843.196782715,862.673973899,2474.4706856444,0.7885502504,0.3942751252
76046.6337,2022,전통시장,2130303,영동전통시장,1,0,0,0,0,0,1,0,39097,0.7673223009,292.0940225593,186.203545029,61.8973322761,4.859707906,0.0,30.1813438371,19.6946057242,6.1385784076,2.8135151035,0.5115482006,0.5115482006,105937.0284165025,18757.705194772,15255.6462132644,16126.045476635,15882.5485331355,15985.1139473617,16669.8212139039,14198.5318566642,11819.0654014374,1.2788705016,0.0,0.0,0.0,0.0,5403.4836432463,24623.8841854874,27498.0177507226,20219.1984039696,13240.4020768857,14952.042356191,0.0,0.0,0.0,0.0
177414.8254,2022,발달상권,2120203,강남구청역,1,0,0,0,0,0,1,0,173251,1.0389550421,87.8494207826,53.1021465966,445.942591962,1.442993114,0.0,3.8672215456,3.3477440246,3.6940623719,1.0389550421,0.2885986228,6.9263669474,95772.2610547702,14854.6328736919,14656.0770212005,15722.1603338509,15183.9239023151,15102.0196131624,14990.1010672377,10758.3217412886,9359.5996559904,5.0793357614,0.1154394491,0.2885986228,0.0,0.0,9068.3459258532,18762.7199843002,23860.352898396,20202.5962332108,12332.4540695292,11545.7919434808,831.7989506554,1361.896901028,0.3463183474,0.0577197246
242815.0615,2022,발달상권,2120224,수서역,1,0,0,0,0,0,1,0,60183,2.4923981855,98.6989681472,72.6118671386,2063.3733778642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36932.8547928817,6194.6064503265,5754.7812505192,5833.2087134241,5701.7762491069,5669.707392453,5733.0143063656,4286.5925593606,3953.4420018942,6.6463951614,0.0,0.4984796371,0.0,0.0,4566.2396357775,3783.4604456408,5842.8459864081,6127.6440190752,5337.0553146237,11275.7755512354,2188.9902464151,8330.7578552083,0.9969592742,0.166159879
372064.1612,2022,발달상권,2120185,논현역,1,0,0,0,0,0,1,0,321182,0.6538348973,117.3166615813,75.5957681315,397.4070776071,1.6501547409,0.0934049853,8.063963734,12.6719430105,5.0438692081,1.8369647116,0.7472398827,2.3973946236,80856.0878255942,14428.7973796788,12144.9520832425,12698.968186262,12377.0946067961,12325.0057599741,12589.9022983853,10032.7851498527,8687.3486060863,3.2691744867,0.0311349951,0.2179449658,0.0,0.0,4739.8671158409,17504.9348967252,20808.8249030145,15927.5737743709,10483.4953390912,11391.3917965515,279.4365811285,552.3659482785,0.0934049853,0.0311349951
5955.804945,2022,발달상권,2120223,휘문고교사거리,1,0,0,0,0,0,1,0,133569,0.2994706856,23.1341104598,8.3103115244,686.2370759682,0.6738090425,0.0,0.0,0.6738090425,0.9732797281,0.8235443853,0.7486767139,2.9947068556,17225.9281719561,1556.0496821867,2778.2644176418,2988.9420449356,2817.0458714223,2821.9871377341,2746.4456573007,1621.4840269823,1451.8338836107,0.6738090425,0.0,0.0,0.0,0.0,2966.7063465325,2637.2137247415,4095.3364927491,3672.1095463768,2069.8665109419,1784.6206829429,616.0112002036,0.0,0.374338357,0.0
385718.4129,2022,발달상권,2120190,강남을지병원,1,0,0,0,0,0,1,0,295195,0.4742627755,77.0338250987,45.1904673182,396.4498043666,1.5582919765,0.0,4.708751842,8.0624671827,1.2872846762,1.2195328512,1.1179051136,1.3211605888,53912.0581310659,8763.5969443927,8063.9915987737,8678.0602652484,8446.2812717018,8361.354358983,8528.0238486424,6387.2694320703,5447.0434797337,2.4390657023,0.0,0.1016277376,0.0,0.0,4352.5466217246,11425.9726621386,14104.0668032995,11099.645996714,6209.2176358001,6720.6084113891,805.230440895,0.0,0.2032554752,0.0
369046.098,2022,발달상권,2120192,뱅뱅사거리,1,0,0,0,0,0,1,0,317599,0.7871561308,212.0598616494,151.0080321412,864.6752666098,1.479853526,0.2833762071,11.3350482842,17.8527010475,1.8576884688,2.7078170901,1.1649910736,9.8866810034,53633.4497274866,9289.2924725834,8390.8324648377,8815.1725918532,8523.263612291,8474.1135834811,8340.9897386327,5723.2547961423,5365.7599677581,2.7393033353,0.0629724905,0.409321188,0.0,0.0314862452,4501.6829398077,10778.4344409145,14367.9293700547,11153.3096766677,6539.3467863564,6292.683541195,331.2352998593,0.0,0.0944587357,0.0
254745.7088,2022,발달상권,2120186,가로수길,1,0,0,0,0,0,1,0,256687,0.5454113375,122.7954668526,69.2282819153,253.9279355791,2.4153930663,0.0,5.999524713,5.4541133754,4.2464168423,2.8828884984,1.9089396814,3.7789214101,88552.9068476394,12688.4883145621,12479.1672348035,13104.481333297,13054.2645322903,13026.9550074604,13711.8358156042,12631.7265775049,10544.4373887263,1.6362340126,0.0779159054,0.1558318107,0.0,0.0,9281.3426468812,21103.522967661,20947.5742830763,16070.661934574,9799.6782073108,11350.243681994,843.4396755582,0.0,0.0779159054,0.0
