매출,기준_년_코드,상권_구분_코드_명,상권_코드,상권_코드_명,점포수,시간대1,시간대2,시간대3,시간대4,시간대5,분기_1,분기_2,분기_3,총 상주인구 수,총 가구 수,총_직장인구_수,아파트_단지_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,총_생활인구_수,시간대_생활인구_수,월요일_생활인구_수,화요일_생활인구_수,수요일_생활인구_수,목요일_생활인구_수,금요일_생활인구_수,토요일_생활인구_수,일요일_생활인구_수,집객시설_수,관공서_수,은행_수,백화점_수,숙박_시설_수,area,연령대_10_생활인구_수,연령대_20_생활인구_수,연령대_30_생활인구_수,연령대_40_생활인구_수,연령대_50_생활인구_수,연령대_60_이상_생활인구_수,배후지_아파트_단지_수,배후지_아파트_가격_1_억_미만_세대_수,배후지_아파트_가격_1_억_세대_수,배후지_아파트_가격_2_억_세대_수,배후지_아파트_가격_3_억_세대_수,배후지_아파트_가격_4_억_세대_수,배후지_아파트_가격_5_억_세대_수,배후지_아파트_가격_6_억_이상_세대_수,시간대_버스_승하차승객수,시간대_지하철_승하차승객수,버스정류장_수,지하철역_수
4108.695652,2020,골목상권,2111000,대왕초등학교(세곡동사거리서남측),3,0,1,0,0,0,0,0,0,444,201,39,0,0,0,0,0,0,0,0,53819,9616,7853,7758,8037,8016,8007,7452,6695,3,0,0,0,0,52892,15070,4252,5481,8140,6127,14751,12.0,0.0,0.0,19.0,62.0,225.0,295.0,373.0,3308,0,1,0
107783.2681,2020,골목상권,2111002,한국교통안전공단 강남자동차검사소,3,0,1,0,0,0,0,0,0,317,0,317,0,0,0,0,0,0,0,0,432,36,60,27,42,51,42,114,96,5,0,0,0,0,59240,75,0,0,12,0,345,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,5921,0,1,0
199707.6253,2020,발달상권,2120185,논현역,51,0,1,0,0,0,0,0,0,3768,2428,12764,52,4,281,370,159,58,14,76,2690468,545755,415956,421903,421518,404026,394234,334273,298556,105,1,7,0,0,321182,163227,566403,695322,520296,340076,405145,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,85398,1023260,3,1
138800.8631,2020,발달상권,2120186,가로수길,27,0,1,0,0,0,0,0,0,3152,1777,6518,62,0,196,151,94,54,43,88,2116401,374184,311520,320508,321290,312646,315629,285513,249293,42,2,4,0,0,256687,229499,483133,491982,368797,236796,306194,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,121854,0,2,0
181664.0585,2020,발달상권,2120187,신논현역,78,0,1,0,0,0,0,0,0,5512,3959,13076,61,5,365,218,64,28,43,75,2970832,566814,441754,453476,453507,438280,441256,401190,341368,154,3,7,0,0,382392,211455,795654,775815,524436,316849,346623,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,50311,1175460,3,1
146556.1599,2020,발달상권,2120188,압구정역,42,0,1,0,0,0,0,0,0,1129,598,8579,20,1,55,36,15,8,26,80,1606274,297146,246123,256258,253648,241828,239213,208215,160991,213,0,14,1,0,251745,202160,288171,339400,309635,208373,258534,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,393369,1397736,6,1
238871.1248,2020,발달상권,2120190,강남을지병원,33,0,1,0,0,0,0,0,0,2274,1334,11703,46,0,174,215,40,34,32,30,1386689,274635,215476,225660,224192,212261,204319,164518,140266,72,0,3,0,0,295195,97254,294863,375387,285925,152917,180342,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,227285,0,6,0
248482.0657,2020,발달상권,2120191,학동역,48,0,1,0,0,0,0,0,0,4394,2961,13862,82,18,307,559,57,30,20,155,1804491,383541,284657,290224,290589,277021,261446,210099,190453,65,4,6,0,0,366286,132512,386174,480762,348476,207745,248822,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,317650,1329463,6,1
214701.1724,2020,발달상권,2120192,뱅뱅사거리,64,0,1,0,0,0,0,0,0,6735,4796,27462,47,11,405,536,94,52,56,278,1739894,377518,282436,285374,283410,269770,255174,188786,174945,87,2,13,0,1,317599,133970,346716,463774,356016,218021,221396,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,106784,0,3,0
183100.5198,2020,발달상권,2120193,도산공원교차로,22,0,1,0,0,0,0,0,0,1184,596,6384,33,0,51,65,36,21,32,102,610555,120451,95757,100976,100388,95146,91000,70536,56750,19,0,4,0,0,185023,42815,120148,164304,129896,70776,82617,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,98290,0,3,0
149961.5377,2020,발달상권,2120194,언주역(차병원),45,0,1,0,0,0,0,0,0,2599,1764,12628,63,5,400,330,80,39,13,97,1658788,354440,260786,265059,263318,252179,242604,198581,176261,67,1,3,0,0,242446,81180,354726,484468,334217,191744,212452,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,200389,451606,8,1
125835.1757,2020,발달상권,2120195,성수대교남단,12,0,1,0,0,0,0,0,0,444,224,5611,9,5,23,26,15,6,21,26,939803,161892,135669,144245,145054,139390,141934,130530,102979,51,0,8,0,0,126829,94409,203779,220725,171309,110091,139490,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,134028,0,3,0
241704.2899,2020,발달상권,2120196,서울세관,15,0,1,0,0,0,0,0,0,1346,899,9687,24,0,16,19,10,22,17,33,813970,167835,128369,132511,132748,126396,119355,92073,82518,36,4,5,0,0,185479,70339,152510,212710,171791,95092,111527,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,90007,0,7,0
259407.8729,2020,발달상권,2120197,역삼역,145,0,1,0,0,0,0,0,0,6012,4306,58694,101,6,749,419,202,135,61,39,3233852,685308,545812,564476,560793,519743,479661,303142,260225,172,2,25,0,0,562806,126463,747262,963118,656441,383821,356748,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,408444,2525015,7,1
157866.8718,2020,발달상권,2120198,구역삼세무서,39,0,1,0,0,0,0,0,0,7376,5072,11531,141,36,766,717,161,146,106,66,2091420,441498,328421,332433,331363,315895,299932,242837,240540,33,2,3,0,0,291469,136934,480908,581241,394258,230867,267211,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,145404,0,7,0
417611.6717,2020,발달상권,2120199,경복아파트교차로,15,0,1,0,0,0,0,0,0,996,641,3830,17,2,126,45,12,2,0,48,525971,113078,80730,82803,82817,79623,76562,63576,59860,10,0,1,0,0,112742,37003,103867,149487,104901,62995,67719,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,50912,0,4,0
218121.0754,2020,발달상권,2120200,학동사거리,34,0,1,0,0,0,0,0,0,976,565,9363,14,7,45,27,9,8,3,77,1156239,211756,165071,181108,181761,173764,172286,158286,123968,78,1,4,0,0,266597,80062,267332,320988,215453,132050,140353,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,164045,0,4,0
222291.1558,2020,발달상권,2120201,도곡1동,15,0,1,0,0,0,0,0,0,1880,1108,11559,47,25,176,136,101,67,68,0,1041715,222827,159621,160220,160503,154744,149655,129516,127456,36,0,5,0,0,169293,156339,169505,211044,202394,137334,165099,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,218005,0,6,0
88418.00664,2020,발달상권,2120202,압구정로데오역(압구정로데오),36,0,1,0,0,0,0,0,0,1843,793,11735,14,0,10,7,0,0,54,478,2129008,365782,302492,324810,327265,314763,322447,301307,235925,77,1,4,2,0,265701,197054,485026,513641,386113,246386,300789,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,197590,744756,3,1
133046.2758,2020,발달상권,2120203,강남구청역,40,0,1,0,0,0,0,0,0,1522,920,7726,26,0,74,62,67,9,7,119,1907166,380367,297018,305933,306811,292043,279307,223296,202760,88,2,5,0,0,173251,205850,363702,466886,385341,227982,257402,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,231150,1292969,6,1
224969.1712,2020,발달상권,2120204,르네상스호텔사거리,24,0,1,0,0,0,0,0,0,1595,1127,41471,20,2,230,362,69,200,32,11,1286922,287325,215025,220206,218707,205129,191418,128183,108253,30,1,7,0,1,160960,90621,238843,346479,272001,170951,168026,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,120983,0,3,0
172229.553,2020,발달상권,2120205,매봉역,24,0,1,0,0,0,0,0,0,1116,592,13950,24,29,66,18,50,55,29,9,534431,107853,83500,85212,85239,82141,78151,61956,58231,23,1,1,0,0,122443,50695,84511,109323,100963,82999,105937,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,65981,0,6,0
160582.1406,2020,발달상권,2120206,개나리아파트,30,0,1,0,0,0,0,0,0,4039,2082,5280,53,5,212,159,68,60,57,289,1189598,258891,181670,184457,186035,178524,171546,145600,141766,45,2,4,0,0,148412,174477,194389,260946,250773,146772,162242,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,133043,0,8,0
210500.7177,2020,발달상권,2120207,선정릉역,42,0,1,0,0,0,0,0,0,6763,3891,12151,180,22,704,510,245,164,64,198,1733068,364360,263606,267127,268197,258716,249927,216522,208973,72,4,4,0,0,323475,202861,320260,415293,348544,198351,247757,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,195483,867703,11,1
200032.9252,2020,발달상권,2120208,청담사거리(청담동명품거리),42,0,1,0,0,0,0,0,0,3265,1913,10577,47,0,52,129,235,74,32,224,1586277,319395,227685,242256,242855,235316,234044,216448,187674,93,5,7,0,0,331336,150307,295331,377248,294093,207087,262214,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,362126,0,8,0
176724.6709,2020,발달상권,2120209,"강남구청(청담역_8번, 강남세무서)",25,0,1,0,0,0,0,0,0,1374,671,8984,20,20,31,85,16,33,44,227,590025,121307,88225,91065,91534,88564,86826,75802,68011,75,4,5,0,0,134148,96298,75828,104392,116633,80154,116721,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,129635,0,3,0
216821.355,2020,발달상권,2120210,선릉역,95,0,1,0,0,0,0,0,0,4780,3339,48780,94,25,683,736,101,116,33,19,4916158,1037469,785356,804881,804795,762733,724779,551128,482487,150,1,11,0,0,360433,558541,899345,1185183,993170,643070,636852,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,392697,3228282,6,1
125042.4638,2020,발달상권,2120211,도성초등학교,9,0,1,0,0,0,0,0,0,1638,726,984,23,3,65,52,30,57,50,81,829665,156269,119788,120427,121245,118630,119168,120259,110148,27,0,1,0,0,72437,229142,105642,119047,167747,98633,109452,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,50138,0,4,0
107778.074,2020,발달상권,2120212,한티역,21,0,1,0,0,0,0,0,0,1481,682,713,20,0,29,73,43,13,17,104,1124224,199640,155102,158985,159208,156949,160152,172883,160945,58,1,6,1,0,112734,368247,114810,114604,237844,149366,139353,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,173329,579254,4,1
125601.1489,2020,발달상권,2120213,삼성중앙역,37,0,1,0,0,0,0,0,0,4094,2304,8472,90,13,475,219,91,43,26,213,1646831,347415,256834,262249,261668,251248,239950,192675,182207,41,2,3,0,0,228925,134124,288711,416986,372625,205847,228538,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,66197,323147,3,1
150297.9179,2020,발달상권,2120214,영동대교남단교차로,18,0,1,0,0,0,0,0,0,761,321,3990,8,0,0,16,0,0,12,200,232194,48381,36015,37040,37425,35932,34711,27931,23138,11,0,1,0,0,89135,23933,34280,54071,45459,35547,38903,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,18446,0,1,0
211652.4989,2020,발달상권,2120215,포스코사거리,69,0,1,0,0,0,0,0,0,3513,2227,61656,29,0,116,631,132,190,39,284,3026865,656188,499424,512220,510383,478288,442507,304491,279552,92,0,17,0,0,318625,302401,553204,807083,685827,371101,307249,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,319216,0,7,0
73775.0659,2020,발달상권,2120216,경기고교사거리(경기고교앞사거리),16,0,1,0,0,0,0,0,0,218,151,4934,1,0,0,0,0,0,0,12,173549,36191,26981,27670,27909,26804,25584,21074,17528,31,0,4,0,0,71694,18607,24873,38662,33682,25521,32205,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,278353,0,6,0
110218.1081,2020,발달상권,2120217,대치사거리,18,0,1,0,0,0,0,0,0,3789,2015,2779,102,30,299,233,231,88,39,57,1126848,227593,170411,171963,171718,164836,160135,144866,142919,11,0,2,0,0,159410,260376,164593,194964,225153,145651,136111,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,79645,0,5,0
100118.9699,2020,발달상권,2120218,코엑스,26,0,1,0,0,0,0,0,0,28,17,290,0,0,0,0,0,0,0,0,41356,7882,6252,6541,6724,6545,6375,4889,4030,22,0,6,0,0,145396,1943,9018,11890,9103,5090,4312,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,97055,0,3,0
139521.8614,2020,발달상권,2120219,은마아파트,36,0,1,0,0,0,0,0,0,1039,418,17161,18,0,3,23,26,9,19,132,1048992,182206,143098,144075,145236,143155,146769,168238,158420,57,0,6,0,0,149660,385886,115012,96996,192696,133908,124493,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,179706,0,7,0
115945.5248,2020,발달상권,2120220,대치역,25,0,1,0,0,0,0,0,0,831,255,5578,3,0,0,0,0,0,0,212,519791,92671,73392,73979,73009,73520,74273,79142,72475,72,1,8,0,0,163253,179416,47025,41928,102757,70680,77983,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,115951,430890,5,1
177197.1479,2020,발달상권,2120221,봉은사역,18,0,1,0,0,0,0,0,0,693,489,19513,7,0,5,42,13,18,21,78,387609,86514,62194,63242,62903,60142,56889,42737,39501,33,2,6,0,0,124925,44012,65177,90967,81703,49987,55762,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,307375,700757,6,1
185795.2906,2020,발달상권,2120222,삼성역,52,0,1,0,0,0,0,0,0,746,508,43324,8,0,2,3,37,18,8,31,900765,209398,155882,160143,158620,147936,134723,77960,65500,88,3,15,1,0,356336,69819,186943,257757,188849,106419,90979,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,680759,2388986,13,1
79555.78804,2020,발달상권,2120223,휘문고교사거리,6,0,1,0,0,0,0,0,0,309,111,9166,9,0,0,9,18,20,2,34,205166,46683,34803,35662,35121,33136,30461,19179,16804,9,0,0,0,0,133569,28795,34870,50481,43611,24779,22630,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,148697,0,5,0
501809.6668,2020,발달상권,2120224,수서역,23,0,1,0,0,0,0,0,0,594,437,12418,0,0,0,0,0,0,0,0,202846,42921,31779,31921,32027,31162,30266,23725,21965,40,0,3,0,0,60183,19819,20738,34579,34359,29679,63671,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,50139,1376117,4,1
52711.22826,2020,전통시장,2130303,영동전통시장,3,0,1,0,0,0,0,0,0,1142,728,242,19,0,130,72,19,11,0,2,426748,80203,63613,65751,65648,62998,62907,56468,49363,5,0,0,0,0,39097,21155,100312,108010,78942,51361,66968,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,0,0,0,0
104766.8345,2020,전통시장,2130310,강남개포시장,9,0,1,0,0,0,0,0,0,112,83,298,0,0,0,0,0,0,0,0,176840,32464,25039,25669,26106,25435,25620,25706,23264,30,0,3,0,0,25363,38253,18608,19387,30980,27624,41987,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,46578,163623,2,1
310213.6889,2020,관광특구,1001496,강남 마이스 관광특구,16,0,1,0,0,0,0,0,0,29,18,15904,0,0,0,0,0,0,0,0,90836,18057,14166,14782,15082,14512,13934,10092,8270,34,1,8,1,0,237891,4351,19931,26440,19817,11035,9265,174.37249999999997,22.3,594.38,614.1699999999998,292.83,149.0925,99.8325,1085.5625,238529,0,5,0
225212.9944,2021,골목상권,2110949,한남IC,6,0,1,0,0,0,1,0,0,564,281,1683,5,0,5,10,15,6,4,72,310703,59744,45533,47362,47548,46567,45795,40746,37153,3,0,0,0,0,62126,33723,65840,73029,58926,39253,39933,78.0,3.0,253.0,145.0,89.0,27.0,59.0,1830.0,0,0,0,0
56735.34815,2021,골목상권,2110951,신사은행나무공원,3,0,1,0,0,0,1,0,0,979,574,273,16,3,77,37,7,11,3,23,589079,115301,87680,90947,90806,88287,85870,75959,69529,1,0,0,0,0,29000,44229,131563,158821,113074,63306,78085,107.0,4.0,376.0,333.0,123.0,86.0,62.0,138.0,0,0,0,0
81963.86296,2021,골목상권,2110952,논현목련공원,3,0,1,0,0,0,1,0,0,868,571,117,27,0,120,93,26,13,2,3,182662,39520,26422,26507,26263,26046,25397,25644,26386,2,0,0,0,0,21629,15688,43845,46625,31914,18959,25629,176.0,3.0,769.0,1030.0,125.0,132.0,94.0,168.0,0,0,0,0
68712.98148,2021,골목상권,2110954,국기원,3,0,1,0,0,0,1,0,0,448,303,636,3,0,28,2,3,0,0,1,390541,57710,55224,57150,58328,55861,57975,59554,46449,3,0,0,0,2,39798,37119,142260,95261,55902,30266,29731,51.0,2.0,257.0,226.0,52.0,39.0,53.0,104.0,0,0,0,0
139394.7674,2021,골목상권,2110955,논현초등학교,29,0,1,0,0,0,1,0,0,7089,4515,3430,182,20,938,611,151,104,91,141,2872248,630153,420581,425590,421924,416133,407199,389847,390974,12,0,0,0,0,190912,195282,674738,808203,514733,292958,386336,414.0,33.0,2233.0,1792.0,350.0,260.0,143.0,428.0,0,0,0,0
161735.9296,2021,골목상권,2110957,언북중학교,6,0,1,0,0,0,1,0,0,1761,1088,1251,50,1,120,168,116,24,54,46,926423,196523,145142,152171,151117,146926,138550,99667,92848,7,0,0,0,0,94815,64414,195322,261558,193378,93472,118278,91.0,8.0,208.0,570.0,149.0,34.0,61.0,240.0,0,0,0,0
218275.6519,2021,골목상권,2110958,역삼역 4번,3,0,1,0,0,0,1,0,0,861,544,994,29,4,151,61,24,8,16,26,396940,84537,63871,67031,66019,63457,59799,41853,34911,4,0,0,0,0,73119,18327,93761,115141,77868,45967,45877,122.0,15.0,688.0,525.0,150.0,85.0,82.0,67.0,0,0,0,0
117094.6593,2021,골목상권,2110959,신구중학교,3,0,1,0,0,0,1,0,0,361,170,271,2,0,0,0,0,0,3,79,110475,21641,16452,17296,17207,16827,16510,13969,12217,3,0,0,0,0,35959,14982,17304,22649,20896,14182,20463,59.0,6.0,77.0,67.0,50.0,26.0,69.0,487.0,0,0,0,0
186374.0889,2021,골목상권,2110960,은광여고,3,0,1,0,0,0,1,0,0,727,422,1522,16,21,106,42,8,21,7,34,103270,23248,15249,15436,15195,14837,14558,13782,14215,3,0,0,0,0,25543,15764,16270,22943,17913,12447,17933,95.0,43.0,591.0,395.0,103.0,172.0,51.0,736.0,0,0,0,0
121979.8825,2021,골목상권,2110961,언주역 3번,7,0,1,0,0,0,1,0,0,2163,1335,962,56,0,231,194,84,53,12,94,1156382,240306,168995,174502,177502,175483,169294,148745,141864,1,1,0,0,0,63031,185188,181440,242071,226249,141274,180158,192.0,12.0,850.0,911.0,200.0,161.0,60.0,1032.0,0,0,0,0
125005.8815,2021,골목상권,2110963,역삼월드메르디앙아파트,3,0,1,0,0,0,1,0,0,1684,860,780,45,3,173,147,100,27,13,133,368698,79493,55196,54938,54647,53933,52963,48329,48693,1,0,0,0,1,40391,49434,66697,85247,71995,41845,53482,192.0,37.0,762.0,886.0,325.0,220.0,154.0,1196.0,0,0,0,0
134364.9889,2021,골목상권,2110965,언주역 6번,6,0,1,0,0,0,1,0,0,2245,1500,1139,65,14,323,214,91,41,17,6,811388,175618,123362,126848,125777,123162,118135,98176,95929,2,0,0,0,2,65107,44914,178745,242306,166036,89083,90307,223.0,34.0,1198.0,860.0,292.0,124.0,64.0,440.0,0,0,0,0
52464.0537,2021,골목상권,2110966,논현2동주민센터,6,0,1,0,0,0,1,0,0,2864,1577,1637,60,12,139,216,69,132,116,158,1770300,353796,270291,285934,285748,276780,265212,204944,181394,5,0,0,0,0,93544,145602,357635,447598,353935,211505,254025,109.0,16.0,211.0,285.0,150.0,163.0,126.0,1555.0,0,0,0,0
145160.7901,2021,골목상권,2110967,역삼역 8번,9,0,1,0,0,0,1,0,0,1279,864,377,33,3,211,83,61,9,4,22,586716,128469,89646,92947,92367,90533,86346,68160,66717,3,0,0,0,0,68671,37100,127404,171224,116965,68291,65731,202.0,33.0,1152.0,753.0,316.0,120.0,63.0,56.0,0,0,0,0
233905.2963,2021,골목상권,2110971,선정릉역 4번,9,0,1,0,0,0,1,0,0,3870,2549,1542,131,34,725,636,125,68,27,48,850817,187010,127643,128788,128424,127263,123064,108439,107197,1,0,1,0,0,133221,45528,184141,252208,159286,100814,108842,338.0,69.0,1572.0,1437.0,398.0,281.0,110.0,676.0,0,0,0,0
69816.55556,2021,골목상권,2110972,강남세브란스병원미래의학연구센터,3,0,1,0,0,0,1,0,0,1921,1003,2628,55,0,223,122,169,90,16,4,272277,62520,40503,40510,40764,40104,38835,35502,36058,2,0,0,0,0,46603,37104,45221,56550,52144,37264,43992,217.0,35.0,789.0,666.0,453.0,255.0,157.0,1223.0,0,0,0,0
113803.3259,2021,골목상권,2110974,언주중학교,6,0,1,0,0,0,1,0,0,1513,796,292,58,4,186,161,60,23,20,88,753898,163663,109514,112525,111735,109398,105919,102532,102273,2,0,0,0,0,35150,115191,127352,173164,145192,83000,110000,229.0,10.0,746.0,618.0,249.0,121.0,53.0,1733.0,0,0,0,0
278251.6796,2021,골목상권,2110975,매봉역 1번,6,0,1,0,0,0,1,0,0,890,353,10837,25,1,20,49,10,9,19,142,292466,62797,42851,43015,43089,41739,41192,39665,40914,12,0,0,0,0,52363,29556,47575,50067,46239,51518,67512,78.0,30.0,60.0,56.0,45.0,36.0,46.0,1738.0,60585,570959,2,1
98682.39815,2021,골목상권,2110976,언북초등학교,6,0,1,0,0,0,1,0,0,2022,1080,578,56,0,63,179,110,70,55,51,763158,158123,109641,115100,115404,113659,111290,103238,94825,2,1,0,0,0,55724,78107,137113,176276,147711,97001,126949,137.0,20.0,319.0,263.0,382.0,166.0,109.0,1652.0,0,0,0,0
59501.19012,2021,골목상권,2110977,논현로18길,9,0,1,0,0,0,1,0,0,691,340,148,16,2,30,56,25,6,0,0,125552,26077,19239,19114,19136,18778,18430,15532,15324,0,0,0,0,0,17287,15950,18374,25664,23153,21115,21296,205.0,59.0,572.0,751.0,544.0,58.0,31.0,57.0,0,0,0,0
81139.8037,2021,골목상권,2110980,개포지구대옆,3,0,1,0,0,0,1,0,0,2629,1125,663,77,9,153,231,220,22,12,54,531208,108916,78873,78560,78188,77603,76534,70847,70603,1,0,0,0,0,85827,74676,73669,86137,95277,89442,112004,219.0,46.0,543.0,742.0,468.0,95.0,23.0,491.0,0,0,0,0
163723.2617,2021,골목상권,2110981,국악고교사거리,9,0,1,0,0,0,1,0,0,2118,907,361,55,14,127,219,196,12,12,0,450855,87989,66188,67050,66477,65522,64495,61250,59875,2,0,0,0,0,67409,67498,58634,83218,83503,75831,82171,313.0,80.0,955.0,1219.0,766.0,128.0,52.0,8.0,2284,0,1,0
45187.88148,2021,골목상권,2110982,강남구보훈회관,3,0,1,0,0,0,1,0,0,827,406,166,22,4,104,61,21,6,7,3,191463,41434,27568,27214,27065,27182,26889,27534,28010,1,0,0,0,0,19865,42066,22594,34482,44124,19181,29016,134.0,16.0,403.0,250.0,126.0,55.0,42.0,3273.0,0,0,0,0
514233.1704,2021,골목상권,2110983,국립국악고등학교,3,0,1,0,0,0,1,0,0,2703,1231,783,66,10,167,234,131,48,11,10,465846,98174,67072,66873,66655,66549,66412,65590,66696,3,1,0,0,0,56041,87685,59507,64537,83213,78910,91995,242.0,46.0,635.0,818.0,629.0,91.0,34.0,104.0,7425,0,1,0
145789.3333,2021,골목상권,2110984,포이초등학교(개포목련어린이공원),8,0,1,0,0,0,1,0,0,4267,1912,1556,106,27,365,331,208,76,25,35,965569,224712,138799,139519,138672,139147,137358,134531,137542,10,0,0,0,0,137097,175648,109551,174787,169700,148999,186884,251.0,51.0,769.0,883.0,633.0,148.0,51.0,199.0,3850,0,1,0
164197.8259,2021,골목상권,2110985,청담근린공원,3,0,1,0,0,0,1,0,0,956,480,1338,27,0,14,44,37,37,5,102,252557,54582,36756,37840,37378,37649,36234,34279,32421,1,0,0,0,0,43265,23451,38400,54575,46905,34904,54320,88.0,0.0,22.0,93.0,95.0,59.0,48.0,1786.0,0,0,0,0
89755.52593,2021,골목상권,2110988,청담역 3번,3,0,1,0,0,0,1,0,0,1289,463,1594,21,0,0,2,2,4,13,324,198214,43774,27953,28754,28789,28275,27992,28632,27820,2,0,0,0,0,79185,25335,25619,35533,36490,27604,47632,63.0,2.0,38.0,98.0,34.0,12.0,42.0,2004.0,0,1095630,0,1
63876.9679,2021,골목상권,2110989,대치동아우편취급국,9,0,1,0,0,0,1,0,0,1588,904,444,60,2,281,245,106,41,8,4,708798,145167,107719,108371,108377,107310,104060,87583,85379,1,1,0,0,0,40587,120591,107337,147652,150965,91702,90551,278.0,21.0,1277.0,1407.0,571.0,459.0,106.0,614.0,0,0,0,0
85704.67531,2021,골목상권,2110992,도곡초등학교,18,0,1,0,0,0,1,0,0,7894,3681,2179,205,7,703,587,321,165,73,102,1841386,365299,257796,258822,257144,255558,253654,280411,278002,3,3,0,0,0,138866,579375,224640,219270,339038,239166,239898,464.0,26.0,1345.0,1158.0,660.0,378.0,192.0,2713.0,0,0,0,0
68306.91667,2021,골목상권,2110994,개포고등학교,6,0,1,0,0,0,1,0,0,1777,797,494,57,2,93,116,60,31,3,57,561824,121474,81056,81815,81958,81174,80411,78630,76781,18,1,0,0,0,61589,101365,61926,75636,93365,85993,143536,71.0,2.0,93.0,116.0,60.0,31.0,3.0,1347.0,0,0,0,0
70401.05185,2021,골목상권,2110995,봉은사역 4번,3,0,1,0,0,0,1,0,0,2802,1097,5085,70,1,44,42,28,41,16,721,534551,120356,76539,77108,76861,76491,77351,74953,75250,5,0,0,0,0,122756,102587,61122,91586,99290,78422,101543,147.0,1.0,66.0,113.0,64.0,91.0,75.0,3295.0,7956,0,1,0
90121.07407,2021,골목상권,2110996,대치2동주민센터,3,0,1,0,0,0,1,0,0,1430,682,1959,65,0,6,18,40,80,45,336,674042,133195,97956,97581,97432,95971,95373,96865,92865,8,2,0,0,0,112840,246314,64351,62296,137870,88638,74573,212.0,5.0,212.0,342.0,182.0,162.0,110.0,3659.0,20699,0,1,0
